country,year,welfare,pipreportinglevel,pipwelfare,value,source,series_code
Poland,2016.0,Disposable income,national,consumption,0.050512924,PIP,p99p100Share_pip_disposable_perCapita
Poland,2017.0,Disposable income,national,consumption,0.04865914,PIP,p99p100Share_pip_disposable_perCapita
Poland,2018.0,Disposable income,national,consumption,0.056561477,PIP,p99p100Share_pip_disposable_perCapita
Poland,2019.0,Disposable income,national,consumption,0.051851715,PIP,p99p100Share_pip_disposable_perCapita
Portugal,2003.0,Disposable income,national,income,0.063170967,PIP,p99p100Share_pip_disposable_perCapita
Portugal,2004.0,Disposable income,national,income,0.065422766,PIP,p99p100Share_pip_disposable_perCapita
Portugal,2005.0,Disposable income,national,income,0.06679328,PIP,p99p100Share_pip_disposable_perCapita
Portugal,2006.0,Disposable income,national,income,0.064047458,PIP,p99p100Share_pip_disposable_perCapita
Portugal,2007.0,Disposable income,national,income,0.061704946,PIP,p99p100Share_pip_disposable_perCapita
Portugal,2008.0,Disposable income,national,income,0.066415342,PIP,p99p100Share_pip_disposable_perCapita
Portugal,2009.0,Disposable income,national,income,0.0548707,PIP,p99p100Share_pip_disposable_perCapita
Portugal,2010.0,Disposable income,national,income,0.057339393,PIP,p99p100Share_pip_disposable_perCapita
Portugal,2011.0,Disposable income,national,income,0.064130056,PIP,p99p100Share_pip_disposable_perCapita
Portugal,2012.0,Disposable income,national,income,0.056723039,PIP,p99p100Share_pip_disposable_perCapita
Portugal,2013.0,Disposable income,national,income,0.05386261,PIP,p99p100Share_pip_disposable_perCapita
Portugal,2014.0,Disposable income,national,income,0.055207501,PIP,p99p100Share_pip_disposable_perCapita
Portugal,2015.0,Disposable income,national,income,0.054449376,PIP,p99p100Share_pip_disposable_perCapita
Portugal,2016.0,Disposable income,national,income,0.058760405,PIP,p99p100Share_pip_disposable_perCapita
Portugal,2017.0,Disposable income,national,income,0.05141213,PIP,p99p100Share_pip_disposable_perCapita
Portugal,2018.0,Disposable income,national,income,0.051970519,PIP,p99p100Share_pip_disposable_perCapita
Portugal,2019.0,Disposable income,national,income,0.049078149,PIP,p99p100Share_pip_disposable_perCapita
Romania,1989.0,Disposable income,national,income,0.025391325,PIP,p99p100Share_pip_disposable_perCapita
Romania,1992.0,Disposable income,national,income,0.026790428,PIP,p99p100Share_pip_disposable_perCapita
Romania,1994.0,Disposable income,national,income,0.036524458,PIP,p99p100Share_pip_disposable_perCapita
Romania,1995.0,Disposable income,national,income,0.060948479,PIP,p99p100Share_pip_disposable_perCapita
Romania,1997.0,Disposable income,national,income,0.055008396,PIP,p99p100Share_pip_disposable_perCapita
Romania,1998.0,Disposable income,national,consumption,0.048840193,PIP,p99p100Share_pip_disposable_perCapita
Romania,1999.0,Disposable income,national,consumption,0.049020667,PIP,p99p100Share_pip_disposable_perCapita
Romania,2000.0,Disposable income,national,consumption,0.047350384,PIP,p99p100Share_pip_disposable_perCapita
Romania,2001.0,Disposable income,national,consumption,0.044853798,PIP,p99p100Share_pip_disposable_perCapita
Romania,2002.0,Disposable income,national,consumption,0.047667985,PIP,p99p100Share_pip_disposable_perCapita
Romania,2003.0,Disposable income,national,consumption,0.045494086,PIP,p99p100Share_pip_disposable_perCapita
Romania,2004.0,Disposable income,national,consumption,0.040495235,PIP,p99p100Share_pip_disposable_perCapita
Romania,2005.0,Disposable income,national,consumption,0.038556914,PIP,p99p100Share_pip_disposable_perCapita
Romania,2006.0,Disposable income,national,consumption,0.041797823,PIP,p99p100Share_pip_disposable_perCapita
Romania,2007.0,Disposable income,national,consumption,0.039723747,PIP,p99p100Share_pip_disposable_perCapita
Romania,2008.0,Disposable income,national,consumption,0.03833964,PIP,p99p100Share_pip_disposable_perCapita
Romania,2009.0,Disposable income,national,consumption,0.034505362,PIP,p99p100Share_pip_disposable_perCapita
Romania,2010.0,Disposable income,national,consumption,0.033229068,PIP,p99p100Share_pip_disposable_perCapita
Romania,2011.0,Disposable income,national,consumption,0.031988764,PIP,p99p100Share_pip_disposable_perCapita
Romania,2012.0,Disposable income,national,consumption,0.033288305,PIP,p99p100Share_pip_disposable_perCapita
Romania,2013.0,Disposable income,national,consumption,0.033280216,PIP,p99p100Share_pip_disposable_perCapita
Romania,2014.0,Disposable income,national,income,0.044821896,PIP,p99p100Share_pip_disposable_perCapita
Romania,2015.0,Disposable income,national,income,0.044664632,PIP,p99p100Share_pip_disposable_perCapita
Romania,2016.0,Disposable income,national,consumption,0.036601901,PIP,p99p100Share_pip_disposable_perCapita
Romania,2017.0,Disposable income,national,income,0.041250357,PIP,p99p100Share_pip_disposable_perCapita
Romania,2018.0,Disposable income,national,consumption,0.039839135,PIP,p99p100Share_pip_disposable_perCapita
Romania,2019.0,Disposable income,national,income,0.040933336,PIP,p99p100Share_pip_disposable_perCapita
Russia,1993.0,Disposable income,national,consumption,0.138702793,PIP,p99p100Share_pip_disposable_perCapita
Russia,1996.0,Disposable income,national,consumption,0.105311486,PIP,p99p100Share_pip_disposable_perCapita
Russia,1997.0,Disposable income,national,consumption,0.066893756,PIP,p99p100Share_pip_disposable_perCapita
Russia,1998.0,Disposable income,national,consumption,0.05761017,PIP,p99p100Share_pip_disposable_perCapita
Russia,1999.0,Disposable income,national,consumption,0.056706464,PIP,p99p100Share_pip_disposable_perCapita
Russia,2000.0,Disposable income,national,consumption,0.056077637,PIP,p99p100Share_pip_disposable_perCapita
Russia,2001.0,Disposable income,national,consumption,0.057689255,PIP,p99p100Share_pip_disposable_perCapita
Russia,2002.0,Disposable income,national,consumption,0.059516189,PIP,p99p100Share_pip_disposable_perCapita
Russia,2003.0,Disposable income,national,consumption,0.058142186,PIP,p99p100Share_pip_disposable_perCapita
Russia,2004.0,Disposable income,national,consumption,0.062472412,PIP,p99p100Share_pip_disposable_perCapita
Russia,2005.0,Disposable income,national,consumption,0.064736468,PIP,p99p100Share_pip_disposable_perCapita
Russia,2006.0,Disposable income,national,consumption,0.061345102,PIP,p99p100Share_pip_disposable_perCapita
Russia,2007.0,Disposable income,national,consumption,0.06667992,PIP,p99p100Share_pip_disposable_perCapita
Russia,2008.0,Disposable income,national,consumption,0.069277427,PIP,p99p100Share_pip_disposable_perCapita
Russia,2009.0,Disposable income,national,consumption,0.064402389,PIP,p99p100Share_pip_disposable_perCapita
Russia,2010.0,Disposable income,national,consumption,0.062021867,PIP,p99p100Share_pip_disposable_perCapita
Russia,2011.0,Disposable income,national,consumption,0.064112023,PIP,p99p100Share_pip_disposable_perCapita
Russia,2012.0,Disposable income,national,consumption,0.070724483,PIP,p99p100Share_pip_disposable_perCapita
Russia,2013.0,Disposable income,national,consumption,0.070356344,PIP,p99p100Share_pip_disposable_perCapita
Russia,2014.0,Disposable income,national,consumption,0.070713557,PIP,p99p100Share_pip_disposable_perCapita
Russia,2015.0,Disposable income,national,consumption,0.062999719,PIP,p99p100Share_pip_disposable_perCapita
Russia,2016.0,Disposable income,national,consumption,0.059807099,PIP,p99p100Share_pip_disposable_perCapita
Russia,2017.0,Disposable income,national,consumption,0.066685217,PIP,p99p100Share_pip_disposable_perCapita
Russia,2018.0,Disposable income,national,consumption,0.067080283,PIP,p99p100Share_pip_disposable_perCapita
Russia,2019.0,Disposable income,national,consumption,0.069920209,PIP,p99p100Share_pip_disposable_perCapita
Russia,2020.0,Disposable income,national,consumption,0.06545698,PIP,p99p100Share_pip_disposable_perCapita
Rwanda,2000.0,Disposable income,national,consumption,0.129706501,PIP,p99p100Share_pip_disposable_perCapita
Rwanda,2005.0,Disposable income,national,consumption,0.151139523,PIP,p99p100Share_pip_disposable_perCapita
Rwanda,2010.0,Disposable income,national,consumption,0.125784764,PIP,p99p100Share_pip_disposable_perCapita
Rwanda,2013.0,Disposable income,national,consumption,0.11805537,PIP,p99p100Share_pip_disposable_perCapita
Rwanda,2016.0,Disposable income,national,consumption,0.100526191,PIP,p99p100Share_pip_disposable_perCapita
Rwanda,1984.0,Disposable income,rural,consumption,0.045875287,PIP,p99p100Share_pip_disposable_perCapita
Saint Lucia,1995.0,Disposable income,national,income,0.075701822,PIP,p99p100Share_pip_disposable_perCapita
Saint Lucia,2016.0,Disposable income,national,income,0.118578527,PIP,p99p100Share_pip_disposable_perCapita
Samoa,2002.0,Disposable income,national,consumption,0.079168179,PIP,p99p100Share_pip_disposable_perCapita
Samoa,2008.0,Disposable income,national,consumption,0.081141048,PIP,p99p100Share_pip_disposable_perCapita
Samoa,2013.0,Disposable income,national,consumption,0.074056839,PIP,p99p100Share_pip_disposable_perCapita
Sao Tome and Principe,2000.0,Disposable income,national,consumption,0.041411331,PIP,p99p100Share_pip_disposable_perCapita
Sao Tome and Principe,2010.0,Disposable income,national,consumption,0.039449106,PIP,p99p100Share_pip_disposable_perCapita
Sao Tome and Principe,2017.0,Disposable income,national,consumption,0.078751237,PIP,p99p100Share_pip_disposable_perCapita
Senegal,1991.0,Disposable income,national,consumption,0.140580618,PIP,p99p100Share_pip_disposable_perCapita
Senegal,1994.0,Disposable income,national,consumption,0.115161341,PIP,p99p100Share_pip_disposable_perCapita
Senegal,2001.0,Disposable income,national,consumption,0.095355407,PIP,p99p100Share_pip_disposable_perCapita
Senegal,2005.0,Disposable income,national,consumption,0.06469834,PIP,p99p100Share_pip_disposable_perCapita
Senegal,2011.0,Disposable income,national,consumption,0.063215876,PIP,p99p100Share_pip_disposable_perCapita
Senegal,2018.0,Disposable income,national,consumption,0.072085621,PIP,p99p100Share_pip_disposable_perCapita
Serbia,2002.0,Disposable income,national,consumption,0.065397199,PIP,p99p100Share_pip_disposable_perCapita
Serbia,2003.0,Disposable income,national,consumption,0.053056572,PIP,p99p100Share_pip_disposable_perCapita
Serbia,2004.0,Disposable income,national,consumption,0.060890714,PIP,p99p100Share_pip_disposable_perCapita
Serbia,2005.0,Disposable income,national,consumption,0.063214352,PIP,p99p100Share_pip_disposable_perCapita
Serbia,2006.0,Disposable income,national,consumption,0.045188967,PIP,p99p100Share_pip_disposable_perCapita
Serbia,2007.0,Disposable income,national,consumption,0.043013525,PIP,p99p100Share_pip_disposable_perCapita
Serbia,2008.0,Disposable income,national,consumption,0.038678545,PIP,p99p100Share_pip_disposable_perCapita
Serbia,2009.0,Disposable income,national,consumption,0.039351729,PIP,p99p100Share_pip_disposable_perCapita
Serbia,2010.0,Disposable income,national,consumption,0.040511992,PIP,p99p100Share_pip_disposable_perCapita
Serbia,2012.0,Disposable income,national,income,0.059032711,PIP,p99p100Share_pip_disposable_perCapita
Serbia,2013.0,Disposable income,national,consumption,0.041207812,PIP,p99p100Share_pip_disposable_perCapita
Serbia,2014.0,Disposable income,national,income,0.069512005,PIP,p99p100Share_pip_disposable_perCapita
Serbia,2015.0,Disposable income,national,consumption,0.042585857,PIP,p99p100Share_pip_disposable_perCapita
Serbia,2016.0,Disposable income,national,income,0.056198877,PIP,p99p100Share_pip_disposable_perCapita
Serbia,2017.0,Disposable income,national,income,0.050571009,PIP,p99p100Share_pip_disposable_perCapita
Serbia,2018.0,Disposable income,national,consumption,0.04340797,PIP,p99p100Share_pip_disposable_perCapita
Serbia,2019.0,Disposable income,national,consumption,0.040520839,PIP,p99p100Share_pip_disposable_perCapita
Seychelles,1999.0,Disposable income,national,consumption,0.110293262,PIP,p99p100Share_pip_disposable_perCapita
Seychelles,2006.0,Disposable income,national,consumption,0.104884798,PIP,p99p100Share_pip_disposable_perCapita
Seychelles,2013.0,Disposable income,national,income,0.182012423,PIP,p99p100Share_pip_disposable_perCapita
Seychelles,2018.0,Disposable income,national,income,0.040554778,PIP,p99p100Share_pip_disposable_perCapita
Sierra Leone,2003.0,Disposable income,national,consumption,0.062461202,PIP,p99p100Share_pip_disposable_perCapita
Sierra Leone,2011.0,Disposable income,national,consumption,0.048587978,PIP,p99p100Share_pip_disposable_perCapita
Sierra Leone,2018.0,Disposable income,national,consumption,0.070609908,PIP,p99p100Share_pip_disposable_perCapita
Slovakia,1992.0,Disposable income,national,income,0.034186908,PIP,p99p100Share_pip_disposable_perCapita
Slovakia,1996.0,Disposable income,national,income,0.043238691,PIP,p99p100Share_pip_disposable_perCapita
Slovakia,2004.0,Disposable income,national,consumption,0.054737055,PIP,p99p100Share_pip_disposable_perCapita
Slovakia,2005.0,Disposable income,national,consumption,0.06077625,PIP,p99p100Share_pip_disposable_perCapita
Slovakia,2006.0,Disposable income,national,consumption,0.053774955,PIP,p99p100Share_pip_disposable_perCapita
Slovakia,2007.0,Disposable income,national,consumption,0.060442273,PIP,p99p100Share_pip_disposable_perCapita
Slovakia,2008.0,Disposable income,national,consumption,0.053233338,PIP,p99p100Share_pip_disposable_perCapita
Slovakia,2009.0,Disposable income,national,consumption,0.048730225,PIP,p99p100Share_pip_disposable_perCapita
Slovakia,2010.0,Disposable income,national,income,0.045940876,PIP,p99p100Share_pip_disposable_perCapita
Slovakia,2011.0,Disposable income,national,income,0.034454174,PIP,p99p100Share_pip_disposable_perCapita
Slovakia,2012.0,Disposable income,national,income,0.034037812,PIP,p99p100Share_pip_disposable_perCapita
Slovakia,2013.0,Disposable income,national,income,0.048094117,PIP,p99p100Share_pip_disposable_perCapita
Slovakia,2014.0,Disposable income,national,income,0.036199432,PIP,p99p100Share_pip_disposable_perCapita
Slovakia,2015.0,Disposable income,national,income,0.0422131,PIP,p99p100Share_pip_disposable_perCapita
Slovakia,2016.0,Disposable income,national,income,0.033359892,PIP,p99p100Share_pip_disposable_perCapita
Slovakia,2017.0,Disposable income,national,income,0.027243399,PIP,p99p100Share_pip_disposable_perCapita
Slovakia,2018.0,Disposable income,national,income,0.031481355,PIP,p99p100Share_pip_disposable_perCapita
Slovakia,2019.0,Disposable income,national,income,0.02869749,PIP,p99p100Share_pip_disposable_perCapita
Slovenia,1987.0,Disposable income,national,income,0.031936935,PIP,p99p100Share_pip_disposable_perCapita
Slovenia,1993.0,Disposable income,national,income,0.054998354,PIP,p99p100Share_pip_disposable_perCapita
Slovenia,1997.0,Disposable income,national,income,0.031420616,PIP,p99p100Share_pip_disposable_perCapita
Slovenia,1998.0,Disposable income,national,consumption,0.036544181,PIP,p99p100Share_pip_disposable_perCapita
Slovenia,1999.0,Disposable income,national,income,0.033192179,PIP,p99p100Share_pip_disposable_perCapita
Slovenia,2002.0,Disposable income,national,consumption,0.041147356,PIP,p99p100Share_pip_disposable_perCapita
Slovenia,2003.0,Disposable income,national,consumption,0.04595669,PIP,p99p100Share_pip_disposable_perCapita
Slovenia,2004.0,Disposable income,national,income,0.035187651,PIP,p99p100Share_pip_disposable_perCapita
Slovenia,2005.0,Disposable income,national,income,0.034778244,PIP,p99p100Share_pip_disposable_perCapita
Slovenia,2006.0,Disposable income,national,income,0.032695262,PIP,p99p100Share_pip_disposable_perCapita
Slovenia,2007.0,Disposable income,national,income,0.033678062,PIP,p99p100Share_pip_disposable_perCapita
Slovenia,2008.0,Disposable income,national,income,0.033312733,PIP,p99p100Share_pip_disposable_perCapita
Slovenia,2009.0,Disposable income,national,income,0.035037513,PIP,p99p100Share_pip_disposable_perCapita
Slovenia,2010.0,Disposable income,national,income,0.035783893,PIP,p99p100Share_pip_disposable_perCapita
Slovenia,2011.0,Disposable income,national,income,0.035952391,PIP,p99p100Share_pip_disposable_perCapita
Slovenia,2012.0,Disposable income,national,income,0.037774139,PIP,p99p100Share_pip_disposable_perCapita
Slovenia,2013.0,Disposable income,national,income,0.037911945,PIP,p99p100Share_pip_disposable_perCapita
Slovenia,2014.0,Disposable income,national,income,0.035633988,PIP,p99p100Share_pip_disposable_perCapita
Slovenia,2015.0,Disposable income,national,income,0.039320919,PIP,p99p100Share_pip_disposable_perCapita
Slovenia,2016.0,Disposable income,national,income,0.034591236,PIP,p99p100Share_pip_disposable_perCapita
Slovenia,2017.0,Disposable income,national,income,0.034587918,PIP,p99p100Share_pip_disposable_perCapita
Slovenia,2018.0,Disposable income,national,income,0.037343672,PIP,p99p100Share_pip_disposable_perCapita
Slovenia,2019.0,Disposable income,national,income,0.040829504,PIP,p99p100Share_pip_disposable_perCapita
Solomon Islands,2005.0,Disposable income,national,consumption,0.091362624,PIP,p99p100Share_pip_disposable_perCapita
Solomon Islands,2012.0,Disposable income,national,consumption,0.06654751,PIP,p99p100Share_pip_disposable_perCapita
Somalia,2017.0,Disposable income,national,consumption,0.0583401927178268,PIP,p99p100Share_pip_disposable_perCapita
South Africa,1993.0,Disposable income,national,consumption,0.100705967,PIP,p99p100Share_pip_disposable_perCapita
South Africa,2000.0,Disposable income,national,consumption,0.095744279,PIP,p99p100Share_pip_disposable_perCapita
South Africa,2005.0,Disposable income,national,consumption,0.140317368,PIP,p99p100Share_pip_disposable_perCapita
South Africa,2008.0,Disposable income,national,consumption,0.127159548,PIP,p99p100Share_pip_disposable_perCapita
South Africa,2010.0,Disposable income,national,consumption,0.124042434,PIP,p99p100Share_pip_disposable_perCapita
South Africa,2014.0,Disposable income,national,consumption,0.126400431,PIP,p99p100Share_pip_disposable_perCapita
South Korea,2006.0,Disposable income,national,income,0.043482853,PIP,p99p100Share_pip_disposable_perCapita
South Korea,2008.0,Disposable income,national,income,0.045909006,PIP,p99p100Share_pip_disposable_perCapita
South Korea,2010.0,Disposable income,national,income,0.044885385,PIP,p99p100Share_pip_disposable_perCapita
South Korea,2012.0,Disposable income,national,income,0.045049072,PIP,p99p100Share_pip_disposable_perCapita
South Korea,2014.0,Disposable income,national,income,0.04225228,PIP,p99p100Share_pip_disposable_perCapita
South Korea,2016.0,Disposable income,national,income,0.044333233,PIP,p99p100Share_pip_disposable_perCapita
South Sudan,2009.0,Disposable income,national,consumption,0.070582395,PIP,p99p100Share_pip_disposable_perCapita
South Sudan,2016.0,Disposable income,national,consumption,0.077477824,PIP,p99p100Share_pip_disposable_perCapita
Spain,1980.0,Disposable income,national,income,0.055087948,PIP,p99p100Share_pip_disposable_perCapita
Spain,1985.0,Disposable income,national,income,0.05791142,PIP,p99p100Share_pip_disposable_perCapita
Spain,1990.0,Disposable income,national,income,0.050546005,PIP,p99p100Share_pip_disposable_perCapita
Spain,1995.0,Disposable income,national,income,0.052852432,PIP,p99p100Share_pip_disposable_perCapita
Spain,2000.0,Disposable income,national,income,0.054548748,PIP,p99p100Share_pip_disposable_perCapita
Spain,2003.0,Disposable income,national,income,0.043868501,PIP,p99p100Share_pip_disposable_perCapita
Spain,2004.0,Disposable income,national,income,0.046240296,PIP,p99p100Share_pip_disposable_perCapita
Spain,2005.0,Disposable income,national,income,0.044176063,PIP,p99p100Share_pip_disposable_perCapita
Spain,2006.0,Disposable income,national,income,0.046592486,PIP,p99p100Share_pip_disposable_perCapita
Spain,2007.0,Disposable income,national,income,0.049756199,PIP,p99p100Share_pip_disposable_perCapita
Spain,2008.0,Disposable income,national,income,0.048916648,PIP,p99p100Share_pip_disposable_perCapita
Spain,2009.0,Disposable income,national,income,0.050873762,PIP,p99p100Share_pip_disposable_perCapita
Spain,2010.0,Disposable income,national,income,0.051488266,PIP,p99p100Share_pip_disposable_perCapita
Spain,2011.0,Disposable income,national,income,0.047831678,PIP,p99p100Share_pip_disposable_perCapita
Spain,2012.0,Disposable income,national,income,0.048613084,PIP,p99p100Share_pip_disposable_perCapita
Spain,2013.0,Disposable income,national,income,0.04630875,PIP,p99p100Share_pip_disposable_perCapita
Spain,2014.0,Disposable income,national,income,0.048358624,PIP,p99p100Share_pip_disposable_perCapita
Spain,2015.0,Disposable income,national,income,0.050025595,PIP,p99p100Share_pip_disposable_perCapita
Spain,2016.0,Disposable income,national,income,0.048900052,PIP,p99p100Share_pip_disposable_perCapita
Spain,2017.0,Disposable income,national,income,0.046954855,PIP,p99p100Share_pip_disposable_perCapita
Spain,2018.0,Disposable income,national,income,0.04804044,PIP,p99p100Share_pip_disposable_perCapita
Spain,2019.0,Disposable income,national,income,0.046264146,PIP,p99p100Share_pip_disposable_perCapita
Sri Lanka,1985.0,Disposable income,national,consumption,0.053879438,PIP,p99p100Share_pip_disposable_perCapita
Sri Lanka,1990.0,Disposable income,national,consumption,0.068191086,PIP,p99p100Share_pip_disposable_perCapita
Sri Lanka,1995.0,Disposable income,national,consumption,0.064615905,PIP,p99p100Share_pip_disposable_perCapita
Sri Lanka,2002.0,Disposable income,national,consumption,0.085317296,PIP,p99p100Share_pip_disposable_perCapita
Sri Lanka,2006.0,Disposable income,national,consumption,0.089326604,PIP,p99p100Share_pip_disposable_perCapita
Sri Lanka,2009.0,Disposable income,national,consumption,0.074974113,PIP,p99p100Share_pip_disposable_perCapita
Sri Lanka,2012.0,Disposable income,national,consumption,0.0877518,PIP,p99p100Share_pip_disposable_perCapita
Sri Lanka,2016.0,Disposable income,national,consumption,0.089830115,PIP,p99p100Share_pip_disposable_perCapita
Sudan,2009.0,Disposable income,national,consumption,0.051905451,PIP,p99p100Share_pip_disposable_perCapita
Sudan,2014.0,Disposable income,national,consumption,0.071415374,PIP,p99p100Share_pip_disposable_perCapita
Suriname,1999.0,Disposable income,urban,income,0.117425461,PIP,p99p100Share_pip_disposable_perCapita
Sweden,1975.0,Disposable income,national,income,0.02898263,PIP,p99p100Share_pip_disposable_perCapita
Sweden,1981.0,Disposable income,national,income,0.025583239,PIP,p99p100Share_pip_disposable_perCapita
Sweden,1987.0,Disposable income,national,income,0.0314074,PIP,p99p100Share_pip_disposable_perCapita
Sweden,1992.0,Disposable income,national,income,0.032802551,PIP,p99p100Share_pip_disposable_perCapita
Sweden,1995.0,Disposable income,national,income,0.034611871,PIP,p99p100Share_pip_disposable_perCapita
Sweden,2000.0,Disposable income,national,income,0.046675409,PIP,p99p100Share_pip_disposable_perCapita
Sweden,2003.0,Disposable income,national,income,0.031464501,PIP,p99p100Share_pip_disposable_perCapita
Sweden,2004.0,Disposable income,national,income,0.037762162,PIP,p99p100Share_pip_disposable_perCapita
Sweden,2005.0,Disposable income,national,income,0.03821867,PIP,p99p100Share_pip_disposable_perCapita
Sweden,2006.0,Disposable income,national,income,0.039544653,PIP,p99p100Share_pip_disposable_perCapita
Sweden,2007.0,Disposable income,national,income,0.044169948,PIP,p99p100Share_pip_disposable_perCapita
Sweden,2008.0,Disposable income,national,income,0.048508879,PIP,p99p100Share_pip_disposable_perCapita
Sweden,2009.0,Disposable income,national,income,0.039541763,PIP,p99p100Share_pip_disposable_perCapita
Sweden,2010.0,Disposable income,national,income,0.042013466,PIP,p99p100Share_pip_disposable_perCapita
Sweden,2011.0,Disposable income,national,income,0.039041956,PIP,p99p100Share_pip_disposable_perCapita
Sweden,2012.0,Disposable income,national,income,0.039011961,PIP,p99p100Share_pip_disposable_perCapita
Sweden,2013.0,Disposable income,national,income,0.044634375,PIP,p99p100Share_pip_disposable_perCapita
Sweden,2014.0,Disposable income,national,income,0.042488274,PIP,p99p100Share_pip_disposable_perCapita
Sweden,2015.0,Disposable income,national,income,0.051478931,PIP,p99p100Share_pip_disposable_perCapita
Sweden,2016.0,Disposable income,national,income,0.057872256,PIP,p99p100Share_pip_disposable_perCapita
Sweden,2017.0,Disposable income,national,income,0.047498707,PIP,p99p100Share_pip_disposable_perCapita
Sweden,2018.0,Disposable income,national,income,0.053680384,PIP,p99p100Share_pip_disposable_perCapita
Sweden,2019.0,Disposable income,national,income,0.051288374,PIP,p99p100Share_pip_disposable_perCapita
Switzerland,1982.0,Disposable income,national,income,0.081285471,PIP,p99p100Share_pip_disposable_perCapita
Switzerland,1992.0,Disposable income,national,income,0.065266729,PIP,p99p100Share_pip_disposable_perCapita
Switzerland,2000.0,Disposable income,national,income,0.063258549,PIP,p99p100Share_pip_disposable_perCapita
Switzerland,2002.0,Disposable income,national,income,0.046821433,PIP,p99p100Share_pip_disposable_perCapita
Switzerland,2006.0,Disposable income,national,income,0.056773797,PIP,p99p100Share_pip_disposable_perCapita
Switzerland,2007.0,Disposable income,national,income,0.064494139,PIP,p99p100Share_pip_disposable_perCapita
Switzerland,2008.0,Disposable income,national,income,0.060784879,PIP,p99p100Share_pip_disposable_perCapita
Switzerland,2009.0,Disposable income,national,income,0.058198593,PIP,p99p100Share_pip_disposable_perCapita
Switzerland,2010.0,Disposable income,national,income,0.05789197,PIP,p99p100Share_pip_disposable_perCapita
Switzerland,2011.0,Disposable income,national,income,0.051220901,PIP,p99p100Share_pip_disposable_perCapita
Switzerland,2012.0,Disposable income,national,income,0.054537557,PIP,p99p100Share_pip_disposable_perCapita
Switzerland,2013.0,Disposable income,national,income,0.056215886,PIP,p99p100Share_pip_disposable_perCapita
Switzerland,2014.0,Disposable income,national,income,0.056063009,PIP,p99p100Share_pip_disposable_perCapita
Switzerland,2015.0,Disposable income,national,income,0.055466831,PIP,p99p100Share_pip_disposable_perCapita
Switzerland,2016.0,Disposable income,national,income,0.062106658,PIP,p99p100Share_pip_disposable_perCapita
Switzerland,2017.0,Disposable income,national,income,0.05681145,PIP,p99p100Share_pip_disposable_perCapita
Switzerland,2018.0,Disposable income,national,income,0.06211669,PIP,p99p100Share_pip_disposable_perCapita
Syria,1996.0,Disposable income,national,consumption,0.069957553,PIP,p99p100Share_pip_disposable_perCapita
Syria,2003.0,Disposable income,national,consumption,0.06783114,PIP,p99p100Share_pip_disposable_perCapita
Taiwan,1981.0,Disposable income,national,income,0.043963355,PIP,p99p100Share_pip_disposable_perCapita
Taiwan,1986.0,Disposable income,national,income,0.049364458,PIP,p99p100Share_pip_disposable_perCapita
Taiwan,1991.0,Disposable income,national,income,0.048580176,PIP,p99p100Share_pip_disposable_perCapita
Taiwan,1995.0,Disposable income,national,income,0.046992018,PIP,p99p100Share_pip_disposable_perCapita
Taiwan,1997.0,Disposable income,national,income,0.046836994,PIP,p99p100Share_pip_disposable_perCapita
Taiwan,2000.0,Disposable income,national,income,0.047727033,PIP,p99p100Share_pip_disposable_perCapita
Taiwan,2005.0,Disposable income,national,income,0.051627874,PIP,p99p100Share_pip_disposable_perCapita
Taiwan,2007.0,Disposable income,national,income,0.047173654,PIP,p99p100Share_pip_disposable_perCapita
Taiwan,2010.0,Disposable income,national,income,0.051442534,PIP,p99p100Share_pip_disposable_perCapita
Taiwan,2013.0,Disposable income,national,income,0.052030306,PIP,p99p100Share_pip_disposable_perCapita
Taiwan,2016.0,Disposable income,national,income,0.050368366,PIP,p99p100Share_pip_disposable_perCapita
Tajikistan,1999.0,Disposable income,national,consumption,0.043000331,PIP,p99p100Share_pip_disposable_perCapita
Tajikistan,2003.0,Disposable income,national,consumption,0.049901584,PIP,p99p100Share_pip_disposable_perCapita
Tajikistan,2004.0,Disposable income,national,consumption,0.051021868,PIP,p99p100Share_pip_disposable_perCapita
Tajikistan,2007.0,Disposable income,national,consumption,0.063415413,PIP,p99p100Share_pip_disposable_perCapita
Tajikistan,2009.0,Disposable income,national,consumption,0.048713609,PIP,p99p100Share_pip_disposable_perCapita
Tajikistan,2015.0,Disposable income,national,consumption,0.050502623,PIP,p99p100Share_pip_disposable_perCapita
Tanzania,1991.0,Disposable income,national,consumption,0.054070127,PIP,p99p100Share_pip_disposable_perCapita
Tanzania,2000.0,Disposable income,national,consumption,0.059464058,PIP,p99p100Share_pip_disposable_perCapita
Tanzania,2007.0,Disposable income,national,consumption,0.078487175,PIP,p99p100Share_pip_disposable_perCapita
Tanzania,2011.0,Disposable income,national,consumption,0.078666629,PIP,p99p100Share_pip_disposable_perCapita
Tanzania,2018.0,Disposable income,national,consumption,0.08941823,PIP,p99p100Share_pip_disposable_perCapita
Thailand,1981.0,Disposable income,national,consumption,0.087525043,PIP,p99p100Share_pip_disposable_perCapita
Thailand,1988.0,Disposable income,national,consumption,0.093928166,PIP,p99p100Share_pip_disposable_perCapita
Thailand,1990.0,Disposable income,national,consumption,0.095363079,PIP,p99p100Share_pip_disposable_perCapita
Thailand,1992.0,Disposable income,national,consumption,0.101719441,PIP,p99p100Share_pip_disposable_perCapita
