title,ySlugs,Metric Dropdown,Poverty line Dropdown,Household survey data type Dropdown,tableSlug,subtitle,note,sourceDesc,type,yAxisMin,facet,selectedFacetStrategy,hasMapTab,tab,mapTargetTime,relatedQuestionText,relatedQuestionUrl,defaultView
Total shortfall from a poverty line of 50% of the median expenditure,total_shortfall_50_median,Total shortfall from poverty line,Relative poverty: 50% of median,Expenditure surveys only,cons_only,This is the amount of money that would be theoretically needed to lift the incomes of all people in poverty up to 50% of the median expenditure. This data is adjusted for inflation and for differences in the cost of living between countries.,This data is measured in international-$ at 2017 prices to account for inflation and differences in the cost of living between countries. It relates to either disposable expenditure per capita (exact definitions vary).,World Bank Poverty and Inequality Platform,,0.0,,,'true,map,2019.0,,,
Total shortfall from a poverty line of 60% of the median expenditure,total_shortfall_60_median,Total shortfall from poverty line,Relative poverty: 60% of median,Expenditure surveys only,cons_only,This is the amount of money that would be theoretically needed to lift the incomes of all people in poverty up to 60% of the median expenditure. This data is adjusted for inflation and for differences in the cost of living between countries.,This data is measured in international-$ at 2017 prices to account for inflation and differences in the cost of living between countries. It relates to either disposable expenditure per capita (exact definitions vary).,World Bank Poverty and Inequality Platform,,0.0,,,'true,map,2019.0,,,
Average shortfall from a poverty line of 40% of the median expenditure,avg_shortfall_40_median,Average shortfall ($ per day),Relative poverty: 40% of median,Expenditure surveys only,cons_only,"This is the amount of money that would be theoretically needed to lift the incomes of all people in poverty up to 40% of the median expenditure, averaged across the population in poverty.",This data is measured in international-$ at 2017 prices to account for inflation and differences in the cost of living between countries. It relates to either disposable expenditure per capita (exact definitions vary).,World Bank Poverty and Inequality Platform,,0.0,,,'true,map,2019.0,,,
Average shortfall from a poverty line of 50% of the median expenditure,avg_shortfall_50_median,Average shortfall ($ per day),Relative poverty: 50% of median,Expenditure surveys only,cons_only,"This is the amount of money that would be theoretically needed to lift the incomes of all people in poverty up to 50% of the median expenditure, averaged across the population in poverty.",This data is measured in international-$ at 2017 prices to account for inflation and differences in the cost of living between countries. It relates to either disposable expenditure per capita (exact definitions vary).,World Bank Poverty and Inequality Platform,,0.0,,,'true,map,2019.0,,,
Average shortfall from a poverty line of 60% of the median expenditure,avg_shortfall_60_median,Average shortfall ($ per day),Relative poverty: 60% of median,Expenditure surveys only,cons_only,"This is the amount of money that would be theoretically needed to lift the incomes of all people in poverty up to 60% of the median expenditure, averaged across the population in poverty.",This data is measured in international-$ at 2017 prices to account for inflation and differences in the cost of living between countries. It relates to either disposable expenditure per capita (exact definitions vary).,World Bank Poverty and Inequality Platform,,0.0,,,'true,map,2019.0,,,
Average shortfall from a poverty line of 40% of the median expenditure (as a share of the poverty line),income_gap_ratio_40_median,Average shortfall (% of poverty line),Relative poverty: 40% of median,Expenditure surveys only,cons_only,"This is the average shortfall expressed as a share of the poverty line, sometimes called the ""income gap ratio"". It captures the depth of poverty in which those below 40% of the median expenditure a day are living.",This data is measured in international-$ at 2017 prices to account for inflation and differences in the cost of living between countries. It relates to either disposable expenditure per capita (exact definitions vary).,World Bank Poverty and Inequality Platform,,0.0,,,'true,map,2019.0,,,
Average shortfall from a poverty line of 50% of the median expenditure (as a share of the poverty line),income_gap_ratio_50_median,Average shortfall (% of poverty line),Relative poverty: 50% of median,Expenditure surveys only,cons_only,"This is the average shortfall expressed as a share of the poverty line, sometimes called the ""income gap ratio"". It captures the depth of poverty in which those below 50% of the median expenditure a day are living.",This data is measured in international-$ at 2017 prices to account for inflation and differences in the cost of living between countries. It relates to either disposable expenditure per capita (exact definitions vary).,World Bank Poverty and Inequality Platform,,0.0,,,'true,map,2019.0,,,
Average shortfall from a poverty line of 60% of the median expenditure (as a share of the poverty line),income_gap_ratio_60_median,Average shortfall (% of poverty line),Relative poverty: 60% of median,Expenditure surveys only,cons_only,"This is the average shortfall expressed as a share of the poverty line, sometimes called the ""income gap ratio"". It captures the depth of poverty in which those below 60% of the median expenditure a day are living.",This data is measured in international-$ at 2017 prices to account for inflation and differences in the cost of living between countries. It relates to either disposable expenditure per capita (exact definitions vary).,World Bank Poverty and Inequality Platform,,0.0,,,'true,map,2019.0,,,
Poverty gap index at 40% of the median expenditure,poverty_gap_index_40_median,Poverty gap index,Relative poverty: 40% of median,Expenditure surveys only,cons_only,The poverty gap index is a poverty measure that reflects both the prevalence and the depth of poverty. It is calculated as the share of population in poverty multiplied by the average shortfall from the poverty line (expressed as a % of the poverty line).,This data is measured in international-$ at 2017 prices to account for inflation and differences in the cost of living between countries. It relates to either disposable expenditure per capita (exact definitions vary).,World Bank Poverty and Inequality Platform,,0.0,,,'true,map,2019.0,,,
Poverty gap index at 50% of the median expenditure,poverty_gap_index_50_median,Poverty gap index,Relative poverty: 50% of median,Expenditure surveys only,cons_only,The poverty gap index is a poverty measure that reflects both the prevalence and the depth of poverty. It is calculated as the share of population in poverty multiplied by the average shortfall from the poverty line (expressed as a % of the poverty line).,This data is measured in international-$ at 2017 prices to account for inflation and differences in the cost of living between countries. It relates to either disposable expenditure per capita (exact definitions vary).,World Bank Poverty and Inequality Platform,,0.0,,,'true,map,2019.0,,,
Poverty gap index at 60% of the median expenditure,poverty_gap_index_60_median,Poverty gap index,Relative poverty: 60% of median,Expenditure surveys only,cons_only,The poverty gap index is a poverty measure that reflects both the prevalence and the depth of poverty. It is calculated as the share of population in poverty multiplied by the average shortfall from the poverty line (expressed as a % of the poverty line).,This data is measured in international-$ at 2017 prices to account for inflation and differences in the cost of living between countries. It relates to either disposable expenditure per capita (exact definitions vary).,World Bank Poverty and Inequality Platform,,0.0,,,'true,map,2019.0,,,
