year,reporting_level,welfare_type,p99p100_share,country
1999,national,consumption,8.10993175140916,Thailand
2000,national,consumption,8.18808551966443,Thailand
2002,national,consumption,8.25929167935492,Thailand
2004,national,consumption,8.4049699143288,Thailand
2006,national,consumption,7.408398432423071,Thailand
2007,national,consumption,6.744701341124889,Thailand
2008,national,consumption,7.07757043308135,Thailand
2009,national,consumption,6.91707928618901,Thailand
2010,national,consumption,6.73403906966409,Thailand
2011,national,consumption,6.94962403897221,Thailand
2012,national,consumption,7.04909326738529,Thailand
2013,national,consumption,6.364533968841039,Thailand
2014,national,consumption,6.27537088547826,Thailand
2015,national,consumption,6.24172331628233,Thailand
2016,national,consumption,6.34459045129531,Thailand
2017,national,consumption,6.04641103534642,Thailand
2018,national,consumption,5.594042485976989,Thailand
2019,national,consumption,5.47931104304422,Thailand
2020,national,consumption,5.26163623231796,Thailand
2021,national,consumption,5.6855086338072995,Thailand
1999,national,consumption,4.30003314156198,Tajikistan
2003,national,consumption,4.99015837704414,Tajikistan
2004,national,consumption,5.10218681980215,Tajikistan
2007,national,consumption,6.341541268974391,Tajikistan
2009,national,consumption,4.87136089843299,Tajikistan
2015,national,consumption,5.0502623048397695,Tajikistan
1998,national,consumption,7.65303317755775,Turkmenistan
2001,national,consumption,6.06798086013558,Timor
2007,national,consumption,4.4206685765078895,Timor
2014,national,consumption,4.99014195864856,Timor
2000,national,consumption,5.8753415421191,Tonga
2009,national,consumption,6.273508523361709,Tonga
2015,national,consumption,5.52550361188371,Tonga
1988,national,income,5.53720913429631,Trinidad and Tobago
1992,national,income,5.61403307063886,Trinidad and Tobago
1985,national,consumption,9.09479592025975,Tunisia
1990,national,consumption,6.31797391155741,Tunisia
1995,national,consumption,6.52038765948883,Tunisia
2000,national,consumption,6.97946042487014,Tunisia
2005,national,consumption,5.9743080988742,Tunisia
2010,national,consumption,5.0178424543931,Tunisia
2015,national,consumption,4.92343053657992,Tunisia
1987,national,consumption,12.23711050391943,Turkey
1994,national,consumption,7.45469747155338,Turkey
2002,national,consumption,7.16177747877991,Turkey
2003,national,consumption,6.965816425248759,Turkey
2004,national,consumption,6.2610832254481705,Turkey
2005,national,consumption,7.36712651265253,Turkey
2006,national,consumption,5.78430661132486,Turkey
2007,national,consumption,4.99824979045796,Turkey
2008,national,consumption,6.01370441744002,Turkey
2009,national,consumption,5.26378207206461,Turkey
2010,national,consumption,5.69771944604675,Turkey
2011,national,consumption,6.0499004956148195,Turkey
2012,national,consumption,5.98120520520679,Turkey
2013,national,consumption,6.5584094133244,Turkey
2014,national,consumption,6.80636848029223,Turkey
2015,national,consumption,8.33377659698089,Turkey
2016,national,consumption,6.807549743746,Turkey
2017,national,consumption,7.19069434693877,Turkey
2018,national,consumption,7.372698951772961,Turkey
2019,national,consumption,6.80132735354031,Turkey
2010,national,consumption,7.519720692461649,Tuvalu
1981,national,income,4.3963355316876,Taiwan
1986,national,income,4.93644575557628,Taiwan
1991,national,income,4.85801755382584,Taiwan
1995,national,income,4.6992017619907696,Taiwan
1997,national,income,4.6836993783342695,Taiwan
2000,national,income,4.77270330405972,Taiwan
2005,national,income,5.162787359341721,Taiwan
2007,national,income,4.71736535829186,Taiwan
2010,national,income,5.14425339717062,Taiwan
2013,national,income,5.20303064697599,Taiwan
2016,national,income,5.03683658165332,Taiwan
1991,national,consumption,5.40701271390843,Tanzania
2000,national,consumption,5.94640577824406,Tanzania
2007,national,consumption,7.848717466992319,Tanzania
2011,national,consumption,7.866662881833,Tanzania
2018,national,consumption,8.94182295112139,Tanzania
1989,national,consumption,7.54518418458808,Uganda
1992,national,consumption,10.06387138651147,Uganda
1996,national,consumption,7.39424283561354,Uganda
1999,national,consumption,9.76276608485858,Uganda
2002,national,consumption,11.77510437667168,Uganda
2005,national,consumption,8.99304802787734,Uganda
2009,national,consumption,9.57193804296837,Uganda
2012,national,consumption,7.59592696668462,Uganda
2016,national,consumption,8.48141552757223,Uganda
2019,national,consumption,10.81117121393187,Uganda
1992,national,consumption,4.14061549616933,Ukraine
1993,national,consumption,4.3500274770464,Ukraine
1995,national,consumption,7.21597997981544,Ukraine
1996,national,consumption,6.486490142714691,Ukraine
1999,national,income,3.70417555304902,Ukraine
2002,national,consumption,4.13535135129066,Ukraine
2003,national,consumption,4.23931532890541,Ukraine
2004,national,consumption,4.32876193127393,Ukraine
2005,national,consumption,4.1505861253947,Ukraine
2006,national,consumption,4.99048865389526,Ukraine
2007,national,consumption,3.9260079536208496,Ukraine
2008,national,consumption,3.83255335541541,Ukraine
2009,national,consumption,3.50171958813785,Ukraine
2010,national,consumption,3.4320368837178497,Ukraine
2011,national,consumption,3.47122657197225,Ukraine
2012,national,consumption,3.3589249176734497,Ukraine
2013,national,consumption,3.57924725010599,Ukraine
2014,national,consumption,3.58380094561548,Ukraine
2015,national,consumption,3.8597521186971804,Ukraine
2016,national,consumption,3.89863601260734,Ukraine
2017,national,consumption,3.91061928899478,Ukraine
2018,national,consumption,3.98775035050231,Ukraine
2019,national,consumption,3.88180675222289,Ukraine
2020,national,consumption,3.86282360603625,Ukraine
1989,urban,income,8.55274320134284,Uruguay
1992,urban,income,6.93053572219042,Uruguay
1995,urban,income,6.36431757147064,Uruguay
1996,urban,income,6.0962894731848705,Uruguay
1997,urban,income,6.521133510262669,Uruguay
1998,urban,income,6.74965315096369,Uruguay
2000,urban,income,6.85128471759289,Uruguay
2001,urban,income,7.405509167949891,Uruguay
2002,urban,income,7.698108713406709,Uruguay
2003,urban,income,7.85966227135493,Uruguay
2004,urban,income,8.07425122225054,Uruguay
2005,urban,income,7.4483172305321395,Uruguay
2006,national,income,8.04581617066915,Uruguay
2007,national,income,8.45258185635772,Uruguay
2008,national,income,8.15356030772276,Uruguay
2009,national,income,8.42939072686846,Uruguay
2010,national,income,7.829366598359069,Uruguay
2011,national,income,6.97095827664734,Uruguay
2012,national,income,5.57463882463193,Uruguay
2013,national,income,6.22689799682247,Uruguay
2014,national,income,6.17796110312225,Uruguay
2015,national,income,6.21397714444346,Uruguay
2016,national,income,6.18665894360968,Uruguay
2017,national,income,6.26652416574095,Uruguay
2018,national,income,6.210477514336779,Uruguay
2019,national,income,6.09940149925162,Uruguay
2020,national,income,6.18213005449774,Uruguay
2021,national,income,6.96729070984254,Uruguay
1974,national,income,4.90850149086215,United States
1979,national,income,4.96346354586161,United States
1980,national,income,4.84674050681068,United States
1981,national,income,4.89664549630235,United States
1982,national,income,5.16055703730426,United States
1983,national,income,5.08745754178003,United States
1984,national,income,5.32058544429428,United States
1985,national,income,5.26070689737225,United States
1986,national,income,5.29627550884981,United States
1987,national,income,5.050948593089251,United States
1988,national,income,5.274923868622549,United States
1989,national,income,5.67918466186093,United States
1990,national,income,5.58543700804326,United States
1991,national,income,5.42465313331788,United States
1992,national,income,5.4900443244342805,United States
1993,national,income,7.499971209082509,United States
1994,national,income,7.4089854204181,United States
1995,national,income,7.49858855322934,United States
1996,national,income,8.10430656833122,United States
1997,national,income,8.15599639746111,United States
1998,national,income,7.676166117307879,United States
1999,national,income,7.683631258513871,United States
2000,national,income,8.29472118002636,United States
2001,national,income,8.63585898968677,United States
2002,national,income,7.815167223326499,United States
2003,national,income,7.595141422481561,United States
2004,national,income,7.913671179383221,United States
2005,national,income,8.15064699969899,United States
2006,national,income,8.52673546806483,United States
2007,national,income,7.578304631308811,United States
2008,national,income,7.66662763431237,United States
2009,national,income,7.80608210589298,United States
2010,national,income,6.559274753464241,United States
2011,national,income,7.08282220030792,United States
2012,national,income,7.19847591403455,United States
2013,national,income,6.792116388620011,United States
2014,national,income,6.65756643968293,United States
2015,national,income,6.82216668551578,United States
2016,national,income,6.827059865086881,United States
2017,national,income,6.808443630383191,United States
2018,national,income,7.19488271020322,United States
2019,national,income,7.0037826249172,United States
2020,national,income,6.599473678536611,United States
1998,national,consumption,7.32709259818123,Uzbekistan
2000,national,consumption,6.53287286049774,Uzbekistan
2002,national,consumption,6.01542414967395,Uzbekistan
2003,national,consumption,6.12126966211359,Uzbekistan
1981,national,income,12.62211461417605,Venezuela
1987,national,income,9.2896973026231,Venezuela
1989,national,income,7.70010682727586,Venezuela
1992,national,income,6.841244296942,Venezuela
1995,national,income,9.224686780243129,Venezuela
1998,national,income,8.55268567459664,Venezuela
1999,national,income,8.73770958795608,Venezuela
2001,national,income,8.40604269263876,Venezuela
2002,national,income,8.82277696612363,Venezuela
2003,national,income,8.35456302379782,Venezuela
2004,national,income,7.92845522260138,Venezuela
2005,national,income,10.26104560293382,Venezuela
2006,national,income,7.974340811845559,Venezuela
1992,national,consumption,5.90195374217885,Vietnam
1997,national,consumption,6.021313150925891,Vietnam
2002,national,consumption,5.86504124263788,Vietnam
2004,national,consumption,5.54334929594988,Vietnam
2006,national,consumption,5.487550612165959,Vietnam
2008,national,consumption,5.75848335288631,Vietnam
2010,national,consumption,7.669032710406711,Vietnam
2012,national,consumption,5.88972971086758,Vietnam
2014,national,consumption,5.60598748086076,Vietnam
2016,national,consumption,5.7978954566280505,Vietnam
2018,national,consumption,5.52335616360649,Vietnam
2020,national,consumption,6.00874927701374,Vietnam
2010,national,consumption,6.83304084584969,Vanuatu
2019,national,consumption,4.8414376466352405,Vanuatu
2002,national,consumption,7.91681792797018,Samoa
2008,national,consumption,8.114104764638821,Samoa
2013,national,consumption,7.40568387105325,Samoa
2003,national,consumption,3.55179591619685,Kosovo
2005,national,consumption,3.6620556482027595,Kosovo
2006,national,consumption,3.7712718207061497,Kosovo
2009,national,consumption,3.77529577374534,Kosovo
2010,national,consumption,3.9640348744933696,Kosovo
2011,national,consumption,3.33911459578419,Kosovo
2012,national,consumption,4.9687771586698,Kosovo
2013,national,consumption,4.180949945221,Kosovo
2014,national,consumption,3.7754039229618597,Kosovo
2015,national,consumption,3.4792406565212,Kosovo
2016,national,consumption,3.7705120968871997,Kosovo
2017,national,consumption,5.5498312835884,Kosovo
1998,national,consumption,5.45488285985374,Yemen
2005,national,consumption,7.2123111015343895,Yemen
2014,national,consumption,6.706304396617389,Yemen
1993,national,consumption,10.07059665174756,South Africa
2000,national,consumption,9.57442788818933,South Africa
2005,national,consumption,14.031736834050909,South Africa
2008,national,consumption,12.71595477347638,South Africa
2010,national,consumption,12.40424341448753,South Africa
2014,national,consumption,12.64004312432491,South Africa
1991,national,consumption,10.40478667327161,Zambia
1993,national,consumption,8.79515748621875,Zambia
1996,national,consumption,9.84309825216698,Zambia
1998,national,consumption,10.55122768925566,Zambia
2002,national,consumption,9.81089218744593,Zambia
2004,national,consumption,12.657528083631531,Zambia
2006,national,consumption,11.816373488623649,Zambia
2010,national,consumption,14.01640490114541,Zambia
2015,national,consumption,12.89354280774792,Zambia
2011,national,consumption,7.87919436642662,Zimbabwe
2017,national,consumption,8.752901974143871,Zimbabwe
2019,national,consumption,11.50320329822415,Zimbabwe
