,region,year,population
2721,W. Europe,1912,259842536
2722,W. Europe,1913,260093105
2723,W. Europe,1914,260350297
2724,W. Europe,1915,260614141
2725,W. Europe,1916,260884671
2726,W. Europe,1917,261161917
2727,W. Europe,1918,261441258
2728,W. Europe,1919,261939181
2729,W. Europe,1920,262679507
2730,W. Europe,1921,263601611
2731,W. Europe,1922,264771454
2732,W. Europe,1923,266170569
2733,W. Europe,1924,267589714
2734,W. Europe,1925,269028781
2735,W. Europe,1926,270487661
2736,W. Europe,1927,271966264
2737,W. Europe,1928,273464502
2738,W. Europe,1929,274992992
2739,W. Europe,1930,276574641
2740,W. Europe,1931,278135912
2741,W. Europe,1932,279748047
2742,W. Europe,1933,281385812
2743,W. Europe,1934,283037481
2744,W. Europe,1935,284703161
2745,W. Europe,1936,286382987
2746,W. Europe,1937,288077070
2747,W. Europe,1938,289785553
2748,W. Europe,1939,291388838
2749,W. Europe,1940,292913595
2750,W. Europe,1941,294276222
2751,W. Europe,1942,295558497
2752,W. Europe,1943,296731930
2753,W. Europe,1944,297915301
2754,W. Europe,1945,299108692
2755,W. Europe,1946,300312184
2756,W. Europe,1947,301525864
2757,W. Europe,1948,302749808
2758,W. Europe,1949,304148482
2759,W. Europe,1950,306120377
2760,W. Europe,1951,307585394
2761,W. Europe,1952,309152532
2762,W. Europe,1953,310991162
2763,W. Europe,1954,312915889
2764,W. Europe,1955,314789550
2765,W. Europe,1956,316679192
2766,W. Europe,1957,318657616
2767,W. Europe,1958,320814951
2768,W. Europe,1959,323124341
2769,W. Europe,1960,325448082
2770,W. Europe,1961,327924451
2771,W. Europe,1962,330595670
2772,W. Europe,1963,333282854
2773,W. Europe,1964,336110555
2774,W. Europe,1965,338925699
2775,W. Europe,1966,341599275
2776,W. Europe,1967,344212231
2777,W. Europe,1968,346588923
2778,W. Europe,1969,348673184
2779,W. Europe,1970,350561458
2780,W. Europe,1971,352551894
2781,W. Europe,1972,354668883
2782,W. Europe,1973,356566655
2783,W. Europe,1974,358274070
2784,W. Europe,1975,359711758
2785,W. Europe,1976,360871696
2786,W. Europe,1977,362020813
2787,W. Europe,1978,363141075
2788,W. Europe,1979,364211480
2789,W. Europe,1980,365431575
2790,W. Europe,1981,366604652
2791,W. Europe,1982,367548638
2792,W. Europe,1983,368368844
2793,W. Europe,1984,369179236
2794,W. Europe,1985,370051911
2795,W. Europe,1986,370986185
2796,W. Europe,1987,372072047
2797,W. Europe,1988,373297253
2798,W. Europe,1989,374589057
2799,W. Europe,1990,375932787
2800,W. Europe,1991,377390101
2801,W. Europe,1992,378935176
2802,W. Europe,1993,380382235
2803,W. Europe,1994,381676202
2804,W. Europe,1995,382871751
2805,W. Europe,1996,383998178
2806,W. Europe,1997,385125320
2807,W. Europe,1998,386242881
2808,W. Europe,1999,387354079
2809,W. Europe,2000,388542657
2810,W. Europe,2001,389811225
2811,W. Europe,2002,391446897
2812,W. Europe,2003,393511323
2813,W. Europe,2004,395772577
2814,W. Europe,2005,398047327
2815,W. Europe,2006,400303444
2816,W. Europe,2007,402878613
2817,W. Europe,2008,405494913
2818,W. Europe,2009,407653640
2819,W. Europe,2010,409518489
2820,W. Europe,2011,411298456
2821,W. Europe,2012,412876556
2822,W. Europe,2013,414181834
2823,W. Europe,2014,415438027
2824,W. Europe,2015,416722374
2825,W. Europe,2016,418043184
2826,W. Europe,2017,419384615
2827,W. Europe,2018,420686144
2828,W. Europe,2019,422048551
2829,W. Europe,2020,423006003
2830,W. Europe,2021,423552999
2831,W. Europe,2022,424001461
2832,W. Europe,2023,424353556
2833,W. Europe,2024,424713612
2834,W. Europe,2025,425029682
2835,W. Europe,2026,425302113
2836,W. Europe,2027,425527849
2837,W. Europe,2028,425707778
2838,W. Europe,2029,425842951
2839,W. Europe,2030,425929453
2840,W. Europe,2031,425974339
2841,W. Europe,2032,425979973
2842,W. Europe,2033,425941279
2843,W. Europe,2034,425855646
2844,W. Europe,2035,425720872
2845,W. Europe,2036,425538869
2846,W. Europe,2037,425315533
2847,W. Europe,2038,425052757
2848,W. Europe,2039,424746486
2849,W. Europe,2040,424395683
2850,W. Europe,2041,423998327
2851,W. Europe,2042,423552454
2852,W. Europe,2043,423056504
2853,W. Europe,2044,422506324
2854,W. Europe,2045,421901895
2855,W. Europe,2046,421239909
2856,W. Europe,2047,420517393
2857,W. Europe,2048,419733191
2858,W. Europe,2049,418884060
2859,W. Europe,2050,417970877
2860,W. Europe,2051,416997642
2861,W. Europe,2052,415966487
2862,W. Europe,2053,414877954
2863,W. Europe,2054,413740843
2864,W. Europe,2055,412559741
2865,W. Europe,2056,411338930
2866,W. Europe,2057,410091046
2867,W. Europe,2058,408822457
2868,W. Europe,2059,407539048
2869,W. Europe,2060,406252560
2870,W. Europe,2061,404971443
2871,W. Europe,2062,403699837
2872,W. Europe,2063,402446857
2873,W. Europe,2064,401218865
2874,W. Europe,2065,400016789
2875,W. Europe,2066,398839247
2876,W. Europe,2067,397686496
2877,W. Europe,2068,396563108
2878,W. Europe,2069,395470486
2879,W. Europe,2070,394404242
2880,W. Europe,2071,393362156
2881,W. Europe,2072,392344047
2882,W. Europe,2073,391346678
2883,W. Europe,2074,390367746
2884,W. Europe,2075,389403956
2885,W. Europe,2076,388452311
2886,W. Europe,2077,387510962
2887,W. Europe,2078,386576410
2888,W. Europe,2079,385649644
2889,W. Europe,2080,384730365
2890,W. Europe,2081,383812909
2891,W. Europe,2082,382897516
2892,W. Europe,2083,381988919
2893,W. Europe,2084,381086472
2894,W. Europe,2085,380188470
2895,W. Europe,2086,379296986
2896,W. Europe,2087,378413734
2897,W. Europe,2088,377540799
2898,W. Europe,2089,376680659
2899,W. Europe,2090,375834485
2900,W. Europe,2091,374999448
2901,W. Europe,2092,374175745
2902,W. Europe,2093,373368130
2903,W. Europe,2094,372574783
2904,W. Europe,2095,371792141
2905,W. Europe,2096,371021209
2906,W. Europe,2097,370258477
2907,W. Europe,2098,369505128
2908,W. Europe,2099,368762148
2909,W. Europe,2100,368022794
2910,W. Offshoots,-10000,501228
2911,W. Offshoots,-9000,529141
2912,W. Offshoots,-8000,560158
2913,W. Offshoots,-7000,594620
2914,W. Offshoots,-6000,632911
2915,W. Offshoots,-5000,675460
2916,W. Offshoots,-4000,722729
2917,W. Offshoots,-3000,775260
2918,W. Offshoots,-2000,833634
2919,W. Offshoots,-1000,898481
2920,W. Offshoots,0,970544
2921,W. Offshoots,100,1007011
2922,W. Offshoots,200,1045425
2923,W. Offshoots,300,1085893
2924,W. Offshoots,400,1128530
2925,W. Offshoots,500,1173487
2926,W. Offshoots,600,1220904
2927,W. Offshoots,700,1270951
2928,W. Offshoots,800,1323830
2929,W. Offshoots,900,1445726
2930,W. Offshoots,1000,1567760
2931,W. Offshoots,1100,1682004
2932,W. Offshoots,1200,1859618
2933,W. Offshoots,1300,2002869
2934,W. Offshoots,1400,2190981
2935,W. Offshoots,1500,2419694
2936,W. Offshoots,1600,1372502
2937,W. Offshoots,1700,1577085
2938,W. Offshoots,1710,2037835
2939,W. Offshoots,1720,2518682
2940,W. Offshoots,1730,3006485
2941,W. Offshoots,1740,3502584
2942,W. Offshoots,1750,4008659
2943,W. Offshoots,1760,4526700
2944,W. Offshoots,1770,5058990
2945,W. Offshoots,1780,5608409
2946,W. Offshoots,1790,6179058
2947,W. Offshoots,1800,6900000
2948,W. Offshoots,1801,7024560
2949,W. Offshoots,1802,7151954
2950,W. Offshoots,1803,7282223
2951,W. Offshoots,1804,7415413
2952,W. Offshoots,1805,7551571
2953,W. Offshoots,1806,7690747
2954,W. Offshoots,1807,7832989
2955,W. Offshoots,1808,7978348
2956,W. Offshoots,1809,8126877
2957,W. Offshoots,1810,8342258
2958,W. Offshoots,1811,8559776
2959,W. Offshoots,1812,8803592
2960,W. Offshoots,1813,9074909
2961,W. Offshoots,1814,9355198
2962,W. Offshoots,1815,9644741
2963,W. Offshoots,1816,9943822
2964,W. Offshoots,1817,10252739
2965,W. Offshoots,1818,10571799
2966,W. Offshoots,1819,10894216
2967,W. Offshoots,1820,11219885
2968,W. Offshoots,1821,11548692
2969,W. Offshoots,1822,11880520
2970,W. Offshoots,1823,12215239
2971,W. Offshoots,1824,12559821
2972,W. Offshoots,1825,12914558
2973,W. Offshoots,1826,13279749
2974,W. Offshoots,1827,13655705
2975,W. Offshoots,1828,14042746
2976,W. Offshoots,1829,14440626
2977,W. Offshoots,1830,14849663
2978,W. Offshoots,1831,15270189
2979,W. Offshoots,1832,15702530
2980,W. Offshoots,1833,16147034
2981,W. Offshoots,1834,16604619
2982,W. Offshoots,1835,17075662
2983,W. Offshoots,1836,17560551
2984,W. Offshoots,1837,18059684
2985,W. Offshoots,1838,18573473
2986,W. Offshoots,1839,19113790
2987,W. Offshoots,1840,19681694
2988,W. Offshoots,1841,20278290
2989,W. Offshoots,1842,20904716
2990,W. Offshoots,1843,21562162
2991,W. Offshoots,1844,22240419
2992,W. Offshoots,1845,22940146
2993,W. Offshoots,1846,23662032
2994,W. Offshoots,1847,24406780
2995,W. Offshoots,1848,25175122
2996,W. Offshoots,1849,25968937
2997,W. Offshoots,1850,26789345
2998,W. Offshoots,1851,27651154
2999,W. Offshoots,1852,28542831
3000,W. Offshoots,1853,29465758
3001,W. Offshoots,1854,30420280
3002,W. Offshoots,1855,31407617
3003,W. Offshoots,1856,32429046
3004,W. Offshoots,1857,33485902
3005,W. Offshoots,1858,34579588
3006,W. Offshoots,1859,35642505
3007,W. Offshoots,1860,36671839
3008,W. Offshoots,1861,37664607
3009,W. Offshoots,1862,38617655
3010,W. Offshoots,1863,39527638
3011,W. Offshoots,1864,40460175
3012,W. Offshoots,1865,41415873
3013,W. Offshoots,1866,42395361
3014,W. Offshoots,1867,43399289
3015,W. Offshoots,1868,44428329
3016,W. Offshoots,1869,45474904
3017,W. Offshoots,1870,46539149
3018,W. Offshoots,1871,47621186
3019,W. Offshoots,1872,48721123
3020,W. Offshoots,1873,49839059
3021,W. Offshoots,1874,50983363
3022,W. Offshoots,1875,52154688
3023,W. Offshoots,1876,53353706
3024,W. Offshoots,1877,54581101
3025,W. Offshoots,1878,55837582
3026,W. Offshoots,1879,57123872
3027,W. Offshoots,1880,58440701
3028,W. Offshoots,1881,59788810
3029,W. Offshoots,1882,61168957
3030,W. Offshoots,1883,62581910
3031,W. Offshoots,1884,64028458
3032,W. Offshoots,1885,65509414
3033,W. Offshoots,1886,67025618
3034,W. Offshoots,1887,68577925
3035,W. Offshoots,1888,70167216
3036,W. Offshoots,1889,71731059
3037,W. Offshoots,1890,73267535
3038,W. Offshoots,1891,74774652
3039,W. Offshoots,1892,76250341
3040,W. Offshoots,1893,77692454
3041,W. Offshoots,1894,79162234
3042,W. Offshoots,1895,80660215
3043,W. Offshoots,1896,82186942
3044,W. Offshoots,1897,83742969
3045,W. Offshoots,1898,85328865
3046,W. Offshoots,1899,86972873
3047,W. Offshoots,1900,88676662
3048,W. Offshoots,1901,90441941
3049,W. Offshoots,1902,92270466
3050,W. Offshoots,1903,94164039
3051,W. Offshoots,1904,96096850
3052,W. Offshoots,1905,98069720
3053,W. Offshoots,1906,100083488
3054,W. Offshoots,1907,102139015
3055,W. Offshoots,1908,104237173
3056,W. Offshoots,1909,106267713
3057,W. Offshoots,1910,108227448
3058,W. Offshoots,1911,110113098
3059,W. Offshoots,1912,111921287
3060,W. Offshoots,1913,113648538
3061,W. Offshoots,1914,115402706
3062,W. Offshoots,1915,117184210
3063,W. Offshoots,1916,118993486
3064,W. Offshoots,1917,120830972
3065,W. Offshoots,1918,122638572
3066,W. Offshoots,1919,124477453
3067,W. Offshoots,1920,126348096
3068,W. Offshoots,1921,128250985
3069,W. Offshoots,1922,130186614
3070,W. Offshoots,1923,132155482
3071,W. Offshoots,1924,134154307
3072,W. Offshoots,1925,136183549
3073,W. Offshoots,1926,138243670
3074,W. Offshoots,1927,140335149
3075,W. Offshoots,1928,142458461
3076,W. Offshoots,1929,144386543
3077,W. Offshoots,1930,146114755
3078,W. Offshoots,1931,147638375
3079,W. Offshoots,1932,148952593
3080,W. Offshoots,1933,150052520
3081,W. Offshoots,1934,151160728
3082,W. Offshoots,1935,152277281
3083,W. Offshoots,1936,153402242
3084,W. Offshoots,1937,154535679
3085,W. Offshoots,1938,155677655
3086,W. Offshoots,1939,157047536
3087,W. Offshoots,1940,158650161
3088,W. Offshoots,1941,160490461
3089,W. Offshoots,1942,162573441
3090,W. Offshoots,1943,164904193
3091,W. Offshoots,1944,167268598
3092,W. Offshoots,1945,169667149
3093,W. Offshoots,1946,172100340
3094,W. Offshoots,1947,174568678
3095,W. Offshoots,1948,177072673
3096,W. Offshoots,1949,179755697
3097,W. Offshoots,1950,172113400
3098,W. Offshoots,1951,175056136
3099,W. Offshoots,1952,178059218
3100,W. Offshoots,1953,181220859
3101,W. Offshoots,1954,184628773
3102,W. Offshoots,1955,188221197
3103,W. Offshoots,1956,191846610
3104,W. Offshoots,1957,195478686
3105,W. Offshoots,1958,199400204
3106,W. Offshoots,1959,203250214
3107,W. Offshoots,1960,206765773
3108,W. Offshoots,1961,210298529
3109,W. Offshoots,1962,213738416
3110,W. Offshoots,1963,217078295
3111,W. Offshoots,1964,220325966
3112,W. Offshoots,1965,223389849
3113,W. Offshoots,1966,226163255
3114,W. Offshoots,1967,228724791
3115,W. Offshoots,1968,231259040
3116,W. Offshoots,1969,233947976
3117,W. Offshoots,1970,237182022
3118,W. Offshoots,1971,240659334
3119,W. Offshoots,1972,243681817
3120,W. Offshoots,1973,246310755
3121,W. Offshoots,1974,248846596
3122,W. Offshoots,1975,251393093
3123,W. Offshoots,1976,253878047
3124,W. Offshoots,1977,256487255
3125,W. Offshoots,1978,259343243
3126,W. Offshoots,1979,262345284
3127,W. Offshoots,1980,265505023
3128,W. Offshoots,1981,268560456
3129,W. Offshoots,1982,271457107
3130,W. Offshoots,1983,274353610
3131,W. Offshoots,1984,277198187
3132,W. Offshoots,1985,280044141
3133,W. Offshoots,1986,282922832
3134,W. Offshoots,1987,285848754
3135,W. Offshoots,1988,288944782
3136,W. Offshoots,1989,292328843
3137,W. Offshoots,1990,296186324
3138,W. Offshoots,1991,300328652
3139,W. Offshoots,1992,304518040
3140,W. Offshoots,1993,308653181
3141,W. Offshoots,1994,312681173
3142,W. Offshoots,1995,316626891
3143,W. Offshoots,1996,320518518
3144,W. Offshoots,1997,324464283
3145,W. Offshoots,1998,328391537
3146,W. Offshoots,1999,332215732
3147,W. Offshoots,2000,335955110
3148,W. Offshoots,2001,339610997
3149,W. Offshoots,2002,343097064
3150,W. Offshoots,2003,346448228
3151,W. Offshoots,2004,349866017
3152,W. Offshoots,2005,353363084
3153,W. Offshoots,2006,356931970
3154,W. Offshoots,2007,360658177
3155,W. Offshoots,2008,364421565
3156,W. Offshoots,2009,368069734
3157,W. Offshoots,2010,371511775
3158,W. Offshoots,2011,374938450
3159,W. Offshoots,2012,378482761
3160,W. Offshoots,2013,382001293
3161,W. Offshoots,2014,385422344
3162,W. Offshoots,2015,388750727
3163,W. Offshoots,2016,392187534
3164,W. Offshoots,2017,395682165
3165,W. Offshoots,2018,398993048
3166,W. Offshoots,2019,402158465
3167,W. Offshoots,2020,404561902
3168,W. Offshoots,2021,406203468
3169,W. Offshoots,2022,408106883
3170,W. Offshoots,2023,410445079
3171,W. Offshoots,2024,412890906
3172,W. Offshoots,2025,415303591
3173,W. Offshoots,2026,417683144
3174,W. Offshoots,2027,420025684
3175,W. Offshoots,2028,422333480
3176,W. Offshoots,2029,424614496
3177,W. Offshoots,2030,426868986
3178,W. Offshoots,2031,429089216
3179,W. Offshoots,2032,431266436
3180,W. Offshoots,2033,433400384
3181,W. Offshoots,2034,435480375
3182,W. Offshoots,2035,437496688
3183,W. Offshoots,2036,439452539
3184,W. Offshoots,2037,441343080
3185,W. Offshoots,2038,443156638
3186,W. Offshoots,2039,444898759
3187,W. Offshoots,2040,446565720
3188,W. Offshoots,2041,448155630
3189,W. Offshoots,2042,449680945
3190,W. Offshoots,2043,451133696
3191,W. Offshoots,2044,452517571
3192,W. Offshoots,2045,453829418
3193,W. Offshoots,2046,455068571
3194,W. Offshoots,2047,456245169
3195,W. Offshoots,2048,457356749
3196,W. Offshoots,2049,458416379
3197,W. Offshoots,2050,459424707
3198,W. Offshoots,2051,460377646
3199,W. Offshoots,2052,461295871
3200,W. Offshoots,2053,462190807
3201,W. Offshoots,2054,463071001
3202,W. Offshoots,2055,463940465
3203,W. Offshoots,2056,464805301
3204,W. Offshoots,2057,465674431
3205,W. Offshoots,2058,466546144
3206,W. Offshoots,2059,467422335
3207,W. Offshoots,2060,468305723
3208,W. Offshoots,2061,469199437
3209,W. Offshoots,2062,470106748
3210,W. Offshoots,2063,471030880
3211,W. Offshoots,2064,471967866
3212,W. Offshoots,2065,472910355
3213,W. Offshoots,2066,473854688
3214,W. Offshoots,2067,474796460
3215,W. Offshoots,2068,475735562
3216,W. Offshoots,2069,476658857
3217,W. Offshoots,2070,477554203
3218,W. Offshoots,2071,478436307
3219,W. Offshoots,2072,479298862
3220,W. Offshoots,2073,480125826
3221,W. Offshoots,2074,480912725
3222,W. Offshoots,2075,481657452
3223,W. Offshoots,2076,482360158
3224,W. Offshoots,2077,483022346
3225,W. Offshoots,2078,483647579
3226,W. Offshoots,2079,484229243
3227,W. Offshoots,2080,484765782
3228,W. Offshoots,2081,485265398
3229,W. Offshoots,2082,485730540
3230,W. Offshoots,2083,486165403
3231,W. Offshoots,2084,486577150
3232,W. Offshoots,2085,486966167
3233,W. Offshoots,2086,487338637
3234,W. Offshoots,2087,487695066
3235,W. Offshoots,2088,488037874
3236,W. Offshoots,2089,488375980
3237,W. Offshoots,2090,488705147
3238,W. Offshoots,2091,489033444
3239,W. Offshoots,2092,489367842
3240,W. Offshoots,2093,489703056
3241,W. Offshoots,2094,490041289
3242,W. Offshoots,2095,490384543
3243,W. Offshoots,2096,490739961
3244,W. Offshoots,2097,491095456
3245,W. Offshoots,2098,491440003
3246,W. Offshoots,2099,491774754
3247,W. Offshoots,2100,492103667
3248,World,-10000,4432266
3249,World,-9000,5616996
3250,World,-8000,7242892
3251,World,-7000,9577918
3252,World,-6000,13201832
3253,World,-5000,19075771
3254,World,-4000,28774661
3255,World,-3000,44487162
3256,World,-2000,72586076
3257,World,-1000,110419521
3258,World,0,232123764
3259,World,100,236904172
3260,World,200,240611571
3261,World,300,227549847
3262,World,400,241539639
3263,World,500,253237316
3264,World,600,271478693
3265,World,700,278185334
3266,World,800,285713840
3267,World,900,310967715
3268,World,1000,323407571
3269,World,1100,397923813
3270,World,1200,444750779
3271,World,1300,456389076
3272,World,1400,442480757
3273,World,1500,503240579
3274,World,1600,516611143
3275,World,1700,592706493
3276,World,1710,613189754
3277,World,1720,642718425
3278,World,1730,664743714
3279,World,1740,695347041
3280,World,1750,745664504
3281,World,1760,779892249
3282,World,1770,818828314
3283,World,1780,891049119
3284,World,1790,931578147
3285,World,1800,985344828
3286,World,1801,987628322
3287,World,1802,991098738
3288,World,1803,994610260
3289,World,1804,998163240
3290,World,1805,1001758044
3291,World,1806,1005395067
3292,World,1807,1009074742
3293,World,1808,1012797513
3294,World,1809,1016563866
3295,World,1810,1022630209
3296,World,1811,1027487469
3297,World,1812,1033636618
3298,World,1813,1040443689
3299,World,1814,1047427292
3300,World,1815,1054586106
3301,World,1816,1061924513
3302,World,1817,1069447070
3303,World,1818,1077158552
3304,World,1819,1084757875
3305,World,1820,1093425440
3306,World,1821,1099331577
3307,World,1822,1106263783
3308,World,1823,1113514792
3309,World,1824,1120876169
3310,World,1825,1128342960
3311,World,1826,1135961188
3312,World,1827,1143684846
3313,World,1828,1151515422
3314,World,1829,1158898384
3315,World,1830,1166619866
3316,World,1831,1172266726
3317,World,1832,1178216298
3318,World,1833,1183684120
3319,World,1834,1189202983
3320,World,1835,1194812021
3321,World,1836,1200422586
3322,World,1837,1206132721
3323,World,1838,1211908617
3324,World,1839,1217625799
3325,World,1840,1224118700
3326,World,1841,1228828189
3327,World,1842,1234333753
3328,World,1843,1239880237
3329,World,1844,1245319917
3330,World,1845,1250936428
3331,World,1846,1256637463
3332,World,1847,1262424720
3333,World,1848,1268300005
3334,World,1849,1273394934
3335,World,1850,1278811177
3336,World,1851,1281055111
3337,World,1852,1283605123
3338,World,1853,1285405357
3339,World,1854,1287324163
3340,World,1855,1289344086
3341,World,1856,1291485555
3342,World,1857,1293743896
3343,World,1858,1296120810
3344,World,1859,1298874784
3345,World,1860,1303240270
3346,World,1861,1305509671
3347,World,1862,1309347024
3348,World,1863,1313556287
3349,World,1864,1317850567
3350,World,1865,1322223328
3351,World,1866,1326674072
3352,World,1867,1331210602
3353,World,1868,1335831902
3354,World,1869,1341040002
3355,World,1870,1348154278
3356,World,1871,1353210847
3357,World,1872,1360191149
3358,World,1873,1367778454
3359,World,1874,1375441175
3360,World,1875,1383207445
3361,World,1876,1391057502
3362,World,1877,1398962396
3363,World,1878,1406939006
3364,World,1879,1415456507
3365,World,1880,1425998659
3366,World,1881,1434278344
3367,World,1882,1444559322
3368,World,1883,1455464560
3369,World,1884,1466507494
3370,World,1885,1477746963
3371,World,1886,1489095893
3372,World,1887,1500609770
3373,World,1888,1512259811
3374,World,1889,1523683199
3375,World,1890,1536461994
3376,World,1891,1545880588
3377,World,1892,1556562451
3378,World,1893,1567026235
3379,World,1894,1577633469
3380,World,1895,1588397643
3381,World,1896,1599255683
3382,World,1897,1610265238
3383,World,1898,1621405678
3384,World,1899,1633219852
3385,World,1900,1647518056
3386,World,1901,1658821843
3387,World,1902,1672572582
3388,World,1903,1687012805
3389,World,1904,1701647404
3390,World,1905,1716473051
3391,World,1906,1731503284
3392,World,1907,1746736854
3393,World,1908,1762200207
3394,World,1909,1777067748
3395,World,1910,1793411600
3396,World,1911,1804963084
3397,World,1912,1817990952
3398,World,1913,1830461187
3399,World,1914,1843131589
3400,World,1915,1855949027
3401,World,1916,1868860304
3402,World,1917,1881853176
3403,World,1918,1895037042
3404,World,1919,1909044309
3405,World,1920,1926315432
3406,World,1921,1939631426
3407,World,1922,1955971631
3408,World,1923,1973057174
3409,World,1924,1990416385
3410,World,1925,2008052088
3411,World,1926,2025991381
3412,World,1927,2044254070
3413,World,1928,2062543972
3414,World,1929,2081683468
3415,World,1930,2104086387
3416,World,1931,2122248786
3417,World,1932,2143517525
3418,World,1933,2165540428
3419,World,1934,2187836793
3420,World,1935,2210412972
3421,World,1936,2233423401
3422,World,1937,2256841866
3423,World,1938,2280342907
3424,World,1939,2303127438
3425,World,1940,2327754744
3426,World,1941,2344788534
3427,World,1942,2363887111
3428,World,1943,2381765639
3429,World,1944,2399659920
3430,World,1945,2417427700
3431,World,1946,2435115102
3432,World,1947,2454045831
3433,World,1948,2474648090
3434,World,1949,2500821769
3435,World,1950,2499322112
3436,World,1951,2543130368
3437,World,1952,2590270976
3438,World,1953,2640278784
3439,World,1954,2691979264
3440,World,1955,2746072064
3441,World,1956,2801002752
3442,World,1957,2857866752
3443,World,1958,2916108032
3444,World,1959,2970292224
3445,World,1960,3019233536
3446,World,1961,3068370688
3447,World,1962,3126686720
3448,World,1963,3195779328
3449,World,1964,3267212288
3450,World,1965,3337112064
3451,World,1966,3406416896
3452,World,1967,3475448064
3453,World,1968,3546810880
3454,World,1969,3620655360
3455,World,1970,3695390208
3456,World,1971,3770163200
3457,World,1972,3844800768
3458,World,1973,3920251392
3459,World,1974,3995516928
3460,World,1975,4069437184
3461,World,1976,4142505728
3462,World,1977,4215772416
3463,World,1978,4289657600
3464,World,1979,4365582848
3465,World,1980,4444007936
3466,World,1981,4524627456
3467,World,1982,4607984640
3468,World,1983,4691884032
3469,World,1984,4775836160
3470,World,1985,4861730816
3471,World,1986,4950063104
3472,World,1987,5040984576
3473,World,1988,5132294144
3474,World,1989,5223704064
3475,World,1990,5316175872
3476,World,1991,5406245888
3477,World,1992,5492686336
3478,World,1993,5577433600
3479,World,1994,5660727808
3480,World,1995,5743219712
3481,World,1996,5825145344
3482,World,1997,5906481152
3483,World,1998,5987312640
3484,World,1999,6067758592
3485,World,2000,6148898816
3486,World,2001,6230747136
3487,World,2002,6312407552
3488,World,2003,6393898496
3489,World,2004,6475751424
3490,World,2005,6558176256
3491,World,2006,6641416192
3492,World,2007,6725948416
3493,World,2008,6811597312
3494,World,2009,6898306048
3495,World,2010,6985603072
3496,World,2011,7073125376
3497,World,2012,7161697792
3498,World,2013,7250593280
3499,World,2014,7339013632
3500,World,2015,7426597376
3501,World,2016,7513474048
3502,World,2017,7599822336
3503,World,2018,7683789824
3504,World,2019,7764951040
3505,World,2020,7840952832
3506,World,2021,7909295104
3507,World,2022,7975105024
3508,World,2023,8045311488
3509,World,2024,8118835712
3510,World,2025,8191988224
3511,World,2026,8264364544
3512,World,2027,8335977472
3513,World,2028,8406829056
3514,World,2029,8476889600
3515,World,2030,8546141184
3516,World,2031,8614533120
3517,World,2032,8682091520
3518,World,2033,8748798976
3519,World,2034,8814575616
3520,World,2035,8879397888
3521,World,2036,8943206400
3522,World,2037,9006026752
3523,World,2038,9067888640
3524,World,2039,9128660992
3525,World,2040,9188250624
3526,World,2041,9246672896
3527,World,2042,9303897088
3528,World,2043,9359836160
3529,World,2044,9414408192
3530,World,2045,9467543552
3531,World,2046,9519191040
3532,World,2047,9569298432
3533,World,2048,9617774592
3534,World,2049,9664516096
3535,World,2050,9709492224
3536,World,2051,9752656896
3537,World,2052,9794102272
3538,World,2053,9833861120
3539,World,2054,9871900672
3540,World,2055,9908304896
3541,World,2056,9943122944
3542,World,2057,9976439808
3543,World,2058,10008309760
3544,World,2059,10038706176
3545,World,2060,10067733504
3546,World,2061,10095572992
3547,World,2062,10122307584
3548,World,2063,10147949568
3549,World,2064,10172513280
3550,World,2065,10195964928
3551,World,2066,10218272768
3552,World,2067,10239584256
3553,World,2068,10259872768
3554,World,2069,10279074816
3555,World,2070,10297166848
3556,World,2071,10314142720
3557,World,2072,10330059776
3558,World,2073,10344891392
3559,World,2074,10358552576
3560,World,2075,10370994176
3561,World,2076,10382180352
3562,World,2077,10392082432
3563,World,2078,10400749568
3564,World,2079,10408266752
3565,World,2080,10414637056
3566,World,2081,10419851264
3567,World,2082,10424023040
3568,World,2083,10427226112
3569,World,2084,10429447168
3570,World,2085,10430679040
3571,World,2086,10430925824
3572,World,2087,10430267392
3573,World,2088,10428830720
3574,World,2089,10426601472
3575,World,2090,10423540736
3576,World,2091,10419647488
3577,World,2092,10414959616
3578,World,2093,10409491456
3579,World,2094,10403271680
3580,World,2095,10396305408
3581,World,2096,10388516864
3582,World,2097,10379888640
3583,World,2098,10370445312
3584,World,2099,10360269824
3585,World,2100,10349323264
