country,issue,id,value,value_formatted,start_date_formatted,description,end_date_formatted
Solomon Islands,marriage,15,Not legal,Not legal,"July 7, 1978",Homosexual activity is illegal in the Solomon Islands.,
Solomon Islands,censorship,56,No censorship,No censorship,,"In Solomon Islands, there are no laws restricting the discussion or promotion of LGBTQ+ topics.",
Solomon Islands,changing-gender,22,Illegal,Illegal,,There is no legal process for individuals to update their gender markers on identity documents.,
Solomon Islands,non-binary-gender-recognition,,,,,,
Solomon Islands,discrimination,20,No protections,No protections,"July 7, 1978",Homosexual activity is illegal in the Solomon Islands.,
Solomon Islands,employment-discrimination,43,No protections,No protections,,No protections in employment.,
Solomon Islands,housing-discrimination,47,No protections,No protections,"July 7, 1978",Homosexuality is illegal there.,
Solomon Islands,adoption,5,Single only,Single only,,No other laws in place.,
Solomon Islands,military,,na,N/A,,Solomon Islands has no military,
Solomon Islands,blood,25,Legal,Legal,,According to the Solomon Islands Red Cross.,
Solomon Islands,conversion-therapy,49,Not banned,Not banned,,Unknown.,
Solomon Islands,age-of-consent,,na,N/A,"July 7, 1978",Homosexual activity is illegal in the Solomon Islands.,
Somalia,homosexuality,35,Illegal (death penalty as punishment),Illegal (death penalty as punishment),"January 1, 1991","Article 409 of the Somali Penal Code, 1973, mentions that sexual intercourse with a partner of same sex is punishable, and may result in an imprisonment for 3 months to 3 years, but in an Autonomous Region of Somaliland in the Northwest , Homosexuality Is punishable by up to death. In some southern regions of Somalia under Al Shabab rule , any Homosexual acts can also be punished with death Penalty under local sharia laws. In the southern state of Jubaland , homosexuality is also punishable with the death penalty. In 2013, the parliament of Somalia stipulates that homosexual acts could receive the death Penalty by its Sharia Code of interpretation enacted by Local laws. Vigilante Executions , beating , death sentences , tortures are also common. ",
Somalia,marriage,15,Not legal,Not legal,,Homosexuality is not legal in Somalia.,
Somalia,censorship,,na,N/A,,Unknown.No rules at present. ,
Somalia,changing-gender,22,Illegal,Illegal,,Legally no way to change gender. Crossdressing is illegal in the Sharia ruled controlled territories. ,
Somalia,non-binary-gender-recognition,,ambiguous,Ambiguous,"July 1, 1960",Does not appear to be option on legal documents and information regarding the status is little to none. ,
Somalia,discrimination,20,No protections,No protections,"December 16, 1962",Government just formed. One of the many countries that do not put on pride parade. As well the intense discrimination which make it impossible to improve conditions in Somalia or Somaliland.,
Somalia,employment-discrimination,43,No protections,No protections,"December 16, 1962",,
Somalia,housing-discrimination,47,No protections,No protections,"December 16, 1962",,
Somalia,adoption,5,Single only,Single only,,No laws in place for same sex couples.,
Somalia,military,18,Illegal,Illegal,,LGBT people are currently banned from serving here.,
Somalia,blood,,ambiguous,Ambiguous,,Unknown as homosexuality is illegal.,
Somalia,conversion-therapy,49,Not banned,Not banned,,Widely Performed.,
Somalia,age-of-consent,,na,N/A,,Homosexuality is illegal.,
South Africa,homosexuality,1,Legal,Legal,"October 9, 1998","While it remained illegal until the court gave its ruling on 9 October 1998, the 1998 ruling was ordered to be retroactively applied to 27 April 1994.",
South Africa,marriage,8,Legal,Legal,"November 30, 2006",,
South Africa,censorship,56,No censorship,No censorship,,"In South Africa, there are no laws restricting the discussion or promotion of LGBTQ+ topics.",
South Africa,changing-gender,51,"Legal, but requires surgery","Legal, but requires surgery","March 15, 2004",Medical OR surgical treatment required to change legal gender.,
South Africa,non-binary-gender-recognition,57,Recognized,Recognized,"January 1, 2021","Non-Binary people will now have access to a 3rd gender option in government documents, should come into effect shortly.",
South Africa,discrimination,19,Illegal,Illegal,"May 8, 1996",,
South Africa,employment-discrimination,42,Sexual orientation and gender identity,Sexual orientation and gender identity,"January 1, 1996","prohibition can be found in the Constitution (since 1994) and also in the Labour Relations Act of 1995, in force 11 <br />
November 1996 (http://www.info.gov.za/view/DownloadFileAction?id=70985); in the Employment Equity Act of 1998 (www.<br />
info.gov.za/view/DownloadFileAction?id=70714; and in the Promotion of Equality and Prevention of Unfair Discrimination <br />
Act of 2000 (www.info.gov.za/view/DownloadFileAction?id=68207)",
South Africa,housing-discrimination,45,Sexual orientation and gender identity,Sexual orientation and gender identity,"February 4, 1997",Discrimination (including by private parties) prohibited by sec. 9 of the Constitution of 1996. Discrimination in rental housing specifically prohibited by sec. 4 of the Rental Housing Act 50 of 1999. Discrimination in all areas (including housing) prohibited by sec. 6 of the Promotion of Equality and Prevention of Unfair Discrimination Act 4 of 2000. Gender identity is not specifically mentioned but is included by case law.,
South Africa,adoption,3,Legal,Legal,"April 1, 2010",Made officially legal through the Consolidated Children's Act of 2010,
South Africa,military,16,Legal,Legal,"May 8, 1996",,
South Africa,blood,25,Legal,Legal,"January 1, 2014","Newer law has been passed. As of 20/05/2014 South African National Blood Service (SANBS) will accept donations from anyone as long as they have been in a monogamous relationship for the prior six months, or celibate - regardless of sexual orientation.  Donors will be asked about sexual history rather than sexual orientation.  Six month deferral instead applies to everyone with new sexual partners.",
South Africa,conversion-therapy,49,Not banned,Not banned,,"There's no evidence that conversation therapy is practiced in South Africa, despite this, conversion therapy is believed to be performed.",
South Africa,age-of-consent,27,Equal,Equal,"December 14, 2007",,
South Georgia and the South Sandwich Islands,homosexuality,1,Legal,Legal,"January 1, 2001",,
South Georgia and the South Sandwich Islands,marriage,8,Legal,Legal,,Country legalize gay marriage in 2014.,
South Georgia and the South Sandwich Islands,censorship,56,No censorship,No censorship,,"In South Georgia and the South Sandwich Islands, there are no laws restricting the discussion or promotion of LGBTQ+ topics.",
South Georgia and the South Sandwich Islands,changing-gender,21,"Legal, surgery not required","Legal, surgery not required",,,
South Georgia and the South Sandwich Islands,non-binary-gender-recognition,,,,,,
South Georgia and the South Sandwich Islands,discrimination,19,Illegal,Illegal,,,
South Georgia and the South Sandwich Islands,employment-discrimination,42,Sexual orientation and gender identity,Sexual orientation and gender identity,,,
South Georgia and the South Sandwich Islands,housing-discrimination,45,Sexual orientation and gender identity,Sexual orientation and gender identity,,,
South Georgia and the South Sandwich Islands,adoption,3,Legal,Legal,,,
South Georgia and the South Sandwich Islands,military,16,Legal,Legal,"January 12, 2000",United Kingdom responsible for defence.,
South Georgia and the South Sandwich Islands,blood,25,Legal,Legal,,No restrictions on donating blood.,
South Georgia and the South Sandwich Islands,conversion-therapy,49,Not banned,Not banned,,Not criminalized anywhere in the United Kingdom.,
South Georgia and the South Sandwich Islands,age-of-consent,27,Equal,Equal,"January 1, 2001",,
South Sudan,homosexuality,37,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),"July 9, 2011",Up to 10-14 years in prison and a fine. Not enforced.,
South Sudan,marriage,15,Not legal,Not legal,"July 8, 2011","As homosexuality is a punishable offense, same sex marriage is also not legal",
South Sudan,censorship,56,No censorship,No censorship,,"In South Sudan, there are no laws restricting the discussion or promotion of LGBTQ+ topics.",
South Sudan,changing-gender,22,Illegal,Illegal,,Legally no way to change gender and crossdressing is illegal. ,
South Sudan,non-binary-gender-recognition,,,,,,
South Sudan,discrimination,20,No protections,No protections,"July 9, 2011",No protection is granted as homosexuality is illegal,
South Sudan,employment-discrimination,43,No protections,No protections,"July 9, 2011",LGBT community is taboo.,
South Sudan,housing-discrimination,47,No protections,No protections,"July 9, 2011",,
South Sudan,adoption,5,Single only,Single only,,According to the adoption agency. No laws in place for same sex couples.,
South Sudan,military,18,Illegal,Illegal,"July 9, 2011",No protection granted as homosexuality is illegal,
South Sudan,blood,25,Legal,Legal,,In all of Africa.,
South Sudan,conversion-therapy,49,Not banned,Not banned,,nO LAWS BANNING IT.,
South Sudan,age-of-consent,,na,N/A,,Homosexuality is currently illegal.,
Spain,homosexuality,1,Legal,Legal,"January 1, 1979",In 1979 Adolfo Suárez Government reversed the previous prohibitions on same sex activity. The 1970 Law on Danger and Social Rehabilitation remained active until 1995 but was unenforced after Spain adopted democracy.,
Spain,marriage,8,Legal,Legal,"July 3, 2005","In July of 2005, Spain became the third country in the world to legalize gay marriage, following the Netherlands and Belgium. The law, which was passed by the Spanish parliament and signed into law by Prime Minister José Luis Rodríguez Zapatero, also allows same-sex couples to adopt children.",
Spain,censorship,56,No censorship,No censorship,,"In Spain, there are no laws restricting to discussion or promotion of LGBTQ+ topics.",
Spain,changing-gender,21,"Legal, surgery not required","Legal, surgery not required","December 22, 2022","On December 22, 2022, the Spanish Congress approves a ""Trans Law""<br />
<br />
If the law is approved, this point marks that reports or evidence will no longer be needed for a person to make an official registration change of their gender identity. According to the General Directorate of Sexual Diversity and Rights, this can be done ""through a system of double appearance, without medical or judicial protection.""<br />
",
Spain,non-binary-gender-recognition,59,Intersex only,Intersex only,"December 22, 2022","The trans law mentions that when registering the birth of the intersex newborn, the mention of the sex can be blank for a maximum period of one year (it also prohibits surgeries for intersex people up to 12 years of age).<br />
This recognizes the rights of Intersex people, but there is still no recognition of any non-binary identity in official documents.",
Spain,discrimination,19,Illegal,Illegal,"November 23, 1995",Art. 22.4 criminal code. In the current penal code is considered an aggravating.,
Spain,employment-discrimination,42,Sexual orientation and gender identity,Sexual orientation and gender identity,"June 30, 2022","Spanish law prohibits discrimination on the basis of sexual orientation, gender identity, HIV status, and ""any other personal or social condition or circumstance.” in employment and provision of goods and services. A comprehensive anti-discrimination bill, called the Zerolo Law, was passed by the Cortes Generales on 30 June 2022.",
Spain,housing-discrimination,45,Sexual orientation and gender identity,Sexual orientation and gender identity,"November 23, 1995",,
Spain,adoption,3,Legal,Legal,"July 3, 2005",Included in equal marriage legislation,
Spain,military,16,Legal,Legal,"November 4, 1977","As of 2009, the courts also ruled that transgender individuals are also permitted to serve in the military.",
Spain,blood,25,Legal,Legal,"June 11, 1976","* \""From\"" date taken from earliest recorded specific legislation on the matter. MSM is not contemplated as a criterion for exclusion. <br />
<br />
Information regarding blood donation by MSM during the Franco dictatorship is unknown, but was probably outlawed along with the practice of homosexuality. No specific legal texts from that historical time period address the issue.",
Spain,conversion-therapy,48,Banned,Banned,"December 22, 2022","Trans law prohibits conversion therapy intended to change sexual orientation, gender identity or expression.",
Spain,age-of-consent,27,Equal,Equal,"November 23, 1995",Actually the criminal code in Spain is under review in order to increase the age of consent.  ,
Sri Lanka,homosexuality,37,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),"January 1, 1885","Homosexuality is criminalized in Sri Lanka under Section 365 of the 1883 Penal Code inherited from British colonial rule. ""Voluntary carnal intercourse against the order of nature"" by both men and women is punishable by up to 10 years in prison.<br />
<br />
Human Rights Watch and Equal Ground have found evidence of these laws continuing to be enforced by police as of 2020.<br />
<br />
Sri Lanka is an independent nation, as such, India's 2018 Supreme Court decision to decriminalize same-sex relationships and make a similar law unenforceable does not apply.",
Sri Lanka,marriage,15,Not legal,Not legal,"January 1, 1885",Homosexual activity is not legal in Sri Lanka.,
Sri Lanka,censorship,56,No censorship,No censorship,,"In Sri Lanka, there are no laws restricting the discussion or promotion of LGBTQ+ topics.",
Sri Lanka,changing-gender,51,"Legal, but requires surgery","Legal, but requires surgery","July 4, 2010","Legally permitted, but onerous process requiring medical intervention and vetting.<br />
<br />
Despite being legal, there are many cases where men and women got arrested for living a life as a opposite gender.",
Sri Lanka,non-binary-gender-recognition,58,Not legally recognized,Not legally recognized,,No recognition of third gender.,
Sri Lanka,discrimination,20,No protections,No protections,"October 8, 2014","The government of Sri Lanka claimed to the United Nations Human Rights Committee on 7–8 October 2014 that they think sexual minorities should be protected under existing generic anti-discrimination laws provided in the Constitution.[22] The government of Sri Lanka stated that such protections were ""'implicit'"" in the Sri Lankan constitution and that the government has not written a law giving 'explicit' rights yet"".",
Sri Lanka,employment-discrimination,42,Sexual orientation and gender identity,Sexual orientation and gender identity,"January 1, 2017",Since 2017,
Sri Lanka,housing-discrimination,45,Sexual orientation and gender identity,Sexual orientation and gender identity,"January 1, 2017",Homosexuality is illegal there.,
Sri Lanka,adoption,7,Illegal,Illegal,"October 1, 2017","Missing laws for joint adoption, step child adoption.",
Sri Lanka,military,18,Illegal,Illegal,,According to Wikipedia.,
Sri Lanka,blood,26,Banned (indefinite deferral),Banned (indefinite deferral),,Banned in Sri Lanka.,
Sri Lanka,conversion-therapy,49,Not banned,Not banned,,Some clinics are promoting this. As well homosexuality is currently illegal.,
Sri Lanka,age-of-consent,,na,N/A,,Same-sex sexual activity is illegal.,
Sudan,homosexuality,36,Illegal (up to life in prison as punishment),Illegal (up to life in prison as punishment),"July 1, 2020",5 years in prison for the first offense. Third time offenders are punishable by life in prison.,
Sudan,marriage,15,Not legal,Not legal,"February 1, 1991",Homosexuality is not legal in Sudan.,
Sudan,censorship,56,No censorship,No censorship,,No laws in place in Sudan . ,
Sudan,changing-gender,,ambiguous,Ambiguous,,No laws in place.,
Sudan,non-binary-gender-recognition,,,,,,
Sudan,discrimination,20,No protections,No protections,"January 1, 1956",,
Sudan,employment-discrimination,43,No protections,No protections,"January 1, 1956",Homosexuality is illegal there.,
Sudan,housing-discrimination,47,No protections,No protections,"January 1, 1956",Homosexuality is illegal there.,
Sudan,adoption,5,Single only,Single only,,No restrictions. however no laws in place for same sex couples.,
Sudan,military,18,Illegal,Illegal,,"Mandatory military service does not equate tolerance for open homosexuality, nor does it account for a system of 'filtering' LGBT concerns.",
Sudan,blood,,,,,,
Sudan,conversion-therapy,49,Not banned,Not banned,,"According to the ILGA World, there's no ban on conversion therapy in Sudan.",
Sudan,age-of-consent,,na,N/A,,Homosexuality is illegal in Sudan.,
Suriname,homosexuality,1,Legal,Legal,"October 14, 1910",,
Suriname,marriage,13,Unrecognized,Unrecognized,"February 1, 2023",The Constitutional Court of Suriname refused to recognize marriage of same-sex couple which was performed in Argentina. The court ruled that the ban on same-sex marriage does not violate the constitution or Suriname's obligations under the Interamerican Convention on Human Rights.,
Suriname,censorship,56,No censorship,No censorship,,"In Suriname, there are no laws restricting the discussion or promotion of LGBTQ+ topics.",
Suriname,changing-gender,22,Illegal,Illegal,,Court Decision Pending.,
Suriname,non-binary-gender-recognition,58,Not legally recognized,Not legally recognized,,It's not possible to change legal gender in Suriname.,
Suriname,discrimination,32,Illegal in some contexts,Illegal in some contexts,"January 1, 2015","In 2015, Articles 175(a) and 176 of the Criminal Code (1911) were amended by S.B. 2015 No. 44 to criminalise incitement to hatred based on sexual orientation per Article 175, which includes the list of prohibited grounds.",
Suriname,employment-discrimination,42,Sexual orientation and gender identity,Sexual orientation and gender identity,"November 25, 1975",According to wikiwand.com,
Suriname,housing-discrimination,45,Sexual orientation and gender identity,Sexual orientation and gender identity,"November 25, 1975",since 2017,
Suriname,adoption,5,Single only,Single only,,No other laws in place.,
Suriname,military,16,Legal,Legal,,No known prohibitions or special policies in the military.,
Suriname,blood,25,Legal,Legal,,,
Suriname,conversion-therapy,49,Not banned,Not banned,,Not criminalized.,
Suriname,age-of-consent,28,Unequal,Unequal,"January 1, 1869",One of the three places in South America  that has the unequal age of consent.,
Sweden,homosexuality,1,Legal,Legal,"July 1, 1944",Homosexual activity has been legal in Sweden since 1944.,
Sweden,marriage,8,Legal,Legal,"May 1, 2009",Sweden becomes the seventh country to legalize same-sex marriage.,
Sweden,censorship,56,No censorship,No censorship,,"In Sweden, there are no laws restricting the discussion or promotion of LGBTQ+ topics.",
Sweden,changing-gender,21,"Legal, surgery not required","Legal, surgery not required","January 10, 2013",A psychiatric or psychological evaluation and diagnosis is required.,
Sweden,non-binary-gender-recognition,58,Not legally recognized,Not legally recognized,,"Sweden does not recognize a third or non-binary gender option, however introducing such has been proposed.",
Sweden,discrimination,19,Illegal,Illegal,"January 1, 2009","The Penal Code has prohibited discrimination against homosexual men, lesbians, and bisexuals since 1987. <br />
A new, consolidated anti-discrimination code (Discrimination Act 2008:567) was added to in 2008 and went into effect on January 1, 2009, which includes transgender identity or expression.",
Sweden,employment-discrimination,42,Sexual orientation and gender identity,Sexual orientation and gender identity,"January 1, 1999","Employment discimination due to sexual orientation (1999), change of legal gender (1996), crossgender identity and expression (2009) are illegal.",
Sweden,housing-discrimination,45,Sexual orientation and gender identity,Sexual orientation and gender identity,"January 1, 2009","Housing discimination due to sexual orientation, change of legal gender, crossgender identity and expression are illegal. (I am unsure if it was illegal due to legal gender change and sexual orientation before 2009.)",
Sweden,adoption,3,Legal,Legal,"June 6, 2002",,
Sweden,military,16,Legal,Legal,"January 1, 2009","Protection against discrimination in the Swedish Armed Forces is explicitly stated.<br />
<br />
In 2015, Sweden even ran a campaign encouraging LGBT people to serve openly. The campaign featured a poster of an individual in camouflage with a rainbow flag badge on her arm, with the headline, ""some things you should not have to camouflage.""<br />
<br />
The poster read, ""Equality is an essential ingredient in a democracy. In the military, we treat them with respect and see the differences of others as a fortress. We are an inclusive organisation where all the people who serve and contribute feel welcome and respected.""",
Sweden,blood,41,Banned (6-month deferral),Banned (6-month deferral),"May 1, 2021",A proposal was made for a 6-month deferral for MSMs by the Swedish National Board of Health and Welfare as early as 2006.,
Sweden,conversion-therapy,49,Not banned,Not banned,,"While Conversion Therapy is not banned,many protesters have demanded it should be and the Swedish Government have investigated it",
Sweden,age-of-consent,27,Equal,Equal,"January 1, 1978",Age of consent are 15 regardless of sexual orientation.,
Switzerland,homosexuality,1,Legal,Legal,"June 21, 1991",Homosexual acts were not mentioned anymore in the revision of the Penal Code of 1991. Therefore the age of consent was lowered to 16 years old for all consenting sexual intercourse.,
Switzerland,marriage,8,Legal,Legal,"July 1, 2022",Switzerland approved same-sex marriage with a national referendum.,
Switzerland,censorship,56,No censorship,No censorship,,"In Switzerland, there are no laws restricting the discussion or promotion of LGBTQ+ topics.",
Switzerland,changing-gender,21,"Legal, surgery not required","Legal, surgery not required",,"Change of sex is legal though there are now specific laws concerning the matter. In 1993, the Federal Supreme Court of Switzerland stated that a change of sex should be ""irreversible""; many judges interpreted it as the person had to go under surgery. In 2012, the Federal Department of Justice and Police via its Federal Office for Civil Registration released a statement about how transsexualism should be handled by cantonal Register offices. The FOCR stated that the Judges and Authorities should cease to oblige a person to go through forced sterilisation in order to have their sex change recognised. Furthermore, a person is granted to choose his or her gender according to his or her social gender and not anymore according to his or her biological gender.",
Switzerland,non-binary-gender-recognition,58,Not legally recognized,Not legally recognized,,Switzerland does not currently legally recognize non-binary identities.,
Switzerland,discrimination,32,Illegal in some contexts,Illegal in some contexts,"July 1, 2020",Discrimination is only illegal for sexual orientation and not gender identity.,
Switzerland,employment-discrimination,42,Sexual orientation and gender identity,Sexual orientation and gender identity,"April 18, 1999",Article 8 of the Constitution ,
Switzerland,housing-discrimination,45,Sexual orientation and gender identity,Sexual orientation and gender identity,"April 18, 1999",,
Switzerland,adoption,3,Legal,Legal,"September 26, 2021",The new law of same sex marriage for Switzerland also guarantees adoption rights for same sex couples.,
Switzerland,military,16,Legal,Legal,"May 17, 1992",Code pénal suisse. Code pénal militaire (Infraction contre l'intégrité sexuelle): Modification du 21 juin 1991 pp 63-78,
Switzerland,blood,40,Banned (1-year deferral),Banned (1-year deferral),"November 29, 2017","In early May 2017, the National Council approved a motion calling on all restrictions on gay and bisexual men donating blood to be lifted. According to the National Council, only risky behaviour should be a factor for blood donation, not one's sexual orientation. The motion, introduced by the Conservative Democrats, was approved 97–89.[66] However, this was rejected by the Council of States on 29 November 2017.[67] The 1 year deferral period for gay and bisexual men donating blood therefore remains in place.",
Switzerland,conversion-therapy,48,Banned,Banned,"March 13, 2016","In 2016, Conservative Democrat MP Rosmarie Quadranti requested the Swiss Federal Government to undertake measures to outlaw conversion therapy on LGBT minors.[68][69] The Swiss Federal Council wrote in response that in its view, conversion therapies are ""ineffective and cause significant suffering to young people subjected to them"", and would constitute a breach of professional duties on the part of any care professional undertaking them. As such, in its view, any care professional undertaking such therapies is already liable to be sanctioned by the cantonal authorities. Whether such therapies also constitute a criminal offense is to be determined by the criminal courts in individual cases, according to the Federal Council.",
Switzerland,age-of-consent,27,Equal,Equal,"January 1, 1992","Consensual age is Switzerland is 16 years old, unless the difference in age between the persons involved is not more than 3 years.",
Syria,homosexuality,,varies,Varies by Region,"June 22, 1949","According to regime law, homosexuality is punishable by up to 3 years in prison. Homosexuality may technically be illegal, there have been no confirmed cases of arrest and many homosexuals live openly in certain regime held cities. Due to conflict in Syria, the country is controlled by many forces all implementing their own laws that are either more or less equal. ",
Syria,marriage,13,Unrecognized,Unrecognized,"June 22, 1949",Syria does not legally recognize same-sex marriages within the country of Syria.,
Syria,censorship,56,No censorship,No censorship,,No laws prohibiting LGBTQ issues ,
Syria,changing-gender,51,"Legal, but requires surgery","Legal, but requires surgery","January 1, 1949",Gender reassignment surgery is needed to change legal gender.,
Syria,non-binary-gender-recognition,58,Not legally recognized,Not legally recognized,,Non-binary gender identities are not recognized in Syria.,
Syria,discrimination,20,No protections,No protections,"April 25, 1964","In Syria, there are currently no laws in place to prevent discrimination against LGBT individuals. Same-sex sexual activity is illegal.",
Syria,employment-discrimination,43,No protections,No protections,"April 25, 1964","In Syria, there are currently no laws in place to prevent discrimination against LGBT individuals. Same-sex sexual activity is illegal.",
Syria,housing-discrimination,47,No protections,No protections,"April 25, 1964","In Syria, there are currently no laws in place to prevent discrimination against LGBT individuals. Same-sex sexual activity is illegal.",
Syria,adoption,7,Illegal,Illegal,,"No laws surrounding adoption requirements. Homosexuality being illegal has no automatic implementation on laws such as, adoption, donating blood or military service.",
Syria,military,17,"Don't Ask, Don't Tell","Don't Ask, Don't Tell",,"Homosexuality is illegal in Syria, but no laws specify homosexuality as a dishonorable discharge or prohibition from military service.",
Syria,blood,25,Legal,Legal,,Homosexuality being illegal in Syria has no impact on blood donation restrictions,
Syria,conversion-therapy,49,Not banned,Not banned,,Not Banned .,
Syria,age-of-consent,,varies,Varies by Region,,"No laws surrounding consent age requirements for homosexuals. Homosexuality being illegal has no automatic implementation on laws such as, adoption, donating blood, consent age or military service.",
Taiwan,homosexuality,1,Legal,Legal,"December 25, 1947",Unsure of date which reflects the ratification of the current constitution of the Republic of China (Taiwan). Taiwanese criminal code treats sexual acts between same-sex partners in private as equal to heterosexual sex acts performed in private.,
Taiwan,marriage,8,Legal,Legal,"May 24, 2019","On 24 May 2017, the Constitutional Court ruled that the constitutional right to equality and freedom of marriage guarantees same-sex couples the right to marry under the Constitution of the Republic of China. The ruling (Judicial Yuan Interpretation No. 748) gave the Legislative Yuan two years to bring the marriage laws into compliance, after which registration of such marriages would come into force automatically. On 20 February 2019, a draft bill entitled the Enforcement Act of Judicial Yuan Interpretation No. 748 was released. The draft bill would grant same-sex married couples almost all the rights available to heterosexual married couples under the Civil Code, with the exception that it only allows adoption of a child genetically related to one of them. <br />
<br />
The Executive Yuan passed it the following day, sending it to the Legislative Yuan for fast-tracked review. The bill was passed on 17 May, signed by the President on 22 May and took effect on 24 May 2019 (the last day possible under the Court's ruling).",
Taiwan,censorship,56,No censorship,No censorship,,"In Taiwan, there are no laws restricting the discussion or promotion of LGBTQ+ topics.",
Taiwan,changing-gender,51,"Legal, but requires surgery","Legal, but requires surgery","December 9, 2013","Still the same as before, it requires psychiatric evaluations and sexual reassignment surgeries for an individual's gender identity to be recognized.<br />
<br />
On September 23 2021, the court ruled against surgery requirements for transgender individuals seeking a gender marker change. New laws have yet to be passed on this regard.",
Taiwan,non-binary-gender-recognition,58,Not legally recognized,Not legally recognized,,"Taiwan had plans to allow a third gender option on documents such as ID cards and passports and announced it would go forward with it in late 2020. However, nothing of the sort has been passed.",
Taiwan,discrimination,19,Illegal,Illegal,"May 4, 2007",Taiwan banned workplace discrimination against LGBT citizens in 2007.,
Taiwan,employment-discrimination,42,Sexual orientation and gender identity,Sexual orientation and gender identity,"January 1, 2007","In 2007 and 2008, the Legislative Yuan passed amendments to two employment laws banning discrimination based on sexual orientation at work.",
Taiwan,housing-discrimination,45,Sexual orientation and gender identity,Sexual orientation and gender identity,,"only in work, education.",
Taiwan,adoption,,ambiguous,Ambiguous,"January 13, 2022","In January 2022, by a unprecedented court order a same-sex couple legally adopted a child in Taiwan. The Legislative Yuan is yet to codify within legislation the recent court ruling (based on a 2019 ""partial"" adoption law).",
Taiwan,military,50,"Lesbians, gays, bisexuals permitted, transgender people banned","Lesbians, gays, bisexuals permitted, transgender people banned","January 1, 2002",Taiwan allows gay and lesbian soldiers provided they maintain military discipline standards.,
Taiwan,blood,39,Banned (5-year deferral),Banned (5-year deferral),"May 1, 2018","In March 2018, the Government gazetted, for a two-month public consultation, amendments to the Standards on Assessing Donor Suitability for Blood Donation that included allowing gay and bisexual men who have not had sex with another man for five years to donate blood. A spokesperson for the Ministry of Health and Welfare said that the abstinence period would be further reduced to one year in the future, so as to bring the Taiwanese standard in line with Western countries.",
Taiwan,conversion-therapy,48,Banned,Banned,"January 1, 2018",Banned under the Code of Criminal Procedure and the Protection of Children and Youths Welfare and Rights Act,
Taiwan,age-of-consent,27,Equal,Equal,"December 25, 1947",Unsure of date. Date shown represents ratification of the Taiwanese Constitution. The age of consent in Taiwan is 16 (sixteen).,
Tajikistan,homosexuality,1,Legal,Legal,"September 1, 1998",,
Tajikistan,marriage,13,Unrecognized,Unrecognized,"January 1, 2008",,
Tajikistan,censorship,56,No censorship,No censorship,,"In Tajikistan, there are no laws restricting the discussion or promotion of LGBTQ+ topics.",
Tajikistan,changing-gender,51,"Legal, but requires surgery","Legal, but requires surgery",,Missing non binary options on documents.,
Tajikistan,non-binary-gender-recognition,58,Not legally recognized,Not legally recognized,,Non-binary gender not recognized,
Tajikistan,discrimination,20,No protections,No protections,"December 1, 1994",No protection provision exist within neither the Penal code nor the Constitution,
Tajikistan,employment-discrimination,43,No protections,No protections,"December 1, 1994",Do to homophobia in the country. Only protections for gender identity and expression.,
Tajikistan,housing-discrimination,47,No protections,No protections,"December 1, 1994",,
Tajikistan,adoption,7,Illegal,Illegal,,LGBT people are not allowed to adopt in Tajikistan.,
Tajikistan,military,17,"Don't Ask, Don't Tell","Don't Ask, Don't Tell",,No other laws in place.,
Tajikistan,blood,26,Banned (indefinite deferral),Banned (indefinite deferral),,MSMs are not allowed to donate blood in Tajikistan.,
Tajikistan,conversion-therapy,49,Not banned,Not banned,,It is not uncommon to be offered.,
Tajikistan,age-of-consent,27,Equal,Equal,"September 1, 1998",,
Tanzania,homosexuality,36,Illegal (up to life in prison as punishment),Illegal (up to life in prison as punishment),"July 1, 1998","Mandatory minimum of 20 years imprisonment for any attempt to commit acts ""against the order of nature.""",
Tanzania,marriage,15,Not legal,Not legal,"February 12, 1971","Marriage is defined as a union between a man and a woman. Also, Homosexuality is illegal.",
Tanzania,censorship,56,No censorship,No censorship,,"In Tanzania, there are no laws restricting the discussion or promotion of LGBTQ+ topics.",
Tanzania,changing-gender,,ambiguous,Ambiguous,,No laws in place. Missing non binary options on documents.,
Tanzania,non-binary-gender-recognition,,,,,,
Tanzania,discrimination,20,No protections,No protections,"April 26, 1977",Homosexuality is illegal hence by default there are no discrimination protection extended to LGBTQ+ community.,
Tanzania,employment-discrimination,43,No protections,No protections,"April 26, 1977",,
Tanzania,housing-discrimination,47,No protections,No protections,"April 26, 1977",,
Tanzania,adoption,7,Illegal,Illegal,,"You have to be married to adopt, and same-sex marriage is illegal.",
Tanzania,military,18,Illegal,Illegal,"January 1, 1998",Homosexuality is currently illegal in Tanzania,
Tanzania,blood,25,Legal,Legal,,No laws specifically forbid men who have sex with men to give blood in Tanzania.,
Tanzania,conversion-therapy,,,,,,
Tanzania,age-of-consent,,na,N/A,,Homosexuality is illegal in Tanzania.,
Thailand,homosexuality,1,Legal,Legal,"January 1, 1956",,
Thailand,marriage,13,Unrecognized,Unrecognized,"June 24, 1932",Date shown is when Thailand became a constitutional monarchy. Thailand currently does not recognize gay marriages.,
Thailand,censorship,56,No censorship,No censorship,,"In Thailand, there are no laws restricting the discussion or promotion of LGBTQ+ topics.",
Thailand,changing-gender,,na,N/A,,"Sex reassignment surgery is legal in Thailand, however Thai law does not allow for gender to be changed on legal documents such as ID. Date shown is when Thailand became a constitutional monarchy. ",
