Country,year,MMR,Live Births,Maternal deaths,Women reproductive age (15-49),MM-rate,,Skilled attendance %,"Source MMR, maternal death and Live birth",Comment,Source women reproductive age,Comments,,,,,,,,
Sweden,1984,2.13,93889,2,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Sweden,1985,5.08,98463,5,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Sweden,1986,2.94,101950,3,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Sweden,1987,4.78,104699,5,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Sweden,1988,8.92,112080,10,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Sweden,1989,5.17,116023,6,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Sweden,1990,3.23,123938,4,2056000,0.19,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Sweden,1991,4.04,123737,5,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Sweden,1992,,122848,,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Sweden,1993,5.09,117846,6,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Sweden,1994,0.89,112162,1,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Sweden,1995,3.87,103326,4,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Sweden,1996,5.25,95158,5,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Sweden,1997,3.32,90383,3,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Sweden,1998,7.86,89028,7,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Sweden,1999,1.13,88173,1,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Sweden,2000,4.42,90441,4,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Sweden,2001,3.28,91466,3,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Sweden,2002,4.17,95815,4,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Sweden,2003,2.02,99157,2,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Sweden,2004,1.98,100928,2,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Sweden,2005,5.92,101346,6,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Sweden,2006,4.72,105913,5,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Sweden,2007,1.86,107421,2,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
United Kingdom,1841,,,,4133000,0.00,,,,Only England & Wales,,,,,,,,,,
United Kingdom,1847,597,539965,3226,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office",Only England & Wales,,,,,,,,,,
United Kingdom,1848,612,563059,3445,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office",Only England & Wales,,,,,,,,,,
United Kingdom,1849,578,578159,3339,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office",Only England & Wales,,,,,,,,,,
United Kingdom,1850,548,593422,3252,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office",Only England & Wales,,,,,,,,,,
United Kingdom,1851,534,615865,3290,4642000,70.87,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office",Only England & Wales,,,,,,,,,,
United Kingdom,1852,520,624012,3247,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office",Only England & Wales,,,,,,,,,,
United Kingdom,1853,500,612391,3060,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office",Only England & Wales,,,,,,,,,,
United Kingdom,1854,474,634405,3009,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office",Only England & Wales,,,,,,,,,,
United Kingdom,1855,409,728392,2979,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office",Only England & Wales,,,,,,,,,,
United Kingdom,1856,445,759274,3382,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1857,422,766486,3236,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1858,472,759499,3585,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1859,504,796424,4016,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1860,473,789677,3737,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1861,436,803415,3505,6010000,58.33,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1862,428,819753,3512,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1863,497,836758,4159,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1864,545,852608,4644,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1865,518,861139,4457,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1866,475,867537,4118,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1867,441,882393,3896,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1868,443,902372,3997,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1869,434,886735,3846,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1870,491,908177,4458,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1871,501,913556,4580,6648000,68.89,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1872,467,944672,4412,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1873,494,949478,4691,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1874,689,978667,6747,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1875,588,974185,5724,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1876,468,1014502,4747,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1877,394,1015022,4000,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1878,377,1018679,3844,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1879,390,1006119,3921,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1880,409,1006213,4111,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1881,489,1009813,4941,7546000,65.48,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1882,512,1015172,5200,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1883,522,1015180,5297,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1884,488,1035907,5053,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1885,512,1020370,5227,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1886,431,1031650,4451,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1887,472,1010749,4772,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1888,480,1003137,4819,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1889,417,1008727,4208,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1890,498,991463,4942,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1891,529,1040143,5505,8623000,63.84,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1892,575,1023000,5882,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1893,628,1041682,6537,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1894,532,1014656,5402,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1895,460,1048785,4826,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1896,492,1044503,5138,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1897,459,1050560,4826,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1898,437,1054026,4609,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1899,465,1059379,4923,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1900,474,1058463,5021,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1901,473,1061999,5021,10125000,49.59,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1902,455,1072776,4886,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1903,422,1081796,4565,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1904,397,1077992,4282,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1905,436,1060703,4622,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1906,419,1067086,4474,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1907,402,1046882,4205,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1908,377,1071745,4036,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1909,391,1043141,4079,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1910,382,1021021,3901,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1911,410,1002988,4109,11261000,36.49,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1912,417,995527,4149,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1913,419,1002406,4201,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1914,440,1003030,4412,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1915,442,928795,4103,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1916,431,895462,3862,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1917,414,765787,3174,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1918,420,761215,3199,,,,,"Live Birth from http://www.histpop.org/ MD from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Office","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1919,462,798706,3687,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1920,456,1094328,4987,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1921,422,972015,4105,12049000,34.07,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1922,416,895209,3720,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1923,415,870033,3607,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1924,415,836833,3469,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1925,435,814719,3541,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1926,441,797012,3517,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1927,441,750844,3310,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1928,475,757089,3594,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1929,465,736553,3425,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1930,472,743360,3512,,,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
United Kingdom,1931,420,724301,3042,12498000,24.34,,,"Taken from Macfarlane, A. and M. Mugford, Birth counts: statistics of pregnancy and childbirth. Second edition. Vol. 1. 2000 and Statistical Tables, London: The Stationery Offic","England, Wales and Scotland (no data from Norther Ireland)",,,,,,,,,,
