stateabb,ccode,year,milex,milper,irst,pec,tpop,upop,cinc,version
EGY,651,1983,3043087,447,199,33982,44180,14658,.0078945523,2021
EGY,651,1984,3786908,466,1153,37570,45229,12758,.007954862,2021
EGY,651,1985,4143000,466,954,40456,46473,12863,.0080193765,2021
EGY,651,1986,5220000,400,1003,42869,47811,15685,.0081500895,2021
EGY,651,1987,4570000,450,1433,46949,49050,16096,.0083919065,2021
EGY,651,1988,5730000,452,2025,48053,50267,16486,.008656851,2021
EGY,651,1989,4270000,450,2114,49096,51477,16875,.0086225197,2021
EGY,651,1990,1570000,434,2325,56244,53270,17654,.0080585685,2021
EGY,651,1991,1650000,434,2541,58023,54531,17654,.0085041784,2021
EGY,651,1992,2470000,424,2500,59026,55739,17860,.0087832361,2021
EGY,651,1993,2070000,424,2500,64852,56488,18066,.0087398039,2021
EGY,651,1994,2234000,430,2622,66729,57851,18273,.0088032726,2021
EGY,651,1995,2506000,430,2642,72025,59226,18479,.008854148,2021
EGY,651,1996,2742000,430,2618,75845,60603,18685,.0089056557,2021
EGY,651,1997,2743000,430,2717,80900,62011,18986,.0089379093,2021
EGY,651,1998,2888000,430,2870,89529,65978,19292,.0092725502,2021
EGY,651,1999,2988000,430,2627,92309,67226,19602,.0091896616,2021
EGY,651,2000,4099000,448,2838,100652,68470,19994,.0095749944,2021
EGY,651,2001,4318000,443,3799,98122,65374,20394,.0098113688,2021
EGY,651,2002,3300000,443,4316,101551,68303,20500,.010095884,2021
EGY,651,2003,2732000,450,4398,110567,69432,20925,.0099925008,2021
EGY,651,2004,3589000,459,4810,107459,70591,21661,.010122198,2021
EGY,651,2005,3834000,469,5603,115234,71778,22109,.010373265,2021
EGY,651,2006,4337000,469,6045,119956,72991,22868,.01046409,2021
EGY,651,2007,4640000,469,6224,128629,74230,23339,.010495269,2021
EGY,651,2008,4562000,469,6198,129280,75492,23820,.010331363,2021
EGY,651,2009,4118000,469,5541,127159,76775,24615,.010187276,2021
EGY,651,2010,4129000,469,6676,127625,78076,25121,.010082969,2021
EGY,651,2011,4333000,469,6486,137385,79392,25637,.010146274,2021
EGY,651,2012,4582000,439,6627,132643,80722,26465,.0098682996,2021
EGY,651,2013,5278000,439,6754,126749,89807,27310,.010029016,2021
EGY,651,2014,5449000,439,6485,125546,91813,27871,.0099894386,2021
EGY,651,2015,6394000,439,5506,124365,93778,28442,.010083535,2021
EGY,651,2016,5330000,439,5036,135558,95689,29026,.010057217,2021
SYR,652,1946,14540,10,0,5,2978,555,.00093550555,2021
SYR,652,1947,10925,10,0,6,3025,600,.00085778307,2021
SYR,652,1948,12372,8,0,7,3068,647,.00085500826,2021
SYR,652,1949,22222,20,0,8,3135,699,.00098747516,2021
SYR,652,1950,31050,32,0,10,3495,740,.0011538598,2021
SYR,652,1951,31507,32,0,11,3580,788,.0011001411,2021
SYR,652,1952,31963,35,0,17,3670,836,.0010592826,2021
SYR,652,1953,39726,35,0,25,3765,885,.0010775403,2021
SYR,652,1954,34703,25,0,29,3864,935,.00099138136,2021
SYR,652,1955,22905,25,0,33,3967,987,.0009531072,2021
SYR,652,1956,45225,25,0,39,4075,1042,.0010039194,2021
SYR,652,1957,39106,60,0,32,4186,1102,.0012893154,2021
SYR,652,1958,65363,62,0,36,4307,1166,.0013620248,2021
SYR,652,1961,72905,52,0,53,4680,1231,.0012333447,2021
SYR,652,1962,77933,54,0,62,4833,1301,.0012290971,2021
SYR,652,1963,77749,75,0,65,4992,1375,.0013810161,2021
SYR,652,1964,90576,80,0,71,5156,1458,.0014309823,2021
SYR,652,1965,95550,70,0,76,5325,1540,.0013917432,2021
SYR,652,1966,82723,80,0,81,5500,1628,.0014045165,2021
SYR,652,1967,95812,80,0,83,5680,1711,.0013998736,2021
SYR,652,1968,153665,65,0,1902,5866,1782,.0013722279,2021
SYR,652,1969,157068,75,0,2628,6059,1879,.0014559764,2021
SYR,652,1970,175393,75,0,2936,6305,1952,.0014585573,2021
SYR,652,1971,176963,110,0,3751,6467,2027,.0017070431,2021
SYR,652,1972,207591,115,0,3405,6684,2095,.0017292135,2021
SYR,652,1973,388408,115,0,3369,6908,2161,.0018107152,2021
SYR,652,1974,450588,130,0,3016,7140,2238,.0018669732,2021
SYR,652,1975,706693,230,0,3717,7380,2306,.0026004741,2021
SYR,652,1976,957844,240,0,4866,7627,2372,.0027840899,2021
SYR,652,1977,1059872,250,0,5805,7883,2449,.0028880304,2021
SYR,652,1978,1165095,220,0,6174,8148,2516,.0026609802,2021
SYR,652,1979,2110063,220,0,8191,8421,2801,.0029602102,2021
SYR,652,1980,2166089,250,0,9537,8704,2875,.0031128889,2021
SYR,652,1981,2459087,270,0,13347,9053,2948,.0032967213,2021
SYR,652,1982,2548606,300,0,13768,9295,2824,.0034186156,2021
SYR,652,1983,2821334,400,0,14251,9611,2907,.00407732,2021
SYR,652,1984,3372009,402,0,16937,9934,2983,.0041447072,2021
SYR,652,1985,3483000,402,0,17754,10267,3509,.0042755231,2021
SYR,652,1986,3680000,400,0,17253,10612,3634,.0042081061,2021
SYR,652,1987,3950000,400,0,17925,10969,3657,.0042118719,2021
SYR,652,1988,1600000,400,0,19367,11338,3856,.0037713482,2021
SYR,652,1989,1510000,400,0,20493,11719,3967,.0038492873,2021
SYR,652,1990,1620000,408,76,20535,12116,4103,.0039176149,2021
SYR,652,1991,4500000,408,63,21979,12529,4231,.0047789868,2021
SYR,652,1992,2200000,408,70,21744,12958,4358,.004489853,2021
SYR,652,1993,3635000,408,70,22152,13393,4361,.0049058902,2021
SYR,652,1994,2165000,320,70,22861,13844,4663,.0039827186,2021
SYR,652,1995,1738000,320,70,23140,14186,5328,.0039645433,2021
SYR,652,1996,2132000,320,70,23998,14619,5994,.0041416669,2021
SYR,652,1997,2217000,320,70,26739,14951,6659,.0042637745,2021
SYR,652,1998,986000,315,70,28901,15333,7325,.0041188267,2021
SYR,652,1999,989000,310,70,29462,15725,7990,.0041059409,2021
SYR,652,2000,1483000,316,70,29161,16125,8656,.0042636804,2021
SYR,652,2001,1884000,321,70,29118,16720,9321,.0045744041,2021
SYR,652,2002,1064000,319,70,25210,16995,6425,.0042112763,2021
SYR,652,2003,1459000,319,70,32708,17298,6955,.0043650665,2021
SYR,652,2004,1448000,313,70,30309,17676,7202,.0042800345,2021
SYR,652,2005,1502000,308,70,29647,18167,7460,.0042650523,2021
SYR,652,2006,1739000,308,70,30861,18805,8048,.0043522879,2021
SYR,652,2007,1465000,308,70,30205,19561,8666,.0043544224,2021
SYR,652,2008,1941000,293,70,30533,20346,9008,.0042446493,2021
SYR,652,2009,2229000,293,70,32064,21032,9675,.0042906711,2021
SYR,652,2010,2296000,325,70,35516,21533,10374,.0045696381,2021
SYR,652,2011,-9,295,70,32691,21804,10802,.0049340171,2021
SYR,652,2012,-9,295,10,24294,21890,11251,.0048419181,2021
SYR,652,2013,-9,178,10,17949,19809,7431,.0031649568,2021
SYR,652,2014,-9,178,5,16907,19203,6684,.0030433051,2021
SYR,652,2015,-9,178,5,15617,18735,7451,.0030868014,2021
SYR,652,2016,-9,131,5,15866,18430,8165,.0026668338,2021
LEB,660,1946,5111,4,0,8,1156,199,.00034993279,2021
LEB,660,1947,4512,4,0,9,1176,215,.00032288316,2021
LEB,660,1948,5059,3,0,11,1208,233,.00032113769,2021
LEB,660,1949,7828,3,0,12,1238,252,.00032099691,2021
LEB,660,1950,6606,5,0,14,1443,273,.00035540728,2021
LEB,660,1951,8100,5,0,16,1470,295,.00035413759,2021
LEB,660,1952,7964,5,0,20,1501,320,.00033903631,2021
LEB,660,1953,9593,6,0,22,1535,346,.00035621171,2021
LEB,660,1954,9819,7,0,22,1573,375,.0003691735,2021
LEB,660,1955,12081,7,0,27,1613,406,.00037079927,2021
LEB,660,1956,17344,7,0,30,1657,439,.00038846565,2021
LEB,660,1957,17846,9,0,35,1703,475,.0004131968,2021
LEB,660,1958,20812,9,0,36,1752,515,.00042462672,2021
LEB,660,1959,19626,9,0,45,1804,530,.00041871704,2021
LEB,660,1960,21817,10,0,52,1857,541,.00041777693,2021
LEB,660,1961,25742,8,0,58,1913,549,.00039977703,2021
LEB,660,1962,36787,10,0,68,1970,559,.00041672876,2021
LEB,660,1963,31447,16,0,77,2029,570,.00045091755,2021
LEB,660,1964,24870,16,0,85,2090,827,.00051227567,2021
LEB,660,1965,29253,17,0,94,2151,591,.00045426976,2021
LEB,660,1966,37231,19,0,106,2213,601,.00045907876,2021
LEB,660,1967,40505,19,0,112,2275,613,.0004528329,2021
LEB,660,1968,43450,19,0,2704,2337,625,.00051227625,2021
LEB,660,1969,43742,19,0,2781,2402,638,.00050499069,2021
LEB,660,1970,52862,19,0,3122,2469,603,.00049299363,2021
LEB,660,1971,43994,20,0,3204,2541,666,.00050257082,2021
LEB,660,1972,69820,20,0,3382,2615,680,.00051291607,2021
LEB,660,1973,94621,20,0,3813,2683,695,.00052451651,2021
LEB,660,1974,128877,20,0,3815,2737,708,.00052482408,2021
LEB,660,1975,136393,24,0,3302,2767,715,.00053172075,2021
LEB,660,1976,112615,24,0,3139,2772,717,.00050765427,2021
LEB,660,1977,83089,9,0,2788,2754,719,.00038345452,2021
LEB,660,1978,166136,9,0,2975,2722,720,.00040115134,2021
LEB,660,1979,227581,18,0,3033,2691,722,.00046169315,2021
LEB,660,1980,291000,18,0,3332,2669,726,.00046964496,2021
LEB,660,1981,245000,20,0,3049,2662,729,.00045339542,2021
LEB,660,1982,331000,21,0,1498,2667,732,.00044333044,2021
LEB,660,1983,398000,20,0,1218,2676,737,.00043867997,2021
LEB,660,1984,312000,19,0,1599,2679,741,.00040998432,2021
LEB,660,1985,120664,21,0,1513,2668,748,.00037827715,2021
LEB,660,1986,100000,36,0,1653,2639,748,.00045386882,2021
LEB,660,1987,-9,37,0,1569,2598,750,.00051993644,2021
LEB,660,1988,28756,20,0,1336,2559,753,.00032792147,2021
LEB,660,1989,-9,18,0,1050,2540,759,.00036591565,2021
LEB,660,1990,140000,36,0,1089,2555,767,.00043430616,2021
LEB,660,1991,151000,36,0,1341,2610,778,.00046439908,2021
LEB,660,1992,233000,37,0,1134,2698,795,.00050155027,2021
LEB,660,1993,275000,37,0,828,2806,826,.00051715772,2021
LEB,660,1994,370000,50,0,927,2915,858,.00063093886,2021
LEB,660,1995,490000,55,0,1045,3009,879,.0006942965,2021
LEB,660,1996,494000,55,0,1334,3084,901,.00070461992,2021
LEB,660,1997,676000,57,0,1523,3144,923,.00076454069,2021
LEB,660,1998,586000,58,0,1718,3191,946,.00076896453,2021
LEB,660,1999,563000,58,0,1724,3236,970,.00076007779,2021
LEB,660,2000,578000,64,0,1755,3282,988,.00080450316,2021
LEB,660,2001,576000,72,0,1791,3283,1007,.00089567038,2021
LEB,660,2002,539000,72,0,1895,3516,1678,.00097860757,2021
LEB,660,2003,512000,72,0,1950,3690,1710,.00096549455,2021
LEB,660,2004,528000,72,0,1956,3854,1744,.00096494402,2021
LEB,660,2005,564000,72,0,1982,3987,1777,.00097664027,2021
LEB,660,2006,589000,72,0,1942,4080,1818,.00097888266,2021
LEB,660,2007,733000,72,0,2005,4140,1860,.00099497917,2021
LEB,660,2008,1155000,56,0,2107,4186,1902,.00089234614,2021
LEB,660,2009,1426000,56,0,2271,4247,1946,.00091143267,2021
LEB,660,2010,1620000,59,0,2816,4341,1990,.00094970828,2021
LEB,660,2011,1627000,59,0,2534,4478,2036,.00095233618,2021
LEB,660,2012,1735000,59,0,2281,4647,2082,.00096366153,2021
LEB,660,2013,-9,60,0,2582,5276,2130,.00096079265,2021
LEB,660,2014,-9,60,0,2642,5603,2179,.00096693583,2021
LEB,660,2015,-9,60,0,2724,5851,2229,.00097970711,2021
LEB,660,2016,1740000,60,0,2731,6007,2280,.0010177087,2021
JOR,663,1946,6385,8,0,0,1086,0,.00021765535,2021
JOR,663,1947,6950,8,0,0,1122,0,.00021483036,2021
JOR,663,1948,6906,8,0,0,1159,0,.00021902134,2021
JOR,663,1949,11201,14,0,0,1197,0,.00027961706,2021
JOR,663,1950,14002,15,0,0,1237,0,.00029139925,2021
JOR,663,1951,24083,15,0,0,1279,0,.00028285943,2021
JOR,663,1952,25483,15,0,0,1320,103,.00031735006,2021
JOR,663,1953,27723,15,0,0,1360,108,.00031829154,2021
JOR,663,1954,28563,15,0,0,1395,119,.00032229463,2021
JOR,663,1955,29404,15,0,0,1437,132,.00032378652,2021
JOR,663,1956,35844,25,0,2,1482,146,.00042236867,2021
JOR,663,1957,37525,36,0,2,1542,162,.00052277587,2021
JOR,663,1958,44525,46,0,3,1593,179,.00062957098,2021
JOR,663,1959,56287,46,0,4,1636,199,.00065159402,2021
JOR,663,1960,53486,-9,0,6,1695,220,.0003036244,2021
JOR,663,1961,52926,35,0,9,1706,246,.00055499864,2021
JOR,663,1962,57687,35,0,13,1736,270,.00054289342,2021
JOR,663,1963,59087,45,0,14,1793,299,.00061514211,2021
JOR,663,1964,59087,45,0,17,1850,332,.00061184523,2021
JOR,663,1965,60207,55,0,19,1909,377,.00071603421,2021
JOR,663,1966,72809,50,0,22,1973,427,.00065656734,2021
JOR,663,1967,99972,60,0,19,2038,450,.00073561934,2021
JOR,663,1968,119294,55,0,615,2102,549,.00073474424,2021
JOR,663,1969,119294,60,0,747,2191,620,.00077404577,2021
JOR,663,1970,97452,70,0,685,2299,698,.00082872831,2021
JOR,663,1971,106412,65,0,848,2382,810,.00082429923,2021
JOR,663,1972,123494,70,0,926,2457,855,.00086070586,2021
JOR,663,1973,144515,70,0,1046,2537,916,.00087075465,2021
JOR,663,1974,165950,70,0,1132,2618,949,.00085181399,2021
JOR,663,1975,172824,60,0,1249,2702,987,.00078998785,2021
JOR,663,1976,310147,65,0,1746,2779,1001,.00088232488,2021
JOR,663,1977,287059,70,0,1718,2688,1021,.0008904899,2021
JOR,663,1978,310828,70,0,2089,2737,1038,.00087908364,2021
JOR,663,1979,440123,67,0,2427,2812,952,.00086792116,2021
JOR,663,1980,460898,65,0,2662,2923,1075,.00086812442,2021
JOR,663,1981,554069,66,0,3256,3079,1037,.00088057818,2021
JOR,663,1982,518769,68,0,3731,3273,1123,.00089442957,2021
JOR,663,1983,534675,72,0,3919,3483,1130,.00092083286,2021
JOR,663,1984,533232,78,0,3978,3677,1162,.00094255572,2021
JOR,663,1985,522807,81,0,3890,3833,1129,.00095303147,2021
JOR,663,1986,713350,86,0,3650,3940,1270,.0010168833,2021
JOR,663,1987,745500,100,0,3845,4009,1319,.0011001026,2021
JOR,663,1988,689100,165,0,3779,4064,1367,.0014536617,2021
JOR,663,1989,441230,190,0,3898,4139,1422,.0015829968,2021
JOR,663,1990,571210,100,30,4512,4259,1539,.0011011898,2021
JOR,663,1991,414500,100,30,4073,4433,1656,.0011447499,2021
JOR,663,1992,525230,100,30,4985,4651,1809,.0012383852,2021
JOR,663,1993,438000,100,30,4986,4896,1961,.0012546836,2021
JOR,663,1994,441000,100,30,5305,5143,2114,.0012757182,2021
JOR,663,1995,448000,100,30,5584,5373,2267,.0012955137,2021
JOR,663,1996,461000,100,30,5726,5581,2419,.001320542,2021
JOR,663,1997,496000,102,30,6098,5774,2572,.0013619813,2021
JOR,663,1998,559000,102,30,6196,6304,3363,.0014789597,2021
JOR,663,1999,588000,102,30,6233,6482,4153,.0015408616,2021
JOR,663,2000,792000,104,30,6792,6669,2042,.001402071,2021
JOR,663,2001,740000,100,30,6808,4978,2108,.001357637,2021
JOR,663,2002,776000,100,134,6928,4903,1419,.0013402575,2021
JOR,663,2003,914000,100,135,7037,4984,1433,.0013418185,2021
JOR,663,2004,920000,100,140,9151,5092,1447,.0013491336,2021
JOR,663,2005,973000,101,150,10099,5239,1461,.0013798218,2021
JOR,663,2006,1115000,101,150,10831,5429,1475,.0013999518,2021
JOR,663,2007,1621000,101,150,11246,5656,1489,.0014602402,2021
JOR,663,2008,2127000,101,150,11645,5911,1503,.001488396,2021
JOR,663,2009,1393000,101,150,11983,6181,1518,.0013903305,2021
JOR,663,2010,1425000,101,150,10532,6455,1839,.001385614,2021
JOR,663,2011,1406000,101,150,8174,6731,1870,.0013765743,2021
JOR,663,2012,1520000,101,150,8481,7009,1902,.0013914218,2021
JOR,663,2013,1216000,101,150,8434,8413,3058,.0014742985,2021
JOR,663,2014,1268000,101,150,7864,8809,3225,.0014840608,2021
JOR,663,2015,1603000,101,150,10460,9159,3368,.0015686502,2021
JOR,663,2016,1448000,101,150,11988,9456,3828,.001605285,2021
ISR,666,1948,44444,85,0,32,873,244,.0014134854,2021
ISR,666,1949,53659,82,0,40,1066,248,.0012883125,2021
ISR,666,1950,41176,78,0,57,1258,535,.001331942,2021
ISR,666,1951,42857,75,0,76,1516,596,.0012251133,2021
ISR,666,1952,20332,75,0,100,1607,630,.0010980156,2021
ISR,666,1953,21586,75,0,112,1651,639,.001085944,2021
ISR,666,1954,20920,75,4,132,1688,652,.0010701242,2021
ISR,666,1955,27014,75,8,1501,1748,655,.0011278747,2021
ISR,666,1956,52814,75,12,1507,1824,668,.0011855757,2021
ISR,666,1957,71765,70,16,1555,1895,679,.0011808267,2021
ISR,666,1958,94643,65,20,1755,1965,694,.0011891122,2021
ISR,666,1959,102966,65,24,1868,2037,706,.0011920161,2021
ISR,666,1960,126180,65,40,2112,2117,717,.0012165573,2021
ISR,666,1961,126721,63,62,2293,2190,730,.0012098121,2021
ISR,666,1962,117683,65,80,3164,2288,743,.0012049212,2021
ISR,666,1963,147262,65,83,3599,2380,756,.001214064,2021
ISR,666,1964,237580,65,83,4127,2478,770,.0013041621,2021
ISR,666,1965,292923,65,84,5946,2563,783,.0014264869,2021
ISR,666,1966,381459,65,84,6486,2629,796,.0014271396,2021
ISR,666,1967,491616,75,84,7214,2715,809,.0015568113,2021
ISR,666,1968,569376,95,100,7785,2806,980,.0017319568,2021
ISR,666,1969,680798,100,120,8365,2884,994,.0018128309,2021
ISR,666,1970,890909,105,120,9548,2974,1007,.0019557467,2021
ISR,666,1971,1542571,130,120,9672,3069,1060,.002533589,2021
ISR,666,1972,1409412,130,90,10518,3173,1113,.0023608729,2021
ISR,666,1973,3121718,130,120,11321,3278,1358,.0032918791,2021
ISR,666,1974,2919914,182,75,11835,3377,1373,.003249669,2021
ISR,666,1975,3299841,172,60,11609,3455,1439,.0031780254,2021
ISR,666,1976,3548631,172,70,11974,3533,1483,.0032040593,2021
ISR,666,1977,3792356,179,70,12141,3613,1527,.0032147216,2021
ISR,666,1978,2843613,179,90,13011,3693,1546,.0027336357,2021
ISR,666,1979,4517002,181,110,11986,3786,1565,.0031114712,2021
ISR,666,1980,5178093,196,115,11170,3878,1663,.0032221074,2021
ISR,666,1981,5815043,201,120,11355,3948,1709,.0032867698,2021
ISR,666,1982,8241308,205,120,14309,4027,1798,.0037561865,2021
ISR,666,1983,6310213,205,150,14428,4076,1795,.0032667478,2021
ISR,666,1984,5798076,205,92,14851,4159,1937,.0030868915,2021
ISR,666,1985,4225000,195,100,14767,4233,1955,.0027384963,2021
ISR,666,1986,5560000,180,110,14838,4299,1965,.0028207533,2021
ISR,666,1987,5140000,180,116,15534,4369,1988,.002668591,2021
ISR,666,1988,5710000,191,120,14907,4442,2023,.0027684195,2021
ISR,666,1989,6020000,191,118,16554,4518,2100,.00309892,2021
ISR,666,1990,6160000,190,144,18677,4660,2177,.0030442656,2021
ISR,666,1991,5000000,190,160,18493,4949,2263,.0029557534,2021
ISR,666,1992,6900000,181,160,23755,5124,2323,.0035304357,2021
ISR,666,1993,7296000,181,160,25858,5261,2383,.0037376306,2021
ISR,666,1994,6842000,185,180,26948,5399,2443,.0035471921,2021
ISR,666,1995,9298000,185,220,26566,5545,2484,.0040185349,2021
ISR,666,1996,11202000,185,265,26947,5689,2528,.0043915287,2021
ISR,666,1997,11321000,185,270,28703,5836,2572,.0045218566,2021
ISR,666,1998,9339000,175,280,30420,5984,2610,.0041110716,2021
ISR,666,1999,8846000,173,280,28319,6101,2679,.0039458959,2021
ISR,666,2000,9509000,172,280,30634,6217,2748,.0040528132,2021
ISR,666,2001,10375000,164,280,30777,6439,2816,.0041798786,2021
ISR,666,2002,9677000,161,280,31905,6239,4992,.0042293328,2021
ISR,666,2003,10325000,167,280,33360,6349,5086,.0041437931,2021
ISR,666,2004,9661000,168,280,33338,6468,5168,.0038773229,2021
ISR,666,2005,10745000,168,300,33370,6604,5252,.0040727146,2021
ISR,666,2006,11582000,168,300,36391,6759,5336,.0041154344,2021
ISR,666,2007,11607000,168,300,35923,6930,5422,.003958357,2021
ISR,666,2008,14772000,177,300,39227,7107,5510,.00424883,2021
ISR,666,2009,13516000,177,300,39800,7274,5599,.0040333322,2021
ISR,666,2010,14043000,177,300,41731,7420,5690,.004010187,2021
ISR,666,2011,15163000,177,300,41660,7542,5782,.0040777922,2021
ISR,666,2012,16865000,177,300,40137,7644,5875,.0042420728,2021
ISR,666,2013,15163000,177,300,43748,7821,5995,.0041049575,2021
ISR,666,2014,20139000,177,300,43847,7941,6125,.0045909607,2021
ISR,666,2015,18597000,177,300,45893,8065,6259,.0045586876,2021
ISR,666,2016,15878000,177,300,44711,8192,6395,.0042661545,2021
SAU,670,1927,-9,4,0,0,1924,0,.00041936967,2021
SAU,670,1928,-9,4,0,0,1967,0,.00042183825,2021
SAU,670,1929,-9,4,0,0,2011,0,.00042618977,2021
SAU,670,1930,-9,4,0,0,2056,0,.00042932393,2021
SAU,670,1931,-9,4,0,0,2102,0,.00043287891,2021
SAU,670,1932,4526,4,0,0,2149,0,.0005080332,2021
SAU,670,1933,-9,4,0,1,2197,0,.00042896427,2021
SAU,670,1934,-9,4,0,6,2246,101,.0005335501,2021
SAU,670,1935,-9,4,0,11,2296,107,.00051651715,2021
SAU,670,1936,-9,4,0,11,2348,113,.00052308792,2021
SAU,670,1937,-9,4,0,11,2400,120,.00052486756,2021
SAU,670,1938,-9,4,0,96,2454,127,.00054739759,2021
SAU,670,1939,-9,4,0,770,2509,134,.00059509865,2021
SAU,670,1940,-9,4,0,1000,2565,142,.00059803313,2021
SAU,670,1941,-9,4,0,843,2623,150,.00060699397,2021
SAU,670,1942,-9,4,0,886,2681,159,.00061950163,2021
SAU,670,1943,-9,4,0,929,2741,168,.00063588686,2021
SAU,670,1944,-9,4,0,1519,2803,177,.00067475747,2021
SAU,670,1945,-9,4,0,4104,2866,188,.00092249352,2021
SAU,670,1946,-9,4,0,11718,2930,198,.0018056477,2021
SAU,670,1947,16525,4,0,17577,2995,210,.0018122344,2021
SAU,670,1948,21316,4,0,8321,3062,222,.0011292732,2021
SAU,670,1949,-9,5,0,8564,3131,235,.0012833243,2021
SAU,670,1950,-9,6,0,9497,3201,248,.0013791911,2021
SAU,670,1951,24130,7,0,10768,3271,263,.0012477771,2021
SAU,670,1952,19432,8,0,11738,3347,278,.0012550098,2021
SAU,670,1953,36485,9,0,14092,3427,294,.0014109834,2021
SAU,670,1954,124214,34,0,15252,3509,311,.0017958683,2021
SAU,670,1955,151898,33,0,14545,3593,329,.0016605081,2021
SAU,670,1956,-9,32,0,13869,3679,348,.0015756449,2021
SAU,670,1957,89767,31,0,13699,3767,368,.0014269517,2021
SAU,670,1958,202387,30,0,12155,3861,389,.0015082167,2021
SAU,670,1959,70866,30,0,12788,3963,411,.001297601,2021
SAU,670,1960,60361,30,0,16376,4075,435,.0014040099,2021
SAU,670,1961,58916,35,0,18111,4199,455,.0015025225,2021
SAU,670,1962,71456,37,0,20060,4335,476,.0015495977,2021
SAU,670,1963,93186,35,0,21014,4481,316,.0014774745,2021
SAU,670,1964,122426,40,0,22749,4634,368,.0015779716,2021
SAU,670,1965,132260,40,0,25403,4793,419,.0016511257,2021
SAU,670,1966,178796,45,0,25984,4958,706,.0017438296,2021
SAU,670,1967,301189,50,0,45902,5132,820,.0024324106,2021
SAU,670,1968,334037,60,0,34480,5318,962,.0020691874,2021
SAU,670,1969,338333,60,0,36516,5521,1124,.0020810906,2021
SAU,670,1970,426089,65,0,44034,5745,1311,.0022656289,2021
SAU,670,1971,530222,75,0,45324,5991,1520,.0024192398,2021
SAU,670,1972,783150,75,0,43693,6260,1704,.0025047918,2021
SAU,670,1973,1304912,75,0,44652,6557,1954,.0027639668,2021
SAU,670,1974,2028732,75,0,44116,6886,2227,.0030444672,2021
SAU,670,1975,4200307,75,0,39362,7251,2352,.0037921777,2021
SAU,670,1976,7412181,75,5,46372,7654,2483,.0051022992,2021
SAU,670,1977,8961448,75,5,51161,8092,2622,.005475767,2021
SAU,670,1978,11378986,75,5,54538,8565,2769,.0059736045,2021
SAU,670,1979,15587658,79,45,61018,9070,2924,.0069553186,2021
SAU,670,1980,19261130,79,50,83387,9604,3087,.0077668829,2021
SAU,670,1981,24400876,79,72,102133,10163,3260,.0089855082,2021
SAU,670,1982,27062007,80,70,91543,10745,3443,.0088319974,2021
SAU,670,1983,21921329,80,400,93943,11352,3635,.0076035117,2021
SAU,670,1984,22674354,80,842,109470,11987,3839,.0079308348,2021
SAU,670,1985,17693000,80,1106,126684,12649,4054,.0073918831,2021
SAU,670,1986,17300000,80,1100,155749,13347,4280,.0074389204,2021
SAU,670,1987,16240000,80,1365,164385,13612,4520,.0071089636,2021
SAU,670,1988,13570000,84,1614,177409,14016,4773,.0067086192,2021
SAU,670,1989,14690000,82,1810,174578,14435,5040,.0074840141,2021
SAU,670,1990,23200000,146,1833,210853,14870,5689,.0097826216,2021
SAU,670,1991,35500000,191,1850,247069,16545,6339,.013304139,2021
SAU,670,1992,14490000,172,1900,262580,16964,6988,.0095587969,2021
SAU,670,1993,17516000,172,2000,276978,17350,7637,.010584151,2021
SAU,670,1994,14554000,164,2411,278220,17765,8287,.0096580749,2021
SAU,670,1995,17196000,175,2451,230933,18255,8936,.0096039558,2021
SAU,670,1996,17730000,180,2683,250364,18836,9585,.0099305063,2021
SAU,670,1997,18151000,180,2539,231069,19494,10235,.0098708738,2021
SAU,670,1998,21303000,190,2356,226466,20181,10884,.010623577,2021
SAU,670,1999,21876000,190,2610,229544,20899,11533,.010774206,2021
SAU,670,2000,22050000,202,2981,263509,21607,12183,.011193475,2021
SAU,670,2001,24266000,201,3413,257138,20979,12832,.011566445,2021
SAU,670,2002,18502000,200,3570,270304,21825,11357,.01048104,2021
SAU,670,2003,18747000,200,3944,284037,22852,11702,.010115762,2021
SAU,670,2004,20910000,200,3902,325749,23839,12058,.010397247,2021
SAU,670,2005,25372000,200,4186,334405,24690,12477,.011162856,2021
SAU,670,2006,29541000,200,3974,344881,25372,12927,.011479547,2021
SAU,670,2007,35446000,225,4644,310332,25916,13394,.011758954,2021
SAU,670,2008,38223000,224,4667,334752,26366,13879,.011742552,2021
SAU,670,2009,41276000,222,4690,350494,26796,15002,.01219371,2021
SAU,670,2010,45170000,234,5015,381847,27258,15856,.012604678,2021
SAU,670,2011,48531000,234,5275,367205,27762,16442,.012583365,2021
SAU,670,2012,56724000,234,5203,402569,28288,17051,.013678688,2021
SAU,670,2013,59560000,234,5471,376989,29944,17468,.013853143,2021
SAU,670,2014,80762000,234,6291,426119,30777,18351,.016430974,2021
SAU,670,2015,81853000,227,5229,463289,31557,18958,.017137557,2021
SAU,670,2016,56898000,227,5461,467204,32276,19887,.014479239,2021
YAR,678,1926,-9,18,0,0,2364,0,.00094853481,2021
YAR,678,1927,-9,18,0,0,2398,0,.00095919659,2021
YAR,678,1928,-9,18,0,0,2432,0,.00095750694,2021
YAR,678,1929,-9,18,0,0,2467,0,.00096441427,2021
YAR,678,1930,-9,18,0,0,2502,0,.00096454594,2021
YAR,678,1931,-9,18,0,0,2538,0,.00096656056,2021
YAR,678,1932,-9,18,0,0,2574,0,.00096177676,2021
YAR,678,1933,-9,18,0,0,2611,0,.00091935426,2021
YAR,678,1934,-9,18,0,0,2648,0,.00089342077,2021
