country_name,year,regime_bti,state_basic_bti,electfreefair_bti,effective_power_bti,freeassoc_bti,freeexpr_bti,sep_power_bti,civ_rights_bti,democracy_bti,state_bti,political_participation_bti,rule_of_law_bti,stability_dem_inst_bti,pol_soc_integr_bti
Poland,2017,5,10,10,10,9,8,8,9,8.550000190734863,9.5,9.25,8,8,8
Poland,2019,4,9.5,9,10,9,7,6,8,7.95,9.25,8.75,6.75,7,8
Poland,2021,4,9.5,7,10,8,6,5,8,7.5,9,7.75,6.25,6.5,8
Qatar,2009,2,10,3,1,4,7,3,7,4.199999809265137,8.75,3.75,4.5,2,2
Qatar,2011,2,10,2,1,4,7,2,6,4.083333492279053,8.25,3.5,4,2,2.6666667
Qatar,2013,2,10,2,1,3,6,2,6,4,8,3,4,2,3
Qatar,2015,1,10,2,1,3,5,2,6,3.833333253860474,8,2.75,3.75,2,2.6666667
Qatar,2017,1,10,2,1,2,4,2,6,3.733333349227905,8,2.25,3.75,2,2.6666667
Qatar,2019,1,10,2,1,2,4,2,6,3.9,8.5,2.25,3.75,2,3
Qatar,2021,1,10,2,1,2,4,2,6,3.9,8.5,2.25,3.75,2,3
Romania,2005,5,9.5,10,9,9,8,8,8,8.199999809265137,9.25,9,7.25,8.5,7
Romania,2007,5,10,10,9,10,8,9,9,8.550000190734863,9.5,9.25,8.25,8.5,7.25
Romania,2009,5,9.5,10,9,10,8,9,9,8.5,9.25,9.25,8.25,8.5,7.25
Romania,2011,5,10,9,9,10,8,9,9,8.550000190734863,9.5,9,8.25,8.5,7.5
Romania,2013,4,10,8,9,9,7,7,8,7.900000095367432,9.5,8.25,7.5,7.5,6.75
Romania,2015,5,9.5,8,9,9,7,8,8,8.149999618530273,9.5,8.25,8.25,8,6.75
Romania,2017,5,9.5,9,9,9,7,8,8,8.149999618530273,9.5,8.5,8.25,7.5,7
Romania,2019,4,9.5,9,8,8,7,6,8,7.65,9.25,8,6.75,7.5,6.75
Romania,2021,5,9.5,9,8,9,7,7,8,8,9.25,8.25,7.5,8,7
Russia,2005,3,6.5,6,8,5,5,4,6,5.699999809265137,7.5,6,4.75,5.5,4.75
Russia,2007,3,7.5,6,6,4,4,4,5,5.349999904632568,8,5,4.25,5.5,4
Russia,2009,3,7.5,6,7,4,4,4,5,5.25,8,5.25,4.25,5,3.75
Russia,2011,3,7,6,7,4,4,4,5,5.349999904632568,7.75,5.25,4.25,5.5,4
Russia,2013,2,7,5,2,3,4,4,5,4.400000095367432,7.75,3.5,4.25,2.5,4
Russia,2015,2,8,4,3,3,4,3,5,4.400000095367432,8,3.5,4,2.5,4
Russia,2017,2,8,4,3,3,4,3,5,4.550000190734863,8,3.5,4.25,3,4
Russia,2019,2,8,4,3,3,4,3,5,4.5,8,3.5,4,3,4
Russia,2021,2,8,4,3,3,4,3,4,4.4,8,3.5,3.5,3,4
Rwanda,2005,2,7.5,3,2,5,3,2,5,4.233333110809326,8.25,3.25,4,2,3.6666667
Rwanda,2007,1,8,4,2,4,3,4,3,3.666666746139526,7.75,3.25,3,2,2.3333333
Rwanda,2009,2,8,3,2,5,4,4,4,4.033333301544189,8,3.5,4,2,2.6666667
Rwanda,2011,1,8,2,2,4,3,4,4,3.816666603088379,8,2.75,4,2,2.3333333
Rwanda,2013,1,8,2,2,3,3,3,4,3.950000047683716,8.25,2.5,4,2,3
Rwanda,2015,1,8,2,2,3,3,3,3,3.833333253860474,8.25,2.5,3.75,2,2.6666667
Rwanda,2017,1,8,2,2,3,3,3,3,3.883333444595337,8.5,2.5,3.75,2,2.6666667
Rwanda,2019,1,8.5,2,2,3,3,3,4,3.983333333333333,9,2.5,3.75,2,2.666666666666667
Rwanda,2021,1,7.5,2,2,3,3,3,3,3.833333333333333,8.5,2.5,3.5,2,2.666666666666667
Saudi Arabia,2005,1,7.5,1,1,2,2,1,3,2.566666603088379,5.75,1.5,2.25,1,2.3333333
Saudi Arabia,2007,1,7.5,1,1,2,2,2,3,2.716666698455811,5.75,1.5,3,1,2.3333333
Saudi Arabia,2009,1,8,1,1,2,3,2,4,2.866666555404663,6,1.75,3.25,1,2.3333333
Saudi Arabia,2011,1,7.5,1,1,2,2,1,4,2.766666650772095,5.75,1.5,3.25,1,2.3333333
Saudi Arabia,2013,1,7,1,1,2,2,1,3,2.733333349227905,5.5,1.5,3,1,2.6666667
Saudi Arabia,2015,1,7,1,1,2,2,1,2,2.516666650772095,5.5,1.5,2.25,1,2.3333333
Saudi Arabia,2017,1,7.5,1,1,2,2,1,2,2.566666603088379,5.75,1.5,2.25,1,2.3333333
Saudi Arabia,2019,1,7.5,1,1,2,1,1,2,2.45,5.75,1.25,2.25,1,2
Saudi Arabia,2021,1,7.5,1,1,2,1,1,2,2.5,6,1.25,2.25,1,2
Senegal,2005,4,7,9,9,9,9,6,9,7.75,8,9,6.75,8.5,6.5
Senegal,2007,4,6.5,8,9,9,7,6,7,7.099999904632568,7.5,8.25,6,8,5.75
Senegal,2009,4,6.5,7,8,8,7,5,6,6.300000190734863,7,7.5,5.25,6.5,5.25
Senegal,2011,4,6.5,7,8,8,8,5,6,6.5,7.25,7.75,5.25,6.5,5.75
Senegal,2013,4,6.5,8,8,9,9,6,7,7.116666793823242,7.25,8.5,6.5,8,5.3333333
Senegal,2015,4,6.5,8,8,8,8,6,7,7.150000095367432,7,8,6.5,8,6.25
Senegal,2017,4,6.5,8,8,8,8,6,7,7.099999904632568,7,8,6.25,8,6.25
Senegal,2019,4,6.5,7,8,8,7,6,6,6.95,7,7.5,6,8,6.25
Senegal,2021,4,6.5,7,8,7,7,6,6,6.8,7,7.25,5.25,8,6.5
Serbia,2005,4,9,9,8,9,8,8,7,7.400000095367432,8.75,8.5,6.75,7,6
Serbia,2007,4,9,9,9,9,8,8,7,7.75,8.75,8.75,7,7.5,6.75
Serbia,2009,5,9.5,9,9,9,7,8,7,8,9.25,8.5,6.75,8,7.5
Serbia,2011,5,9.5,9,9,9,7,8,8,8.050000190734863,9.25,8.5,7,8,7.5
Serbia,2013,4,9.5,9,9,9,6,8,8,7.949999809265137,9,8.25,7.25,8,7.25
Serbia,2015,4,9.5,9,9,9,7,7,8,7.849999904632568,9,8.5,7.25,7.5,7
Serbia,2017,4,9.5,8,9,9,7,7,8,7.699999809265137,9,8.25,6.75,7.5,7
Serbia,2019,4,8.5,6,8,8,6,5,8,6.95,8.5,7,6,6.5,6.75
Serbia,2021,4,8.5,6,8,7,5,4,7,6.25,8.5,6.5,5.25,5,6
Sierra Leone,2005,4,6,9,7,8,6,4,7,6.150000095367432,7.5,7.5,4.75,6,5
Sierra Leone,2007,4,6.5,9,7,7,6,4,5,6.050000190734863,7.5,7.25,4.5,6,5
Sierra Leone,2009,4,6.5,8,7,8,6,5,6,6.316666603088379,7.5,7.25,5,6.5,5.3333333
Sierra Leone,2011,4,7,8,7,7,6,5,6,6.316666603088379,7.75,7,5,6.5,5.3333333
Sierra Leone,2013,4,7,8,7,7,7,5,7,6.566666603088379,7.75,7.25,5.5,7,5.3333333
Sierra Leone,2015,4,6.5,8,7,8,6,5,7,6.416666507720947,7.5,7.25,5.5,6.5,5.3333333
Sierra Leone,2017,4,6.5,8,7,6,6,4,6,6.150000095367432,7.5,6.75,4.75,6.5,5.25
Sierra Leone,2019,4,6.5,8,7,6,6,5,6,6.25,7.5,6.75,4.75,6.5,5.75
Sierra Leone,2021,4,6,8,7,6,6,4,5,6,7,6.75,4.25,6,6
Singapore,2005,2,10,5,2,4,4,4,6,5.349999904632568,10,3.75,6,2,5
Singapore,2007,2,10,5,2,3,3,4,6,5.366666793823242,10,3.25,6.25,2,5.3333333
Singapore,2009,2,10,5,2,3,3,4,6,5.366666793823242,10,3.25,6.25,2,5.3333333
Singapore,2011,2,10,5,2,3,3,4,6,5.316666603088379,10,3.25,6,2,5.3333333
Singapore,2013,2,10,5,2,3,3,4,6,5.550000190734863,10,3.25,6,2.5,6
Singapore,2015,2,10,5,2,3,3,3,6,5.366666793823242,10,3.25,5.75,2.5,5.3333333
Singapore,2017,2,10,5,3,3,3,3,6,5.416666507720947,10,3.5,5.75,2.5,5.3333333
Singapore,2019,2,10,5,3,3,3,3,6,5.316666666666666,10,3.5,5.75,2,5.333333333333333
Singapore,2021,2,10,5,3,3,3,3,6,5.416666666666666,10,3.5,5.75,2.5,5.333333333333333
Slovakia,2005,5,10,10,10,10,10,10,9,9.199999809265137,10,10,9,9.5,7.5
Slovakia,2007,5,10,10,10,10,10,10,10,9.199999809265137,10,10,9.25,9,7.75
Slovakia,2009,5,10,10,10,10,9,10,10,9.350000381469727,10,9.75,9.25,9.5,8.25
Slovakia,2011,5,10,10,10,10,8,9,9,9,9.75,9.5,8.5,9,8.25
Slovakia,2013,5,10,10,10,10,9,9,9,9.050000190734863,9.75,9.75,8.5,9,8.25
Slovakia,2015,5,10,10,10,10,9,8,9,8.850000381469727,9.5,9.75,8.25,8.5,8.25
Slovakia,2017,5,10,10,10,10,9,8,9,8.600000381469727,9.5,9.75,8,8,7.75
Slovakia,2019,5,10,10,10,10,8,8,9,8.65,9.75,9.5,8,8,8
Slovakia,2021,5,10,10,10,10,9,8,9,8.75,9.75,9.75,8.25,8,8
Slovenia,2005,5,10,10,10,10,10,10,9,9.550000190734863,9.75,10,9.5,9.5,9
Slovenia,2007,5,10,10,10,10,9,10,10,9.699999809265137,9.75,9.75,9.75,10,9.25
Slovenia,2009,5,10,10,10,10,9,10,10,9.75,9.75,9.75,9.75,10,9.5
Slovenia,2011,5,10,10,10,10,9,10,10,9.649999618530273,9.75,9.75,9.5,10,9.25
Slovenia,2013,5,10,10,10,10,9,10,9,9.300000190734863,9.75,9.75,9,9.5,8.5
Slovenia,2015,5,10,10,10,10,8,10,9,9.199999809265137,9.75,9.5,9.25,9.5,8
Slovenia,2017,5,10,10,10,10,8,10,9,9.25,9.5,9.5,9.25,10,8
Slovenia,2019,5,10,10,10,10,8,10,9,9.15,9.5,9.5,9,10,7.75
Slovenia,2021,5,10,10,10,8,7,9,8,8.699999999999999,9.75,8.75,8.5,9,7.5
Somalia,2005,1,1,1,1,3,3,1,1,1.583333373069763,2.25,2,1,1,1.6666667
Somalia,2007,1,1,1,1,2,3,1,1,1.433333396911621,1.75,1.75,1,1,1.6666667
Somalia,2009,1,1,1,1,2,1,1,1,1.466666698455811,1.75,1.25,1,1,2.3333333
Somalia,2011,1,1,1,1,2,1,1,1,1.266666650772095,1.75,1.25,1,1,1.3333333
Somalia,2013,1,1,1,1,2,2,1,1,1.416666626930237,2.25,1.5,1,1,1.3333333
Somalia,2015,1,1,1,1,2,2,1,1,1.5,2,1.5,1,1,2
Somalia,2017,1,1,1,1,2,2,1,1,1.433333396911621,2,1.5,1,1,1.6666667
Somalia,2019,1,1,1,2,2,2,1,1,1.483333333333333,2,1.75,1,1,1.666666666666667
Somalia,2021,1,1.5,1,2,2,2,2,1,1.65,2.25,1.75,1.25,1,2
South Africa,2005,5,8.5,10,10,9,10,9,7,8.699999809265137,9,9.75,8,9,7.75
South Africa,2007,5,8.5,10,10,10,10,9,8,8.600000381469727,9,10,8,8.5,7.5
South Africa,2009,4,7.5,9,8,9,8,7,7,7.599999904632568,8,8.5,6.75,7,7.75
South Africa,2011,4,7.5,8,8,9,8,7,7,7.75,8.25,8.25,7,8,7.25
South Africa,2013,4,7,8,8,8,8,7,7,7.5,7.75,8,7.25,7,7.5
South Africa,2015,4,7,8,8,7,8,7,7,7.599999904632568,7.75,7.75,7.25,8,7.25
South Africa,2017,4,7.5,8,8,7,7,7,8,7.599999904632568,8,7.5,7.5,8,7
South Africa,2019,4,7.5,8,7,8,8,7,7,7.45,8,7.75,7.25,7.5,6.75
South Africa,2021,4,7.5,9,9,8,8,7,7,7.7,8.25,8.5,7.25,8,6.5
South Korea,2005,5,10,10,10,8,9,8,9,8.899999618530273,10,9.25,8.5,8.5,8.25
South Korea,2007,5,10,10,10,8,9,8,9,8.850000381469727,10,9.25,8.25,8.5,8.25
South Korea,2009,5,10,10,10,8,8,9,9,8.899999618530273,10,9,8.75,8.5,8.25
South Korea,2011,5,10,10,10,8,7,9,8,8.699999809265137,10,8.75,8.5,8.5,7.75
South Korea,2013,5,10,10,10,8,7,9,8,8.600000381469727,10,8.75,8.25,8.5,7.5
South Korea,2015,5,10,9,10,7,7,9,8,8.5,10,8.25,8.25,8.5,7.5
South Korea,2017,5,10,9,10,7,7,9,8,8.449999809265137,10,8.25,8.25,8.5,7.25
South Korea,2019,5,10,9,10,7,8,9,8,8.6,10,8.5,8.5,8.5,7.5
South Korea,2021,5,10,9,10,7,8,9,8,8.6,10,8.5,8.5,8.5,7.5
South Sudan,2013,1,3.5,4,3,4,4,3,4,3.733333349227905,6.25,3.75,3,3,2.6666667
South Sudan,2015,1,3,3,2,3,3,3,3,3.283333301544189,5.25,2.75,2.75,3,2.6666667
South Sudan,2017,1,2.5,1,1,3,3,2,2,2.616666555404663,5,2,2.25,1.5,2.3333333
South Sudan,2019,1,2.5,1,1,3,2,2,2,2.666666666666667,5,1.75,2.25,2,2.333333333333333
South Sudan,2021,1,2,1,1,3,3,2,2,2.666666666666667,4.75,2,2.25,2,2.333333333333333
Sri Lanka,2005,4,5,7,6,7,7,7,5,6,5.25,6.75,6,6,6
Sri Lanka,2007,4,5.5,7,6,7,7,7,5,6.300000190734863,6,6.75,6.25,6.5,6
Sri Lanka,2009,3,7,6,8,6,5,6,4,5.949999809265137,6.5,6.25,5,6,6
Sri Lanka,2011,2,8,6,3,5,5,4,3,4.883333206176758,7.25,4.75,3.75,3,5.6666667
Sri Lanka,2013,2,8,5,3,5,4,3,3,4.566666603088379,7.25,4.25,3,3,5.3333333
Sri Lanka,2015,2,8,6,3,5,4,3,4,4.666666507720947,7.25,4.5,3.25,3,5.3333333
Sri Lanka,2017,4,8,8,7,7,7,7,5,6.550000190734863,7.25,7.25,6,6,6.25
Sri Lanka,2019,4,8,8,7,7,7,6,6,6.65,7.25,7.25,6.5,6,6.25
Sri Lanka,2021,4,8,8,7,6,7,5,6,6.25,7,7,5.75,5.5,6
Sudan,2005,1,2.5,2,1,3,2,3,2,2.299999952316284,3,2,2.5,1,3
Sudan,2007,1,3,1,1,4,4,2,1,2.133333444595337,3,2.5,1.5,1,2.6666667
Sudan,2009,1,3.5,2,1,6,5,2,1,3.016666650772095,3.5,3.5,1.75,2,4.3333333
Sudan,2011,1,3.5,3,2,4,3,3,2,2.866666555404663,3.5,3,2.5,2,3.3333333
Sudan,2013,1,3,3,2,4,3,3,1,2.450000047683716,3,3,2.25,1,3
Sudan,2015,1,3,3,2,3,3,3,1,2.483333349227905,3,2.75,2,2,2.6666667
Sudan,2017,1,3.5,2,2,3,3,2,1,2.233333349227905,3.25,2.5,1.75,1,2.6666667
Sudan,2019,1,3,2,1,3,3,1,1,2.016666666666667,2.5,2.25,1,1,3.333333333333333
Sudan,2021,1,2.5,2,1,6,5,2,3,3.016666666666667,3.25,3.5,2.5,1.5,4.333333333333333
Syria,2005,1,7,2,1,2,1,2,3,3,7,1.5,2.5,1,3
Syria,2007,1,7,2,1,2,2,1,2,2.599999904632568,6.75,1.75,1.5,1,2
Syria,2009,1,7,3,2,2,2,2,2,3.233333349227905,7,2.25,2.25,2,2.6666667
Syria,2011,1,7,2,2,2,2,2,2,3.183333396911621,7,2,2.25,2,2.6666667
Syria,2013,1,2,2,1,2,2,2,1,2.033333301544189,4.25,1.75,1.5,1,1.6666667
Syria,2015,1,1,2,1,2,2,2,1,1.700000047683716,2.25,1.75,1.5,1,2
Syria,2017,1,1.5,2,1,2,2,2,1,1.75,2.5,1.75,1.5,1,2
Syria,2019,1,2,2,1,1,2,2,1,1.8,3,1.5,1.5,1,2
Syria,2021,1,1.5,2,1,1,2,2,1,1.8,3,1.5,1.5,1,2
Taiwan,2005,5,10,10,10,10,10,10,10,9.350000381469727,10,10,9.75,8.5,8.5
Taiwan,2007,5,10,10,10,10,10,10,10,9.449999809265137,10,10,9.75,9,8.5
Taiwan,2009,5,10,10,10,10,10,10,10,9.5,10,10,9.75,9,8.75
Taiwan,2011,5,10,10,10,10,10,10,10,9.649999618530273,10,10,10,9.5,8.75
Taiwan,2013,5,10,10,10,10,9,10,10,9.649999618530273,10,9.75,10,9.5,9
Taiwan,2015,5,10,10,10,10,9,10,10,9.550000190734863,10,9.75,10,9.5,8.5
Taiwan,2017,5,10,10,10,10,9,10,10,9.550000190734863,10,9.75,10,9.5,8.5
Taiwan,2019,5,10,10,10,10,9,10,10,9.550000000000001,10,9.75,10,9.5,8.5
Taiwan,2021,5,10,10,10,10,9,10,10,9.6,10,9.75,10,9.5,8.75
Tajikistan,2005,1,3.5,3,1,3,4,4,4,3.5,5.75,2.75,3.5,2.5,3
Tajikistan,2007,1,5.5,3,2,3,4,3,4,3.733333349227905,6.75,3,3.25,2,3.6666667
Tajikistan,2009,1,6.5,3,2,4,3,3,3,3.666666746139526,7.25,3,2.75,2,3.3333333
Tajikistan,2011,1,6.5,3,2,3,3,2,4,3.5,7,2.75,2.75,2,3
Tajikistan,2013,1,6.5,3,2,3,3,3,4,3.599999904632568,7.25,2.75,3,2,3
Tajikistan,2015,1,7.5,2,2,3,3,3,3,3.549999952316284,7.5,2.5,2.75,2,3
Tajikistan,2017,1,7.5,1,2,2,2,2,2,2.983333349227905,7.5,1.75,2,1,2.6666667
Tajikistan,2019,1,7.5,1,2,2,2,2,2,2.916666666666667,7.5,1.75,2,1,2.333333333333333
Tajikistan,2021,1,7.5,1,2,2,2,2,2,2.916666666666667,7.5,1.75,2,1,2.333333333333333
Tanzania,2005,4,7,7,8,7,6,8,6,6.449999809265137,7.75,7,5.75,6,5.75
Tanzania,2007,4,7.5,7,9,6,7,6,7,6.849999904632568,8.25,7.25,6.25,7,5.5
Tanzania,2009,4,6.5,6,7,6,6,7,6,6.150000095367432,7.25,6.25,6,6,5.25
Tanzania,2011,4,6.5,7,8,6,6,7,6,6.300000190734863,7.25,6.75,6,6,5.5
Tanzania,2013,4,6,7,8,6,6,6,6,6.050000190734863,7,6.75,5.5,6,5
Tanzania,2015,4,7,7,8,6,6,6,6,6.150000095367432,7.25,6.75,5.5,6,5.25
Tanzania,2017,4,6.5,6,8,6,6,6,6,6.099999904632568,7,6.5,5.5,6,5.5
Tanzania,2019,4,7.5,6,8,5,5,4,4,6.05,7.75,6,5,6,5.5
Tanzania,2021,2,7,4,3,5,4,3,3,4.75,7.5,4,4.25,3,5
Thailand,2005,4,7.5,7,9,7,6,6,7,6.849999904632568,7.25,7.25,6.5,7,6.25
Thailand,2007,2,7.5,2,2,6,5,3,7,4.916666507720947,7.25,3.75,5.75,2.5,5.3333333
Thailand,2009,3,7,6,4,7,5,5,6,5.349999904632568,7,5.5,5.5,4,4.75
Thailand,2011,2,6.5,6,2,5,5,4,4,4.733333110809326,6.75,4.5,4.75,3,4.6666667
Thailand,2013,3,6.5,6,4,6,4,4,4,5.050000190734863,6.5,5,4.5,4.5,4.75
Thailand,2015,1,7,1,1,2,2,2,3,3.299999952316284,6.75,1.5,3.25,1,4
Thailand,2017,1,7,1,1,2,2,2,3,3.25,6.75,1.5,3,1,4
Thailand,2019,1,7,1,1,2,2,2,4,3.3,6.75,1.5,3.25,1,4
Thailand,2021,1,7,3,3,2,2,2,3,3.85,6.75,2.5,3,3,4
Timor,2019,4,7.5,9,8,9,8,7,7,7.55,8.25,8.5,7,8,6
Timor,2021,4,7.5,9,9,10,8,8,7,7.65,8.25,9,7,8,6
Togo,2005,1,7.5,3,3,4,4,3,2,3.716666698455811,8.25,3.5,2.5,2,2.3333333
Togo,2007,1,7.5,3,2,5,4,3,3,3.900000095367432,8.25,3.5,2.75,2,3
Togo,2009,2,7,5,2,6,6,4,5,4.683333396911621,8,4.75,4,2,4.6666667
Togo,2011,2,7,5,2,6,6,4,5,5,8,4.75,4.25,3,5
Togo,2013,2,7,4,2,6,5,4,5,4.849999904632568,7.75,4.25,4.25,3,5
Togo,2015,2,7,4,2,6,5,3,5,4.800000190734863,7.75,4.25,4,3,5
Togo,2017,2,7.5,5,3,6,5,4,5,5.066666603088379,8,4.75,4.25,3,5.3333333
Togo,2019,2,7,5,3,4,5,4,5,4.866666666666666,7.75,4.25,4,3,5.333333333333333
Togo,2021,2,6.5,5,3,5,5,4,4,4.866666666666666,7.75,4.5,3.75,3,5.333333333333333
Trinidad and Tobago,2019,5,7.5,10,9,9,9,8,8,8.449999999999999,8.25,9.25,7.25,9.5,8
Trinidad and Tobago,2021,5,7.5,10,9,9,9,8,8,8.4,8.25,9.25,7.25,9.5,7.75
Tunisia,2005,1,9,2,2,3,1,2,4,3.833333253860474,9,2,3.5,1,3.6666667
Tunisia,2007,1,9,2,2,3,1,2,4,3.950000047683716,9.25,2,3.5,2,3
Tunisia,2009,1,7.5,3,2,3,2,3,4,3.783333301544189,8,2.5,3.75,2,2.6666667
Tunisia,2011,1,7.5,3,2,4,3,3,4,3.849999904632568,7.75,3,3.5,2,3
Tunisia,2013,3,7,8,8,7,6,6,5,5.800000190734863,7.25,7.25,5,4.5,5
Tunisia,2015,4,7,9,8,7,6,7,5,6.300000190734863,7.5,7.5,5.5,5.5,5.5
Tunisia,2017,4,7,9,8,7,6,7,6,6.5,7.5,7.5,5.75,6,5.75
Tunisia,2019,4,7.5,9,8,7,6,6,6,6.55,7.75,7.5,5.5,6.5,5.5
Tunisia,2021,4,7.5,8,8,7,6,6,6,6.55,7.75,7.25,5.75,6.5,5.5
Turkey,2005,4,8,8,7,7,6,7,6,7.050000190734863,7.75,7,6.25,8,6.25
Turkey,2007,4,8,8,7,7,6,8,6,7.050000190734863,7.75,7,6.75,7,6.75
Turkey,2009,4,8.5,8,8,8,7,8,7,7.650000095367432,8,7.75,7.25,8,7.25
Turkey,2011,4,8.5,8,9,7,7,9,7,7.650000095367432,7.75,7.75,7.5,8,7.25
Turkey,2013,4,8.5,8,10,7,6,8,7,7.550000190734863,7.75,7.75,7.25,8,7
Turkey,2015,4,8.5,8,10,6,5,7,6,7.25,7.75,7.25,6.25,8,7
Turkey,2017,3,7,7,9,4,4,4,4,5.550000190734863,6.75,6,4.25,5,5.75
Turkey,2019,2,7.5,6,10,4,3,3,3,4.916666666666666,7,5.75,3.5,3,5.333333333333333
Turkey,2021,2,7.5,6,10,4,3,3,3,4.8,6.75,5.75,3.5,3,5
Turkmenistan,2005,1,7,1,1,1,1,2,1,2.583333253860474,7.25,1,2,1,1.6666667
Turkmenistan,2007,1,7.5,2,1,1,1,2,1,2.783333301544189,7.75,1.25,2.25,1,1.6666667
Turkmenistan,2009,1,7.5,2,1,1,1,2,1,2.783333301544189,7.75,1.25,2.25,1,1.6666667
Turkmenistan,2011,1,7.5,2,2,1,1,2,1,2.833333253860474,7.75,1.5,2.25,1,1.6666667
Turkmenistan,2013,1,7.5,1,2,1,1,2,1,2.783333301544189,7.75,1.25,2.25,1,1.6666667
Turkmenistan,2015,1,8,1,1,1,1,2,2,2.849999904632568,8,1,2.25,1,2
Turkmenistan,2017,1,8,1,1,1,1,2,2,2.849999904632568,8,1,2.25,1,2
Turkmenistan,2019,1,8,1,1,1,1,2,1,2.75,8,1,1.75,1,2
Turkmenistan,2021,1,7.5,1,1,1,1,2,1,2.7,7.75,1,1.75,1,2
Uganda,2005,2,4.5,4,3,5,7,7,6,5.300000190734863,6.5,4.75,6.25,3,6
Uganda,2007,4,6.5,7,6,7,8,6,7,6.800000190734863,7.5,7,6.5,6.5,6.5
Uganda,2009,4,7,6,8,6,6,7,6,6.849999904632568,7.75,6.5,6.5,7,6.5
Uganda,2011,4,7.5,6,7,6,5,6,6,6.699999809265137,7.75,6,6,7,6.75
Uganda,2013,4,7.5,6,7,5,6,6,7,6.900000095367432,7.75,6,6.25,7.5,7
Uganda,2015,4,7.5,6,6,5,5,6,6,6.599999904632568,7.75,5.5,5.75,7,7
Uganda,2017,2,7,5,3,5,5,5,6,5.433333396911621,7.5,4.5,5.5,3,6.6666667
Uganda,2019,2,6.5,5,3,4,5,4,6,5.166666666666666,7,4.25,5.25,3,6.333333333333333
Uganda,2021,2,6,4,3,4,4,4,5,4.85,6.75,3.75,4.75,3,6
Ukraine,2005,4,6.5,8,7,9,7,7,8,7.099999904632568,8,7.75,7,6.5,6.25
Ukraine,2007,4,8,8,7,8,8,7,8,7.349999904632568,8.75,7.75,6.75,7.5,6
Ukraine,2009,4,8.5,8,7,8,8,6,8,7,8.75,7.75,6.25,6.5,5.75
Ukraine,2011,4,8.5,7,6,5,6,5,6,6.099999904632568,8.75,6,5,5.5,5.25
Ukraine,2013,4,8.5,6,6,6,6,5,6,6.099999904632568,8.75,6,5,5.5,5.25
Ukraine,2015,4,6,8,6,9,8,7,7,6.75,7.25,7.75,6.25,7,5.5
Ukraine,2017,4,6.5,8,6,9,7,7,7,6.900000095367432,7.5,7.5,6.25,7.5,5.75
Ukraine,2019,4,6.5,8,6,9,7,7,7,6.9,7.5,7.5,6.25,7.5,5.75
Ukraine,2021,4,6.5,8,6,9,7,6,7,6.8,7.5,7.5,5.5,7.5,6
United Arab Emirates,2005,1,8.5,1,1,2,4,1,6,3.200000047683716,7.25,2,3.75,1,2
United Arab Emirates,2007,1,9,1,1,3,4,2,6,3.466666698455811,7.5,2.25,4.25,1,2.3333333
United Arab Emirates,2009,2,9,3,1,3,5,2,6,4.150000095367432,8.25,3,4.5,2,3
United Arab Emirates,2011,2,9,2,1,3,4,1,6,4.166666507720947,8,2.5,4.5,2.5,3.3333333
United Arab Emirates,2013,1,9,2,1,3,3,2,5,3.950000047683716,7.75,2.25,4.25,2.5,3
United Arab Emirates,2015,1,10,2,1,2,2,2,4,3.950000047683716,8.5,1.75,4,2.5,3
United Arab Emirates,2017,2,10,2,1,2,3,2,4,4,8.5,2,4,2.5,3
United Arab Emirates,2019,1,10,2,1,2,2,2,5,3.9,8.5,1.75,4.25,2,3
United Arab Emirates,2021,2,10,2,1,2,2,2,5,4.1,8.75,1.75,4.5,2.5,3
Uruguay,2005,5,10,10,10,10,10,10,10,9.899999618530273,10,10,10,10,9.5
Uruguay,2007,5,10,10,10,10,10,10,10,9.899999618530273,10,10,10,10,9.5
Uruguay,2009,5,10,10,10,10,10,10,10,9.899999618530273,10,10,10,10,9.5
Uruguay,2011,5,10,10,10,10,10,10,10,9.949999809265137,10,10,10,10,9.75
Uruguay,2013,5,10,10,10,10,10,10,10,9.949999809265137,10,10,10,10,9.75
Uruguay,2015,5,10,10,10,10,10,10,10,9.949999809265137,10,10,10,10,9.75
Uruguay,2017,5,10,10,10,10,10,10,10,9.949999809265137,10,10,10,10,9.75
Uruguay,2019,5,10,10,10,10,10,10,10,9.9,10,10,10,10,9.5
Uruguay,2021,5,10,10,10,10,10,10,10,9.949999999999999,10,10,10,10,9.75
Uzbekistan,2005,1,6,2,1,2,2,2,2,3.133333444595337,6.75,1.75,2.5,2,2.6666667
Uzbekistan,2007,1,6.5,2,2,3,2,2,2,3.216666698455811,7.25,2.25,2.25,2,2.3333333
Uzbekistan,2009,1,6.5,2,2,2,2,2,2,2.900000095367432,7.25,2,2.25,1,2
Uzbekistan,2011,1,6.5,2,2,2,2,2,2,2.849999904632568,7,2,2.25,1,2
Uzbekistan,2013,1,6.5,1,2,2,2,2,2,2.849999904632568,7.25,1.75,2.25,1,2
Uzbekistan,2015,1,7.5,2,2,2,2,2,2,3.016666650772095,7.5,2,2.25,1,2.3333333
Uzbekistan,2017,1,7.5,2,2,3,2,2,2,3.166666746139526,8,2.25,2.25,1,2.3333333
Uzbekistan,2019,1,7.5,2,2,3,3,3,3,3.633333333333334,7.75,2.5,3.25,2,2.666666666666667
Uzbekistan,2021,1,8,2,2,3,3,3,3,3.733333333333333,8,2.5,3.5,2,2.666666666666667
