"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"80 years"	"80"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Female"	"F"	38070	4279738	889.5
	"80 years"	"80"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Male"	"M"	43545	3305525	1317.3
	"80 years"	"80"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"Female"	"F"	390	4279738	9.1
	"80 years"	"80"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"Male"	"M"	732	3305525	22.1
	"80 years"	"80"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"Female"	"F"	450	4279738	10.5
	"80 years"	"80"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"Male"	"M"	1438	3305525	43.5
	"80 years"	"80"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Female"	"F"	541	4279738	12.6
	"80 years"	"80"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Male"	"M"	811	3305525	24.5
	"80 years"	"80"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Female"	"F"	2987	4279738	69.8
	"80 years"	"80"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Male"	"M"	3322	3305525	100.5
	"80 years"	"80"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Female"	"F"	1247	4279738	29.1
	"80 years"	"80"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Male"	"M"	1891	3305525	57.2
	"80 years"	"80"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Female"	"F"	3341	4279738	78.1
	"80 years"	"80"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Male"	"M"	3116	3305525	94.3
	"80 years"	"80"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"Female"	"F"	70	4279738	1.6
	"80 years"	"80"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"Male"	"M"	356	3305525	10.8
	"80 years"	"80"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Female"	"F"	9739	4279738	227.6
	"80 years"	"80"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Male"	"M"	10670	3305525	322.8
	"80 years"	"80"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Female"	"F"	380	4279738	8.9
	"80 years"	"80"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Male"	"M"	697	3305525	21.1
	"80 years"	"80"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"Female"	"F"	4480	4279738	104.7
	"80 years"	"80"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"Male"	"M"	74	3305525	2.2
	"80 years"	"80"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"Female"	"F"	260	4279738	6.1
	"80 years"	"80"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Female"	"F"	1371	4279738	32.0
	"80 years"	"80"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Female"	"F"	1697	4279738	39.7
	"80 years"	"80"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"Male"	"M"	5451	3305525	164.9
	"80 years"	"80"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Female"	"F"	661	4279738	15.4
	"80 years"	"80"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Male"	"M"	1216	3305525	36.8
	"80 years"	"80"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Female"	"F"	760	4279738	17.8
	"80 years"	"80"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Male"	"M"	2063	3305525	62.4
	"80 years"	"80"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Female"	"F"	752	4279738	17.6
	"80 years"	"80"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Male"	"M"	880	3305525	26.6
	"80 years"	"80"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Female"	"F"	4016	4279738	93.8
	"80 years"	"80"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Male"	"M"	5430	3305525	164.3
	"80 years"	"80"	"Hodgkin disease (C81)"	"GR113-038"	"Female"	"F"	49	4279738	1.1
	"80 years"	"80"	"Hodgkin disease (C81)"	"GR113-038"	"Male"	"M"	67	3305525	2.0
	"80 years"	"80"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Female"	"F"	1506	4279738	35.2
	"80 years"	"80"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Male"	"M"	1871	3305525	56.6
	"80 years"	"80"	"Leukemia (C91-C95)"	"GR113-040"	"Female"	"F"	1460	4279738	34.1
	"80 years"	"80"	"Leukemia (C91-C95)"	"GR113-040"	"Male"	"M"	2298	3305525	69.5
	"80 years"	"80"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"Female"	"F"	986	4279738	23.0
	"80 years"	"80"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"Male"	"M"	1180	3305525	35.7
	"80 years"	"80"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	"Female"	"F"	15	4279738	Unreliable
	"80 years"	"80"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	"Male"	"M"	14	3305525	Unreliable
	"80 years"	"80"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Female"	"F"	4928	4279738	115.1
	"80 years"	"80"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Male"	"M"	5398	3305525	163.3
	"80 years"	"80"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Female"	"F"	1094	4279738	25.6
	"80 years"	"80"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Male"	"M"	1467	3305525	44.4
	"81 years"	"81"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Female"	"F"	36384	3931512	925.4
	"81 years"	"81"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Male"	"M"	41560	2969786	1399.4
	"81 years"	"81"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"Female"	"F"	351	3931512	8.9
	"81 years"	"81"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"Male"	"M"	692	2969786	23.3
	"81 years"	"81"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"Female"	"F"	364	3931512	9.3
	"81 years"	"81"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"Male"	"M"	1340	2969786	45.1
	"81 years"	"81"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Female"	"F"	502	3931512	12.8
	"81 years"	"81"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Male"	"M"	786	2969786	26.5
	"81 years"	"81"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Female"	"F"	2963	3931512	75.4
	"81 years"	"81"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Male"	"M"	3068	2969786	103.3
	"81 years"	"81"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Female"	"F"	1226	3931512	31.2
	"81 years"	"81"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Male"	"M"	1661	2969786	55.9
	"81 years"	"81"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Female"	"F"	3177	3931512	80.8
	"81 years"	"81"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Male"	"M"	2933	2969786	98.8
	"81 years"	"81"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"Female"	"F"	85	3931512	2.2
	"81 years"	"81"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"Male"	"M"	271	2969786	9.1
	"81 years"	"81"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Female"	"F"	9085	3931512	231.1
	"81 years"	"81"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Male"	"M"	10001	2969786	336.8
	"81 years"	"81"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Female"	"F"	301	3931512	7.7
	"81 years"	"81"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Male"	"M"	713	2969786	24.0
	"81 years"	"81"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"Female"	"F"	4293	3931512	109.2
	"81 years"	"81"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"Male"	"M"	58	2969786	2.0
	"81 years"	"81"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"Female"	"F"	217	3931512	5.5
	"81 years"	"81"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Female"	"F"	1332	3931512	33.9
	"81 years"	"81"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Female"	"F"	1540	3931512	39.2
	"81 years"	"81"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"Male"	"M"	5499	2969786	185.2
	"81 years"	"81"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Female"	"F"	613	3931512	15.6
	"81 years"	"81"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Male"	"M"	1149	2969786	38.7
	"81 years"	"81"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Female"	"F"	742	3931512	18.9
	"81 years"	"81"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Male"	"M"	2090	2969786	70.4
	"81 years"	"81"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Female"	"F"	721	3931512	18.3
	"81 years"	"81"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Male"	"M"	822	2969786	27.7
	"81 years"	"81"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Female"	"F"	4081	3931512	103.8
	"81 years"	"81"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Male"	"M"	5327	2969786	179.4
	"81 years"	"81"	"Hodgkin disease (C81)"	"GR113-038"	"Female"	"F"	48	3931512	1.2
	"81 years"	"81"	"Hodgkin disease (C81)"	"GR113-038"	"Male"	"M"	72	2969786	2.4
	"81 years"	"81"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Female"	"F"	1510	3931512	38.4
	"81 years"	"81"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Male"	"M"	1869	2969786	62.9
	"81 years"	"81"	"Leukemia (C91-C95)"	"GR113-040"	"Female"	"F"	1543	3931512	39.2
	"81 years"	"81"	"Leukemia (C91-C95)"	"GR113-040"	"Male"	"M"	2160	2969786	72.7
	"81 years"	"81"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"Female"	"F"	971	3931512	24.7
	"81 years"	"81"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"Male"	"M"	1213	2969786	40.8
	"81 years"	"81"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	"Male"	"M"	13	2969786	Unreliable
	"81 years"	"81"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Female"	"F"	4791	3931512	121.9
	"81 years"	"81"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Male"	"M"	5150	2969786	173.4
	"81 years"	"81"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Female"	"F"	1177	3931512	29.9
	"81 years"	"81"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Male"	"M"	1429	2969786	48.1
	"82 years"	"82"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Female"	"F"	35907	3642141	985.9
	"82 years"	"82"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Male"	"M"	39860	2684864	1484.6
	"82 years"	"82"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"Female"	"F"	374	3642141	10.3
	"82 years"	"82"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"Male"	"M"	676	2684864	25.2
	"82 years"	"82"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"Female"	"F"	388	3642141	10.7
	"82 years"	"82"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"Male"	"M"	1186	2684864	44.2
	"82 years"	"82"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Female"	"F"	536	3642141	14.7
	"82 years"	"82"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Male"	"M"	759	2684864	28.3
	"82 years"	"82"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Female"	"F"	3102	3642141	85.2
	"82 years"	"82"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Male"	"M"	2971	2684864	110.7
	"82 years"	"82"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Female"	"F"	1189	3642141	32.6
	"82 years"	"82"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Male"	"M"	1645	2684864	61.3
	"82 years"	"82"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Female"	"F"	3006	3642141	82.5
	"82 years"	"82"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Male"	"M"	2826	2684864	105.3
	"82 years"	"82"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"Female"	"F"	63	3642141	1.7
	"82 years"	"82"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"Male"	"M"	308	2684864	11.5
	"82 years"	"82"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Female"	"F"	8690	3642141	238.6
	"82 years"	"82"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Male"	"M"	8970	2684864	334.1
	"82 years"	"82"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Female"	"F"	332	3642141	9.1
	"82 years"	"82"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Male"	"M"	705	2684864	26.3
	"82 years"	"82"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"Female"	"F"	4314	3642141	118.4
	"82 years"	"82"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"Male"	"M"	68	2684864	2.5
	"82 years"	"82"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"Female"	"F"	207	3642141	5.7
	"82 years"	"82"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Female"	"F"	1202	3642141	33.0
	"82 years"	"82"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Female"	"F"	1645	3642141	45.2
	"82 years"	"82"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"Male"	"M"	5634	2684864	209.8
	"82 years"	"82"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Female"	"F"	625	3642141	17.2
	"82 years"	"82"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Male"	"M"	1071	2684864	39.9
	"82 years"	"82"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Female"	"F"	805	3642141	22.1
	"82 years"	"82"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Male"	"M"	2050	2684864	76.4
	"82 years"	"82"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Female"	"F"	691	3642141	19.0
	"82 years"	"82"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Male"	"M"	717	2684864	26.7
	"82 years"	"82"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Female"	"F"	3853	3642141	105.8
	"82 years"	"82"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Male"	"M"	5176	2684864	192.8
	"82 years"	"82"	"Hodgkin disease (C81)"	"GR113-038"	"Female"	"F"	56	3642141	1.5
	"82 years"	"82"	"Hodgkin disease (C81)"	"GR113-038"	"Male"	"M"	57	2684864	2.1
	"82 years"	"82"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Female"	"F"	1403	3642141	38.5
	"82 years"	"82"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Male"	"M"	1793	2684864	66.8
	"82 years"	"82"	"Leukemia (C91-C95)"	"GR113-040"	"Female"	"F"	1434	3642141	39.4
	"82 years"	"82"	"Leukemia (C91-C95)"	"GR113-040"	"Male"	"M"	2144	2684864	79.9
	"82 years"	"82"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"Female"	"F"	947	3642141	26.0
	"82 years"	"82"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"Male"	"M"	1172	2684864	43.7
	"82 years"	"82"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	"Female"	"F"	13	3642141	Unreliable
	"82 years"	"82"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	"Male"	"M"	10	2684864	Unreliable
	"82 years"	"82"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Female"	"F"	4885	3642141	134.1
	"82 years"	"82"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Male"	"M"	5098	2684864	189.9
	"82 years"	"82"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Female"	"F"	1207	3642141	33.1
	"82 years"	"82"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Male"	"M"	1514	2684864	56.4
	"83 years"	"83"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Female"	"F"	34810	3381580	1029.4
	"83 years"	"83"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Male"	"M"	38432	2426288	1584.0
	"83 years"	"83"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"Female"	"F"	390	3381580	11.5
	"83 years"	"83"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"Male"	"M"	631	2426288	26.0
	"83 years"	"83"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"Female"	"F"	395	3381580	11.7
	"83 years"	"83"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"Male"	"M"	1108	2426288	45.7
	"83 years"	"83"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Female"	"F"	508	3381580	15.0
	"83 years"	"83"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Male"	"M"	693	2426288	28.6
	"83 years"	"83"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Female"	"F"	3204	3381580	94.7
	"83 years"	"83"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Male"	"M"	3050	2426288	125.7
	"83 years"	"83"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Female"	"F"	1114	3381580	32.9
	"83 years"	"83"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Male"	"M"	1467	2426288	60.5
	"83 years"	"83"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Female"	"F"	3099	3381580	91.6
	"83 years"	"83"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Male"	"M"	2501	2426288	103.1
	"83 years"	"83"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"Female"	"F"	65	3381580	1.9
	"83 years"	"83"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"Male"	"M"	271	2426288	11.2
	"83 years"	"83"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Female"	"F"	8154	3381580	241.1
	"83 years"	"83"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Male"	"M"	8487	2426288	349.8
	"83 years"	"83"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Female"	"F"	311	3381580	9.2
	"83 years"	"83"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Male"	"M"	674	2426288	27.8
	"83 years"	"83"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"Female"	"F"	4069	3381580	120.3
	"83 years"	"83"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"Male"	"M"	58	2426288	2.4
	"83 years"	"83"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"Female"	"F"	188	3381580	5.6
	"83 years"	"83"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Female"	"F"	1188	3381580	35.1
	"83 years"	"83"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Female"	"F"	1516	3381580	44.8
	"83 years"	"83"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"Male"	"M"	5707	2426288	235.2
	"83 years"	"83"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Female"	"F"	660	3381580	19.5
	"83 years"	"83"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Male"	"M"	1106	2426288	45.6
	"83 years"	"83"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Female"	"F"	722	3381580	21.4
	"83 years"	"83"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Male"	"M"	2053	2426288	84.6
	"83 years"	"83"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Female"	"F"	613	3381580	18.1
	"83 years"	"83"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Male"	"M"	690	2426288	28.4
	"83 years"	"83"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Female"	"F"	3964	3381580	117.2
	"83 years"	"83"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Male"	"M"	5068	2426288	208.9
	"83 years"	"83"	"Hodgkin disease (C81)"	"GR113-038"	"Female"	"F"	61	3381580	1.8
	"83 years"	"83"	"Hodgkin disease (C81)"	"GR113-038"	"Male"	"M"	74	2426288	3.0
	"83 years"	"83"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Female"	"F"	1457	3381580	43.1
	"83 years"	"83"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Male"	"M"	1805	2426288	74.4
	"83 years"	"83"	"Leukemia (C91-C95)"	"GR113-040"	"Female"	"F"	1428	3381580	42.2
	"83 years"	"83"	"Leukemia (C91-C95)"	"GR113-040"	"Male"	"M"	2087	2426288	86.0
	"83 years"	"83"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"Female"	"F"	1008	3381580	29.8
	"83 years"	"83"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"Male"	"M"	1093	2426288	45.0
	"83 years"	"83"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	"Female"	"F"	10	3381580	Unreliable
	"83 years"	"83"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Female"	"F"	4650	3381580	137.5
	"83 years"	"83"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Male"	"M"	4868	2426288	200.6
	"83 years"	"83"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Female"	"F"	1253	3381580	37.1
	"83 years"	"83"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Male"	"M"	1470	2426288	60.6
	"84 years"	"84"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Female"	"F"	33349	3094165	1077.8
	"84 years"	"84"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Male"	"M"	36516	2154481	1694.9
	"84 years"	"84"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"Female"	"F"	343	3094165	11.1
	"84 years"	"84"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"Male"	"M"	564	2154481	26.2
	"84 years"	"84"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"Female"	"F"	396	3094165	12.8
	"84 years"	"84"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"Male"	"M"	1049	2154481	48.7
	"84 years"	"84"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Female"	"F"	551	3094165	17.8
	"84 years"	"84"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Male"	"M"	652	2154481	30.3
	"84 years"	"84"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Female"	"F"	3133	3094165	101.3
	"84 years"	"84"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Male"	"M"	2892	2154481	134.2
	"84 years"	"84"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Female"	"F"	1128	3094165	36.5
	"84 years"	"84"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Male"	"M"	1380	2154481	64.1
	"84 years"	"84"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Female"	"F"	2887	3094165	93.3
	"84 years"	"84"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Male"	"M"	2405	2154481	111.6
	"84 years"	"84"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"Female"	"F"	79	3094165	2.6
	"84 years"	"84"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"Male"	"M"	243	2154481	11.3
	"84 years"	"84"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Female"	"F"	7494	3094165	242.2
