"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"85 years"	"85"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	1091	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	5780	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	2315	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	4916	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	299	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	13871	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant melanoma of skin (C43)"	"GR113-028"	943	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasm of breast (C50)"	"GR113-029"	3957	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	161	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	986	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	1199	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	5597	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	1610	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	2780	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	1094	Not Applicable	Not Applicable
	"85 years"	"85"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	8395	Not Applicable	Not Applicable
	"85 years"	"85"	"Hodgkin disease (C81)"	"GR113-038"	112	Not Applicable	Not Applicable
	"85 years"	"85"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	3073	Not Applicable	Not Applicable
	"85 years"	"85"	"Leukemia (C91-C95)"	"GR113-040"	3281	Not Applicable	Not Applicable
	"85 years"	"85"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	1904	Not Applicable	Not Applicable
	"85 years"	"85"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	25	Not Applicable	Not Applicable
	"85 years"	"85"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	9074	Not Applicable	Not Applicable
	"85 years"	"85"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	2613	Not Applicable	Not Applicable
	"86 years"	"86"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	62324	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	822	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	1127	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	1060	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	5666	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	2115	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	4506	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	261	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	12771	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant melanoma of skin (C43)"	"GR113-028"	877	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasm of breast (C50)"	"GR113-029"	3745	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	155	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	849	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	1159	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	5477	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	1454	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	2757	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	980	Not Applicable	Not Applicable
	"86 years"	"86"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	7958	Not Applicable	Not Applicable
	"86 years"	"86"	"Hodgkin disease (C81)"	"GR113-038"	117	Not Applicable	Not Applicable
	"86 years"	"86"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	2911	Not Applicable	Not Applicable
	"86 years"	"86"	"Leukemia (C91-C95)"	"GR113-040"	3135	Not Applicable	Not Applicable
	"86 years"	"86"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	1774	Not Applicable	Not Applicable
	"86 years"	"86"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	21	Not Applicable	Not Applicable
	"86 years"	"86"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	8585	Not Applicable	Not Applicable
	"86 years"	"86"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	2597	Not Applicable	Not Applicable
	"87 years"	"87"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	58734	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	731	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	1024	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	987	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	5450	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	1870	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	4146	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	248	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	11354	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant melanoma of skin (C43)"	"GR113-028"	832	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasm of breast (C50)"	"GR113-029"	3771	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	160	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	801	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	1068	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	5414	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	1407	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	2762	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	866	Not Applicable	Not Applicable
	"87 years"	"87"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	7552	Not Applicable	Not Applicable
	"87 years"	"87"	"Hodgkin disease (C81)"	"GR113-038"	102	Not Applicable	Not Applicable
	"87 years"	"87"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	2616	Not Applicable	Not Applicable
	"87 years"	"87"	"Leukemia (C91-C95)"	"GR113-040"	3112	Not Applicable	Not Applicable
	"87 years"	"87"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	1701	Not Applicable	Not Applicable
	"87 years"	"87"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	21	Not Applicable	Not Applicable
	"87 years"	"87"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	8291	Not Applicable	Not Applicable
	"87 years"	"87"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	2619	Not Applicable	Not Applicable
	"88 years"	"88"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	54075	Not Applicable	Not Applicable
	"88 years"	"88"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	727	Not Applicable	Not Applicable
	"88 years"	"88"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	943	Not Applicable	Not Applicable
	"88 years"	"88"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	921	Not Applicable	Not Applicable
	"88 years"	"88"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	5153	Not Applicable	Not Applicable
	"88 years"	"88"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	1691	Not Applicable	Not Applicable
	"88 years"	"88"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	3671	Not Applicable	Not Applicable
	"88 years"	"88"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	213	Not Applicable	Not Applicable
	"88 years"	"88"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	10042	Not Applicable	Not Applicable
	"88 years"	"88"	"Malignant melanoma of skin (C43)"	"GR113-028"	751	Not Applicable	Not Applicable
	"88 years"	"88"	"Malignant neoplasm of breast (C50)"	"GR113-029"	3565	Not Applicable	Not Applicable
	"88 years"	"88"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	125	Not Applicable	Not Applicable
	"88 years"	"88"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	784	Not Applicable	Not Applicable
	"88 years"	"88"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	955	Not Applicable	Not Applicable
	"88 years"	"88"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	5272	Not Applicable	Not Applicable
	"88 years"	"88"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	1229	Not Applicable	Not Applicable
	"88 years"	"88"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	2618	Not Applicable	Not Applicable
	"88 years"	"88"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	786	Not Applicable	Not Applicable
	"88 years"	"88"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	6922	Not Applicable	Not Applicable
	"88 years"	"88"	"Hodgkin disease (C81)"	"GR113-038"	84	Not Applicable	Not Applicable
	"88 years"	"88"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	2556	Not Applicable	Not Applicable
	"88 years"	"88"	"Leukemia (C91-C95)"	"GR113-040"	2793	Not Applicable	Not Applicable
	"88 years"	"88"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	1474	Not Applicable	Not Applicable
	"88 years"	"88"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	15	Not Applicable	Not Applicable
	"88 years"	"88"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	7707	Not Applicable	Not Applicable
	"88 years"	"88"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	2488	Not Applicable	Not Applicable
	"89 years"	"89"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	49686	Not Applicable	Not Applicable
	"89 years"	"89"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	628	Not Applicable	Not Applicable
	"89 years"	"89"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	830	Not Applicable	Not Applicable
	"89 years"	"89"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	895	Not Applicable	Not Applicable
	"89 years"	"89"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	4902	Not Applicable	Not Applicable
	"89 years"	"89"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	1458	Not Applicable	Not Applicable
	"89 years"	"89"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	3425	Not Applicable	Not Applicable
	"89 years"	"89"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	189	Not Applicable	Not Applicable
	"89 years"	"89"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	8662	Not Applicable	Not Applicable
	"89 years"	"89"	"Malignant melanoma of skin (C43)"	"GR113-028"	681	Not Applicable	Not Applicable
	"89 years"	"89"	"Malignant neoplasm of breast (C50)"	"GR113-029"	3365	Not Applicable	Not Applicable
	"89 years"	"89"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	131	Not Applicable	Not Applicable
	"89 years"	"89"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	665	Not Applicable	Not Applicable
	"89 years"	"89"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	847	Not Applicable	Not Applicable
	"89 years"	"89"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	4964	Not Applicable	Not Applicable
	"89 years"	"89"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	1138	Not Applicable	Not Applicable
	"89 years"	"89"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	2551	Not Applicable	Not Applicable
	"89 years"	"89"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	690	Not Applicable	Not Applicable
	"89 years"	"89"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	6323	Not Applicable	Not Applicable
	"89 years"	"89"	"Hodgkin disease (C81)"	"GR113-038"	83	Not Applicable	Not Applicable
	"89 years"	"89"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	2251	Not Applicable	Not Applicable
	"89 years"	"89"	"Leukemia (C91-C95)"	"GR113-040"	2599	Not Applicable	Not Applicable
	"89 years"	"89"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	1372	Not Applicable	Not Applicable
	"89 years"	"89"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	18	Not Applicable	Not Applicable
	"89 years"	"89"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	7342	Not Applicable	Not Applicable
	"89 years"	"89"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	2346	Not Applicable	Not Applicable
	"90 years"	"90"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	44131	Not Applicable	Not Applicable
	"90 years"	"90"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	593	Not Applicable	Not Applicable
	"90 years"	"90"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	700	Not Applicable	Not Applicable
	"90 years"	"90"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	744	Not Applicable	Not Applicable
	"90 years"	"90"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	4435	Not Applicable	Not Applicable
	"90 years"	"90"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	1212	Not Applicable	Not Applicable
	"90 years"	"90"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	2971	Not Applicable	Not Applicable
	"90 years"	"90"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	182	Not Applicable	Not Applicable
	"90 years"	"90"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	7237	Not Applicable	Not Applicable
	"90 years"	"90"	"Malignant melanoma of skin (C43)"	"GR113-028"	681	Not Applicable	Not Applicable
	"90 years"	"90"	"Malignant neoplasm of breast (C50)"	"GR113-029"	3138	Not Applicable	Not Applicable
	"90 years"	"90"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	120	Not Applicable	Not Applicable
	"90 years"	"90"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	579	Not Applicable	Not Applicable
	"90 years"	"90"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	720	Not Applicable	Not Applicable
	"90 years"	"90"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	4651	Not Applicable	Not Applicable
	"90 years"	"90"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	1013	Not Applicable	Not Applicable
	"90 years"	"90"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	2475	Not Applicable	Not Applicable
	"90 years"	"90"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	543	Not Applicable	Not Applicable
	"90 years"	"90"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	5589	Not Applicable	Not Applicable
	"90 years"	"90"	"Hodgkin disease (C81)"	"GR113-038"	68	Not Applicable	Not Applicable
	"90 years"	"90"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	2080	Not Applicable	Not Applicable
	"90 years"	"90"	"Leukemia (C91-C95)"	"GR113-040"	2254	Not Applicable	Not Applicable
	"90 years"	"90"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	1170	Not Applicable	Not Applicable
	"90 years"	"90"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	17	Not Applicable	Not Applicable
	"90 years"	"90"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	6548	Not Applicable	Not Applicable
	"90 years"	"90"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	2375	Not Applicable	Not Applicable
	"91 years"	"91"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	38311	Not Applicable	Not Applicable
	"91 years"	"91"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	500	Not Applicable	Not Applicable
	"91 years"	"91"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	614	Not Applicable	Not Applicable
	"91 years"	"91"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	635	Not Applicable	Not Applicable
	"91 years"	"91"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	3936	Not Applicable	Not Applicable
	"91 years"	"91"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	1001	Not Applicable	Not Applicable
	"91 years"	"91"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	2424	Not Applicable	Not Applicable
	"91 years"	"91"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	119	Not Applicable	Not Applicable
	"91 years"	"91"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	6175	Not Applicable	Not Applicable
	"91 years"	"91"	"Malignant melanoma of skin (C43)"	"GR113-028"	560	Not Applicable	Not Applicable
	"91 years"	"91"	"Malignant neoplasm of breast (C50)"	"GR113-029"	2889	Not Applicable	Not Applicable
	"91 years"	"91"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	101	Not Applicable	Not Applicable
	"91 years"	"91"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	501	Not Applicable	Not Applicable
	"91 years"	"91"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	572	Not Applicable	Not Applicable
	"91 years"	"91"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	4284	Not Applicable	Not Applicable
	"91 years"	"91"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	901	Not Applicable	Not Applicable
	"91 years"	"91"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	2160	Not Applicable	Not Applicable
	"91 years"	"91"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	444	Not Applicable	Not Applicable
	"91 years"	"91"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	4783	Not Applicable	Not Applicable
	"91 years"	"91"	"Hodgkin disease (C81)"	"GR113-038"	51	Not Applicable	Not Applicable
	"91 years"	"91"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	1701	Not Applicable	Not Applicable
	"91 years"	"91"	"Leukemia (C91-C95)"	"GR113-040"	2003	Not Applicable	Not Applicable
	"91 years"	"91"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	1008	Not Applicable	Not Applicable
	"91 years"	"91"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	20	Not Applicable	Not Applicable
	"91 years"	"91"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	5712	Not Applicable	Not Applicable
	"91 years"	"91"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	2063	Not Applicable	Not Applicable
	"92 years"	"92"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	32849	Not Applicable	Not Applicable
	"92 years"	"92"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	422	Not Applicable	Not Applicable
	"92 years"	"92"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	460	Not Applicable	Not Applicable
	"92 years"	"92"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	582	Not Applicable	Not Applicable
	"92 years"	"92"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	3509	Not Applicable	Not Applicable
	"92 years"	"92"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	838	Not Applicable	Not Applicable
	"92 years"	"92"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	2011	Not Applicable	Not Applicable
	"92 years"	"92"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	114	Not Applicable	Not Applicable
	"92 years"	"92"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	4991	Not Applicable	Not Applicable
	"92 years"	"92"	"Malignant melanoma of skin (C43)"	"GR113-028"	445	Not Applicable	Not Applicable
	"92 years"	"92"	"Malignant neoplasm of breast (C50)"	"GR113-029"	2623	Not Applicable	Not Applicable
	"92 years"	"92"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	81	Not Applicable	Not Applicable
	"92 years"	"92"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	427	Not Applicable	Not Applicable
	"92 years"	"92"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	520	Not Applicable	Not Applicable
	"92 years"	"92"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	3653	Not Applicable	Not Applicable
	"92 years"	"92"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	773	Not Applicable	Not Applicable
	"92 years"	"92"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	1968	Not Applicable	Not Applicable
	"92 years"	"92"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	380	Not Applicable	Not Applicable
	"92 years"	"92"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	3996	Not Applicable	Not Applicable
	"92 years"	"92"	"Hodgkin disease (C81)"	"GR113-038"	31	Not Applicable	Not Applicable
	"92 years"	"92"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	1489	Not Applicable	Not Applicable
	"92 years"	"92"	"Leukemia (C91-C95)"	"GR113-040"	1686	Not Applicable	Not Applicable
	"92 years"	"92"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	780	Not Applicable	Not Applicable
	"92 years"	"92"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	10	Not Applicable	Not Applicable
	"92 years"	"92"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	5056	Not Applicable	Not Applicable
	"92 years"	"92"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	1826	Not Applicable	Not Applicable
	"93 years"	"93"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	27661	Not Applicable	Not Applicable
	"93 years"	"93"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	385	Not Applicable	Not Applicable
	"93 years"	"93"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	419	Not Applicable	Not Applicable
	"93 years"	"93"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	444	Not Applicable	Not Applicable
	"93 years"	"93"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	3106	Not Applicable	Not Applicable
	"93 years"	"93"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	644	Not Applicable	Not Applicable
	"93 years"	"93"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	1666	Not Applicable	Not Applicable
	"93 years"	"93"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	101	Not Applicable	Not Applicable
	"93 years"	"93"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	3929	Not Applicable	Not Applicable
	"93 years"	"93"	"Malignant melanoma of skin (C43)"	"GR113-028"	417	Not Applicable	Not Applicable
	"93 years"	"93"	"Malignant neoplasm of breast (C50)"	"GR113-029"	2208	Not Applicable	Not Applicable
	"93 years"	"93"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	76	Not Applicable	Not Applicable
	"93 years"	"93"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	387	Not Applicable	Not Applicable
