entity,year,cVDPV1,cVDPV2,cVDPV3,total_cVDPV,wild_polio_cases,non_polio_afp_rate,percent_adequate_stool_collection,total_polio,wild_polio_cases_per_million,cVDPV1_per_million,cVDPV2_per_million,cVDPV3_per_million,total_cVDPV_per_million,total_polio_per_million
Tanzania,2016,,,,0.0,0.0,4.58,98.0,0.0,0.0,,,,0.0,0.0
Tanzania,2017,,,,0.0,0.0,4.51,97.0,0.0,0.0,,,,0.0,0.0
Tanzania,2018,,,,0.0,0.0,4.18,82.0,0.0,0.0,,,,0.0,0.0
Tanzania,2019,,,,0.0,0.0,3.99,98.0,0.0,0.0,,,,0.0,0.0
Tanzania,2020,,,,0.0,0.0,4.1,80.0,0.0,0.0,,,,0.0,0.0
Tanzania,2021,,,,0.0,0.0,4.2,78.0,0.0,0.0,,,,0.0,0.0
Thailand,1980,,,,,,,,300.0,,,,,,6.333
Thailand,1981,,,,,,,,257.0,,,,,,5.318
Thailand,1982,,,,,,,,276.0,,,,,,5.603
Thailand,1983,,,,,,,,144.0,,,,,,2.87
Thailand,1984,,,,,,,,81.0,,,,,,1.585
Thailand,1985,,,,,,,,65.0,,,,,,1.249
Thailand,1986,,,,,,,,94.0,,,,,,1.774
Thailand,1987,,,,,,,,25.0,,,,,,0.463
Thailand,1988,,,,,,,,11.0,,,,,,0.2
Thailand,1989,,,,,,,,19.0,,,,,,0.341
Thailand,1990,,,,,,,,4.0,,,,,,0.071
Thailand,1991,,,,,,,,5.0,,,,,,0.087
Thailand,1992,,,,,,,,9.0,,,,,,0.156
Thailand,1993,,,,,,,,7.0,,,,,,0.12
Thailand,1994,,,,,,,,1.0,,,,,,0.017
Thailand,1995,,,,,,,,2.0,,,,,,0.034
Thailand,1996,,,,,,,,1.0,,,,,,0.017
Thailand,1997,,,,,,,,19.0,,,,,,0.312
Thailand,1998,,,,,,,,31.0,,,,,,0.503
Thailand,1999,,,,,,,,24.0,,,,,,0.385
Thailand,2000,,,,,,,,20.0,,,,,,0.318
Thailand,2001,,,,0.0,0.0,1.96,87.0,0.0,0.0,,,,0.0,0.0
Thailand,2002,,,,0.0,0.0,2.0,83.0,0.0,0.0,,,,0.0,0.0
Thailand,2003,,,,0.0,0.0,1.56,84.0,0.0,0.0,,,,0.0,0.0
Thailand,2004,,,,0.0,0.0,1.81,81.0,0.0,0.0,,,,0.0,0.0
Thailand,2005,,,,0.0,0.0,2.21,78.0,0.0,0.0,,,,0.0,0.0
Thailand,2006,,,,0.0,0.0,2.26,81.0,0.0,0.0,,,,0.0,0.0
Thailand,2007,,,,0.0,0.0,1.67,77.0,0.0,0.0,,,,0.0,0.0
Thailand,2008,,,,0.0,0.0,1.95,79.0,0.0,0.0,,,,0.0,0.0
Thailand,2009,,,,0.0,0.0,1.65,75.0,0.0,0.0,,,,0.0,0.0
Thailand,2010,,,,0.0,0.0,2.03,70.0,0.0,0.0,,,,0.0,0.0
Thailand,2011,,,,0.0,0.0,1.86,67.0,0.0,0.0,,,,0.0,0.0
Thailand,2012,,,,0.0,0.0,2.17,74.0,0.0,0.0,,,,0.0,0.0
Thailand,2013,,,,0.0,0.0,1.77,70.0,0.0,0.0,,,,0.0,0.0
Thailand,2014,,,,0.0,0.0,1.8,79.0,0.0,0.0,,,,0.0,0.0
Thailand,2015,,,,0.0,0.0,1.36,64.0,0.0,0.0,,,,0.0,0.0
Thailand,2016,,,,0.0,0.0,1.85,75.0,0.0,0.0,,,,0.0,0.0
Thailand,2017,,,,0.0,0.0,1.5,68.0,0.0,0.0,,,,0.0,0.0
Thailand,2018,,,,0.0,0.0,1.82,68.0,0.0,0.0,,,,0.0,0.0
Thailand,2019,,,,0.0,0.0,2.09,72.0,0.0,0.0,,,,0.0,0.0
Thailand,2020,,,,0.0,0.0,1.19,68.0,0.0,0.0,,,,0.0,0.0
Thailand,2021,,,,0.0,0.0,0.57,63.0,0.0,0.0,,,,0.0,0.0
Timor,1980,,,,,,,,,,,,,,
Timor,1981,,,,,,,,,,,,,,
Timor,1982,,,,,,,,,,,,,,
Timor,1983,,,,,,,,,,,,,,
Timor,1984,,,,,,,,,,,,,,
Timor,1985,,,,,,,,,,,,,,
Timor,1986,,,,,,,,,,,,,,
Timor,1987,,,,,,,,,,,,,,
Timor,1988,,,,,,,,,,,,,,
Timor,1989,,,,,,,,,,,,,,
Timor,1990,,,,,,,,,,,,,,
Timor,1991,,,,,,,,,,,,,,
Timor,1992,,,,,,,,,,,,,,
Timor,1993,,,,,,,,,,,,,,
Timor,1994,,,,,,,,,,,,,,
Timor,1995,,,,,,,,,,,,,,
Timor,1996,,,,,,,,,,,,,,
Timor,1997,,,,,,,,,,,,,,
Timor,1998,,,,,,,,,,,,,,
Timor,1999,,,,,,,,,,,,,,
Timor,2000,,,,,,,,,,,,,,
Timor,2001,,,,,,,,,,,,,,
Timor,2002,,,,,,,,0.0,,,,,,0.0
Timor,2003,,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0
Timor,2004,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
Timor,2005,,,,0.0,0.0,0.46,25.0,0.0,0.0,,,,0.0,0.0
Timor,2006,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
Timor,2007,,,,0.0,0.0,0.21,0.0,0.0,0.0,,,,0.0,0.0
Timor,2008,,,,0.0,0.0,0.21,33.0,0.0,0.0,,,,0.0,0.0
Timor,2009,,,,0.0,0.0,0.2,100.0,0.0,0.0,,,,0.0,0.0
Timor,2010,,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0
Timor,2011,,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0
Timor,2012,,,,0.0,0.0,0.83,40.0,0.0,0.0,,,,0.0,0.0
Timor,2013,,,,0.0,0.0,0.8,20.0,0.0,0.0,,,,0.0,0.0
Timor,2014,,,,0.0,0.0,0.47,67.0,0.0,0.0,,,,0.0,0.0
Timor,2015,,,,0.0,0.0,0.44,100.0,0.0,0.0,,,,0.0,0.0
Timor,2016,,,,0.0,0.0,1.51,50.0,0.0,0.0,,,,0.0,0.0
Timor,2017,,,,0.0,0.0,0.76,60.0,0.0,0.0,,,,0.0,0.0
Timor,2018,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
Timor,2019,,,,0.0,0.0,0.76,20.0,0.0,0.0,,,,0.0,0.0
Timor,2020,,,,0.0,0.0,0.15,0.0,0.0,0.0,,,,0.0,0.0
Timor,2021,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
Togo,1980,,,,,,,,178.0,,,,,,65.421
Togo,1981,,,,,,,,144.0,,,,,,51.203
Togo,1982,,,,,,,,158.0,,,,,,54.191
Togo,1983,,,,,,,,62.0,,,,,,20.482
Togo,1984,,,,,,,,62.0,,,,,,19.74
Togo,1985,,,,,,,,69.0,,,,,,21.211
Togo,1986,,,,,,,,46.0,,,,,,13.678
Togo,1987,,,,,,,,87.0,,,,,,25.059
Togo,1988,,,,,,,,25.0,,,,,,6.988
Togo,1989,,,,,,,,8.0,,,,,,2.175
Togo,1990,,,,,,,,20.0,,,,,,5.299
Togo,1991,,,,,,,,21.0,,,,,,5.436
Togo,1992,,,,,,,,12.0,,,,,,3.041
Togo,1993,,,,,,,,2.0,,,,,,0.496
Togo,1994,,,,,,,,6.0,,,,,,1.456
Togo,1995,,,,,,,,5.0,,,,,,1.183
Togo,1996,,,,,,,,2.0,,,,,,0.46
Togo,1997,,,,,,,,2.0,,,,,,0.446
Togo,1998,,,,,,,,5.0,,,,,,1.079
Togo,1999,,,,,,,,1.0,,,,,,0.209
Togo,2000,,,,,,,,0.0,,,,,,0.0
Togo,2001,,,,0.0,0.0,3.9,87.0,0.0,0.0,,,,0.0,0.0
Togo,2002,,,,0.0,0.0,5.0,100.0,0.0,0.0,,,,0.0,0.0
Togo,2003,,,,0.0,1.0,3.6,100.0,1.0,0.188,,,,0.0,0.188
Togo,2004,,,,0.0,0.0,2.6,98.0,0.0,0.0,,,,0.0,0.0
Togo,2005,,,,0.0,0.0,2.1,100.0,0.0,0.0,,,,0.0,0.0
Togo,2006,,,,0.0,0.0,2.8,97.0,0.0,0.0,,,,0.0,0.0
Togo,2007,,,,0.0,0.0,2.3,98.0,0.0,0.0,,,,0.0,0.0
Togo,2008,,,,0.0,3.0,2.36,99.0,3.0,0.493,,,,0.0,0.493
Togo,2009,,,,0.0,6.0,3.36,89.0,6.0,0.96,,,,0.0,0.96
Togo,2010,,,,0.0,0.0,2.48,95.0,0.0,0.0,,,,0.0,0.0
Togo,2011,,,,0.0,0.0,2.51,88.0,0.0,0.0,,,,0.0,0.0
Togo,2012,,,,0.0,0.0,3.05,97.0,0.0,0.0,,,,0.0,0.0
Togo,2013,,,,0.0,0.0,4.95,80.0,0.0,0.0,,,,0.0,0.0
Togo,2014,,,,0.0,0.0,4.22,81.0,0.0,0.0,,,,0.0,0.0
Togo,2015,,,,0.0,0.0,2.81,88.0,0.0,0.0,,,,0.0,0.0
Togo,2016,0.0,0.0,0.0,0.0,0.0,2.99,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Togo,2017,0.0,0.0,0.0,0.0,0.0,3.67,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Togo,2018,0.0,0.0,0.0,0.0,0.0,4.48,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Togo,2019,0.0,8.0,0.0,8.0,0.0,4.76,70.0,8.0,0.0,0.0,0.99,0.0,0.99,0.99
Togo,2020,0.0,9.0,0.0,9.0,0.0,4.18,53.0,9.0,0.0,0.0,1.087,0.0,1.087,1.087
Togo,2021,0.0,0.0,0.0,0.0,0.0,9.24,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tonga,1980,,,,,,,,0.0,,,,,,0.0
Tonga,1981,,,,,,,,0.0,,,,,,0.0
Tonga,1982,,,,,,,,0.0,,,,,,0.0
Tonga,1983,,,,,,,,0.0,,,,,,0.0
Tonga,1984,,,,,,,,0.0,,,,,,0.0
Tonga,1985,,,,,,,,0.0,,,,,,0.0
Tonga,1986,,,,,,,,0.0,,,,,,0.0
Tonga,1987,,,,,,,,0.0,,,,,,0.0
Tonga,1988,,,,,,,,0.0,,,,,,0.0
Tonga,1989,,,,,,,,0.0,,,,,,0.0
Tonga,1990,,,,,,,,0.0,,,,,,0.0
Tonga,1991,,,,,,,,0.0,,,,,,0.0
Tonga,1992,,,,,,,,0.0,,,,,,0.0
Tonga,1993,,,,,,,,0.0,,,,,,0.0
Tonga,1994,,,,,,,,0.0,,,,,,0.0
Tonga,1995,,,,,,,,0.0,,,,,,0.0
Tonga,1996,,,,,,,,0.0,,,,,,0.0
Tonga,1997,,,,,,,,0.0,,,,,,0.0
Tonga,1998,,,,,,,,0.0,,,,,,0.0
Tonga,1999,,,,,,,,0.0,,,,,,0.0
Tonga,2000,,,,,,,,0.0,,,,,,0.0
Tonga,2001,,,,,,,,0.0,,,,,,0.0
Tonga,2002,,,,,,,,0.0,,,,,,0.0
Tonga,2003,,,,,,,,0.0,,,,,,0.0
Tonga,2004,,,,,,,,0.0,,,,,,0.0
Tonga,2005,,,,,,,,0.0,,,,,,0.0
Tonga,2006,,,,,,,,0.0,,,,,,0.0
Tonga,2007,,,,,,,,0.0,,,,,,0.0
Tonga,2008,,,,,,,,0.0,,,,,,0.0
Tonga,2009,,,,,,,,,,,,,,
Tonga,2010,,,,,,,,0.0,,,,,,0.0
Tonga,2011,,,,,,,,,,,,,,
Tonga,2012,,,,,,,,,,,,,,
Tonga,2013,,,,,,,,,,,,,,
Tonga,2014,,,,,,,,,,,,,,
Tonga,2015,,,,,,,,,,,,,,
Tonga,2016,,,,0.0,,,,,,,,,0.0,
Tonga,2017,,,,0.0,,,,,,,,,0.0,
Tonga,2018,,,,0.0,,,,,,,,,0.0,
Tonga,2019,,,,0.0,,,,,,,,,0.0,
Tonga,2020,,,,0.0,,,,,,,,,0.0,
Tonga,2021,,,,0.0,,,,,,,,,0.0,
Trinidad and Tobago,1980,,,,,,,,0.0,,,,,,0.0
Trinidad and Tobago,1981,,,,,,,,0.0,,,,,,0.0
Trinidad and Tobago,1982,,,,,,,,0.0,,,,,,0.0
Trinidad and Tobago,1983,,,,,,,,0.0,,,,,,0.0
Trinidad and Tobago,1984,,,,,,,,0.0,,,,,,0.0
Trinidad and Tobago,1985,,,,,,,,0.0,,,,,,0.0
Trinidad and Tobago,1986,,,,,,,,0.0,,,,,,0.0
Trinidad and Tobago,1987,,,,,,,,0.0,,,,,,0.0
Trinidad and Tobago,1988,,,,,,,,0.0,,,,,,0.0
Trinidad and Tobago,1989,,,,,,,,0.0,,,,,,0.0
Trinidad and Tobago,1990,,,,,,,,0.0,,,,,,0.0
Trinidad and Tobago,1991,,,,,,,,0.0,,,,,,0.0
Trinidad and Tobago,1992,,,,,,,,0.0,,,,,,0.0
Trinidad and Tobago,1993,,,,,,,,0.0,,,,,,0.0
Trinidad and Tobago,1994,,,,,,,,0.0,,,,,,0.0
Trinidad and Tobago,1995,,,,,,,,0.0,,,,,,0.0
Trinidad and Tobago,1996,,,,,,,,0.0,,,,,,0.0
Trinidad and Tobago,1997,,,,,,,,0.0,,,,,,0.0
Trinidad and Tobago,1998,,,,,,,,0.0,,,,,,0.0
Trinidad and Tobago,1999,,,,,,,,0.0,,,,,,0.0
Trinidad and Tobago,2000,,,,,,,,0.0,,,,,,0.0
Trinidad and Tobago,2001,,,,,,,,0.0,,,,,,0.0
Trinidad and Tobago,2002,,,,,,,,0.0,,,,,,0.0
Trinidad and Tobago,2003,,,,,,,,0.0,,,,,,0.0
Trinidad and Tobago,2004,,,,,,,,0.0,,,,,,0.0
Trinidad and Tobago,2005,,,,,,,,0.0,,,,,,0.0
Trinidad and Tobago,2006,,,,,,,,0.0,,,,,,0.0
Trinidad and Tobago,2007,,,,,,,,0.0,,,,,,0.0
Trinidad and Tobago,2008,,,,,,,,0.0,,,,,,0.0
Trinidad and Tobago,2009,,,,,,,,,,,,,,
Trinidad and Tobago,2010,,,,,,,,0.0,,,,,,0.0
Trinidad and Tobago,2011,,,,,,,,,,,,,,
Trinidad and Tobago,2012,,,,,,,,,,,,,,
Trinidad and Tobago,2013,,,,,,,,,,,,,,
Trinidad and Tobago,2014,,,,,,,,,,,,,,
Trinidad and Tobago,2015,,,,,,,,,,,,,,
Trinidad and Tobago,2016,,,,0.0,,,,,,,,,0.0,
Trinidad and Tobago,2017,,,,0.0,,,,,,,,,0.0,
Trinidad and Tobago,2018,,,,0.0,,,,,,,,,0.0,
Trinidad and Tobago,2019,,,,0.0,,,,,,,,,0.0,
Trinidad and Tobago,2020,,,,0.0,,,,,,,,,0.0,
Trinidad and Tobago,2021,,,,0.0,,,,,,,,,0.0,
Tunisia,1980,,,,,,,,15.0,,,,,,2.353
Tunisia,1981,,,,,,,,40.0,,,,,,6.106
Tunisia,1982,,,,,,,,6.0,,,,,,0.89
Tunisia,1983,,,,,,,,4.0,,,,,,0.577
Tunisia,1984,,,,,,,,22.0,,,,,,3.083
Tunisia,1985,,,,,,,,19.0,,,,,,2.592
Tunisia,1986,,,,,,,,11.0,,,,,,1.463
Tunisia,1987,,,,,,,,23.0,,,,,,2.987
Tunisia,1988,,,,,,,,2.0,,,,,,0.254
Tunisia,1989,,,,,,,,0.0,,,,,,0.0
Tunisia,1990,,,,,,,,0.0,,,,,,0.0
Tunisia,1991,,,,,,,,3.0,,,,,,0.356
Tunisia,1992,,,,,,,,4.0,,,,,,0.464
Tunisia,1993,,,,,,,,0.0,,,,,,0.0
Tunisia,1994,,,,,,,,0.0,,,,,,0.0
Tunisia,1995,,,,,,,,0.0,,,,,,0.0
Tunisia,1996,,,,,,,,0.0,,,,,,0.0
Tunisia,1997,,,,,,,,0.0,,,,,,0.0
Tunisia,1998,,,,,,,,0.0,,,,,,0.0
Tunisia,1999,,,,,,,,0.0,,,,,,0.0
Tunisia,2000,,,,,,,,0.0,,,,,,0.0
Tunisia,2001,,,,0.0,0.0,1.37,89.0,0.0,0.0,,,,0.0,0.0
Tunisia,2002,,,,0.0,0.0,1.27,92.0,0.0,0.0,,,,0.0,0.0
Tunisia,2003,,,,0.0,0.0,1.24,92.0,0.0,0.0,,,,0.0,0.0
Tunisia,2004,,,,0.0,0.0,1.2,86.0,0.0,0.0,,,,0.0,0.0
Tunisia,2005,,,,0.0,0.0,1.21,88.0,0.0,0.0,,,,0.0,0.0
Tunisia,2006,,,,0.0,0.0,1.45,88.0,0.0,0.0,,,,0.0,0.0
Tunisia,2007,,,,0.0,0.0,1.62,83.0,0.0,0.0,,,,0.0,0.0
Tunisia,2008,,,,0.0,0.0,2.26,88.0,0.0,0.0,,,,0.0,0.0
Tunisia,2009,,,,0.0,0.0,1.57,88.0,0.0,0.0,,,,0.0,0.0
Tunisia,2010,,,,0.0,0.0,2.28,93.0,0.0,0.0,,,,0.0,0.0
Tunisia,2011,,,,0.0,0.0,1.89,94.0,0.0,0.0,,,,0.0,0.0
Tunisia,2012,,,,0.0,0.0,2.45,79.0,0.0,0.0,,,,0.0,0.0
Tunisia,2013,,,,0.0,0.0,1.72,70.0,0.0,0.0,,,,0.0,0.0
Tunisia,2014,,,,0.0,0.0,1.75,82.0,0.0,0.0,,,,0.0,0.0
Tunisia,2015,,,,0.0,0.0,2.49,86.0,0.0,0.0,,,,0.0,0.0
Tunisia,2016,,,,0.0,0.0,3.5,79.0,0.0,0.0,,,,0.0,0.0
Tunisia,2017,,,,0.0,0.0,2.62,74.0,0.0,0.0,,,,0.0,0.0
Tunisia,2018,,,,0.0,0.0,2.66,81.0,0.0,0.0,,,,0.0,0.0
Tunisia,2019,,,,0.0,0.0,2.98,76.0,0.0,0.0,,,,0.0,0.0
Tunisia,2020,,,,0.0,0.0,1.64,55.0,0.0,0.0,,,,0.0,0.0
Tunisia,2021,,,,0.0,0.0,0.87,64.0,0.0,0.0,,,,0.0,0.0
Turkey,1980,,,,,,,,182.0,,,,,,4.139
Turkey,1981,,,,,,,,148.0,,,,,,3.29
Turkey,1982,,,,,,,,219.0,,,,,,4.758
Turkey,1983,,,,,,,,165.0,,,,,,3.505
Turkey,1984,,,,,,,,83.0,,,,,,1.725
Turkey,1985,,,,,,,,88.0,,,,,,1.791
Turkey,1986,,,,,,,,32.0,,,,,,0.638
Turkey,1987,,,,,,,,7.0,,,,,,0.137
Turkey,1988,,,,,,,,18.0,,,,,,0.346
Turkey,1989,,,,,,,,14.0,,,,,,0.264
Turkey,1990,,,,,,,,24.0,,,,,,0.445
Turkey,1991,,,,,,,,0.0,,,,,,0.0
Turkey,1992,,,,,,,,0.0,,,,,,0.0
Turkey,1993,,,,,,,,24.0,,,,,,0.424
Turkey,1994,,,,,,,,32.0,,,,,,0.556
Turkey,1995,,,,,,,,32.0,,,,,,0.547
Turkey,1996,,,,,,,,19.0,,,,,,0.32
Turkey,1997,,,,,,,,6.0,,,,,,0.099
Turkey,1998,,,,,,,,26.0,,,,,,0.424
Turkey,1999,,,,,,,,0.0,,,,,,0.0
Turkey,2000,,,,,,,,0.0,,,,,,0.0
Turkey,2001,,,,0.0,0.0,1.3,88.0,0.0,0.0,,,,0.0,0.0
Turkey,2002,,,,0.0,0.0,1.32,79.0,0.0,0.0,,,,0.0,0.0
Turkey,2003,,,,0.0,0.0,0.97,87.0,0.0,0.0,,,,0.0,0.0
Turkey,2004,,,,0.0,0.0,0.95,84.0,0.0,0.0,,,,0.0,0.0
Turkey,2005,,,,0.0,0.0,0.96,82.0,0.0,0.0,,,,0.0,0.0
Turkey,2006,,,,0.0,0.0,0.9,84.0,0.0,0.0,,,,0.0,0.0
Turkey,2007,,,,0.0,0.0,1.09,85.0,0.0,0.0,,,,0.0,0.0
Turkey,2008,,,,0.0,0.0,0.77,75.0,0.0,0.0,,,,0.0,0.0
Turkey,2009,,,,0.0,0.0,0.79,76.0,0.0,0.0,,,,0.0,0.0
Turkey,2010,,,,0.0,0.0,1.06,74.0,0.0,0.0,,,,0.0,0.0
Turkey,2011,,,,0.0,0.0,0.97,81.0,0.0,0.0,,,,0.0,0.0
Turkey,2012,,,,0.0,0.0,0.85,81.0,0.0,0.0,,,,0.0,0.0
Turkey,2013,,,,0.0,0.0,1.14,80.0,0.0,0.0,,,,0.0,0.0
Turkey,2014,,,,0.0,0.0,1.45,77.0,0.0,0.0,,,,0.0,0.0
Turkey,2015,,,,0.0,0.0,1.54,82.0,0.0,0.0,,,,0.0,0.0
Turkey,2016,,,,0.0,0.0,1.47,80.0,0.0,0.0,,,,0.0,0.0
Turkey,2017,,,,0.0,0.0,1.43,79.0,0.0,0.0,,,,0.0,0.0
Turkey,2018,,,,0.0,0.0,1.56,80.0,0.0,0.0,,,,0.0,0.0
Turkey,2019,,,,0.0,0.0,1.24,81.0,0.0,0.0,,,,0.0,0.0
Turkey,2020,,,,0.0,0.0,0.89,83.0,0.0,0.0,,,,0.0,0.0
Turkey,2021,,,,0.0,0.0,0.76,80.0,0.0,0.0,,,,0.0,0.0
Turkmenistan,1980,,,,,,,,,,,,,,
Turkmenistan,1981,,,,,,,,,,,,,,
Turkmenistan,1982,,,,,,,,,,,,,,
Turkmenistan,1983,,,,,,,,,,,,,,
Turkmenistan,1984,,,,,,,,,,,,,,
Turkmenistan,1985,,,,,,,,,,,,,,
Turkmenistan,1986,,,,,,,,,,,,,,
Turkmenistan,1987,,,,,,,,,,,,,,
Turkmenistan,1988,,,,,,,,,,,,,,
Turkmenistan,1989,,,,,,,,,,,,,,
Turkmenistan,1990,,,,,,,,,,,,,,
Turkmenistan,1991,,,,,,,,16.0,,,,,,4.223
Turkmenistan,1992,,,,,,,,4.0,,,,,,1.026
Turkmenistan,1993,,,,,,,,2.0,,,,,,0.499
Turkmenistan,1994,,,,,,,,6.0,,,,,,1.458
Turkmenistan,1995,,,,,,,,8.0,,,,,,1.901
Turkmenistan,1996,,,,,,,,2.0,,,,,,0.466
Turkmenistan,1997,,,,,,,,0.0,,,,,,0.0
Turkmenistan,1998,,,,,,,,0.0,,,,,,0.0
Turkmenistan,1999,,,,,,,,0.0,,,,,,0.0
Turkmenistan,2000,,,,,,,,0.0,,,,,,0.0
Turkmenistan,2001,,,,0.0,0.0,1.77,97.0,0.0,0.0,,,,0.0,0.0
Turkmenistan,2002,,,,0.0,0.0,2.16,100.0,0.0,0.0,,,,0.0,0.0
Turkmenistan,2003,,,,0.0,0.0,1.12,100.0,0.0,0.0,,,,0.0,0.0
Turkmenistan,2004,,,,0.0,0.0,1.84,94.0,0.0,0.0,,,,0.0,0.0
Turkmenistan,2005,,,,0.0,0.0,1.56,96.0,0.0,0.0,,,,0.0,0.0
Turkmenistan,2006,,,,0.0,0.0,1.25,95.0,0.0,0.0,,,,0.0,0.0
Turkmenistan,2007,,,,0.0,0.0,1.72,92.0,0.0,0.0,,,,0.0,0.0
Turkmenistan,2008,,,,0.0,0.0,0.99,100.0,0.0,0.0,,,,0.0,0.0
Turkmenistan,2009,,,,0.0,0.0,1.85,93.0,0.0,0.0,,,,0.0,0.0
Turkmenistan,2010,,,,0.0,3.0,3.23,100.0,3.0,0.59,,,,0.0,0.59
Turkmenistan,2011,,,,0.0,0.0,2.27,100.0,0.0,0.0,,,,0.0,0.0
Turkmenistan,2012,,,,0.0,0.0,2.2,100.0,0.0,0.0,,,,0.0,0.0
Turkmenistan,2013,,,,0.0,0.0,2.25,100.0,0.0,0.0,,,,0.0,0.0
Turkmenistan,2014,,,,0.0,0.0,2.17,100.0,0.0,0.0,,,,0.0,0.0
Turkmenistan,2015,,,,0.0,0.0,2.25,100.0,0.0,0.0,,,,0.0,0.0
Turkmenistan,2016,,,,0.0,0.0,2.56,100.0,0.0,0.0,,,,0.0,0.0
Turkmenistan,2017,,,,0.0,0.0,2.36,100.0,0.0,0.0,,,,0.0,0.0
Turkmenistan,2018,,,,0.0,0.0,2.42,100.0,0.0,0.0,,,,0.0,0.0
Turkmenistan,2019,,,,0.0,0.0,2.76,100.0,0.0,0.0,,,,0.0,0.0
Turkmenistan,2020,,,,0.0,0.0,1.32,100.0,0.0,0.0,,,,0.0,0.0
Turkmenistan,2021,,,,0.0,0.0,1.48,100.0,0.0,0.0,,,,0.0,0.0
Tuvalu,1980,,,,,,,,0.0,,,,,,0.0
Tuvalu,1981,,,,,,,,0.0,,,,,,0.0
Tuvalu,1982,,,,,,,,0.0,,,,,,0.0
Tuvalu,1983,,,,,,,,0.0,,,,,,0.0
Tuvalu,1984,,,,,,,,0.0,,,,,,0.0
Tuvalu,1985,,,,,,,,0.0,,,,,,0.0
Tuvalu,1986,,,,,,,,0.0,,,,,,0.0
Tuvalu,1987,,,,,,,,0.0,,,,,,0.0
Tuvalu,1988,,,,,,,,0.0,,,,,,0.0
Tuvalu,1989,,,,,,,,0.0,,,,,,0.0
Tuvalu,1990,,,,,,,,0.0,,,,,,0.0
Tuvalu,1991,,,,,,,,0.0,,,,,,0.0
Tuvalu,1992,,,,,,,,0.0,,,,,,0.0
Tuvalu,1993,,,,,,,,0.0,,,,,,0.0
Tuvalu,1994,,,,,,,,0.0,,,,,,0.0
Tuvalu,1995,,,,,,,,0.0,,,,,,0.0
Tuvalu,1996,,,,,,,,0.0,,,,,,0.0
Tuvalu,1997,,,,,,,,0.0,,,,,,0.0
Tuvalu,1998,,,,,,,,,,,,,,
Tuvalu,1999,,,,,,,,0.0,,,,,,0.0
Tuvalu,2000,,,,,,,,0.0,,,,,,0.0
Tuvalu,2001,,,,,,,,0.0,,,,,,0.0
Tuvalu,2002,,,,,,,,0.0,,,,,,0.0
Tuvalu,2003,,,,,,,,0.0,,,,,,0.0
Tuvalu,2004,,,,,,,,0.0,,,,,,0.0
Tuvalu,2005,,,,,,,,0.0,,,,,,0.0
Tuvalu,2006,,,,,,,,0.0,,,,,,0.0
Tuvalu,2007,,,,,,,,0.0,,,,,,0.0
Tuvalu,2008,,,,,,,,0.0,,,,,,0.0
Tuvalu,2009,,,,,,,,,,,,,,
Tuvalu,2010,,,,,,,,0.0,,,,,,0.0
Tuvalu,2011,,,,,,,,,,,,,,
Tuvalu,2012,,,,,,,,,,,,,,
Tuvalu,2013,,,,,,,,,,,,,,
Tuvalu,2014,,,,,,,,,,,,,,
Tuvalu,2015,,,,,,,,,,,,,,
Tuvalu,2016,,,,0.0,,,,,,,,,0.0,
Tuvalu,2017,,,,0.0,,,,,,,,,0.0,
Tuvalu,2018,,,,0.0,,,,,,,,,0.0,
Tuvalu,2019,,,,0.0,,,,,,,,,0.0,
Tuvalu,2020,,,,0.0,,,,,,,,,0.0,
Tuvalu,2021,,,,0.0,,,,,,,,,0.0,
Uganda,1980,,,,,,,,37.0,,,,,,2.974
Uganda,1981,,,,,,,,124.0,,,,,,9.669
Uganda,1982,,,,,,,,17.0,,,,,,1.286
Uganda,1983,,,,,,,,126.0,,,,,,9.238
Uganda,1984,,,,,,,,16.0,,,,,,1.136
Uganda,1985,,,,,,,,,,,,,,
Uganda,1986,,,,,,,,,,,,,,
Uganda,1987,,,,,,,,,,,,,,
Uganda,1988,,,,,,,,15.0,,,,,,0.927
Uganda,1989,,,,,,,,8.0,,,,,,0.477
Uganda,1990,,,,,,,,28.0,,,,,,1.613
Uganda,1991,,,,,,,,22.0,,,,,,1.225
Uganda,1992,,,,,,,,15.0,,,,,,0.808
Uganda,1993,,,,,,,,,,,,,,
Uganda,1994,,,,,,,,355.0,,,,,,17.935
Uganda,1995,,,,,,,,100.0,,,,,,4.899
Uganda,1996,,,,,,,,121.0,,,,,,5.753
Uganda,1997,,,,,,,,35.0,,,,,,1.616
Uganda,1998,,,,,,,,46.0,,,,,,2.064
Uganda,1999,,,,,,,,0.0,,,,,,0.0
Uganda,2000,,,,,,,,0.0,,,,,,0.0
