lname,value,label
X048WVS,860008,UZ: Samarkand
X048WVS,860009,UZ: Surkhandarya
X048WVS,860010,UZ: Syrdarya
X048WVS,860011,UZ: Tashkent (region)
X048WVS,860012,UZ: Fergana
X048WVS,860013,UZ: Khorezm
X048WVS,860014,UZ: Tashkent (city)
X048WVS,862001,VE: Distrito Capital
X048WVS,862002,VE: Miranda
X048WVS,862003,VE: Aragua
X048WVS,862004,VE: Carabobo
X048WVS,862005,VE: Guarico
X048WVS,862006,VE: Cojedes
X048WVS,862007,VE: Yaracuy
X048WVS,862008,VE: Lara
X048WVS,862009,VE: Falcon
X048WVS,862010,VE: Zulia
X048WVS,862011,VE: Tachira
X048WVS,862012,VE: Merida
X048WVS,862013,VE: Trujillo
X048WVS,862014,VE: Barinas
X048WVS,862015,VE: Portuguesa
X048WVS,862016,VE: Apure
X048WVS,862017,VE: Amazonas
X048WVS,862018,VE: Bolivar
X048WVS,862019,VE: Delta Amacuro
X048WVS,862020,VE: Monagas
X048WVS,862021,VE: Sucre
X048WVS,862022,VE: Anzoategui
X048WVS,862023,VE: Nueva Esparta
X048WVS,862024,VE: Vargas
X048WVS,862025,VE: Capital: D.F./Miranda
X048WVS,862026,VE: Occidental: Zulia/Falcon
X048WVS,862027,"VE: Central: Aragua, Carabobo, Lara"
X048WVS,862028,"VE: Oriente:Anzoategui,Bolivar,Sucre,Monagas,Espar.,Amazon"
X048WVS,862029,"VE: Andes: Merida, Tachira, Trujillo"
X048WVS,862030,"VE: Llanos: Apure,Barinas,Portuguesa,Cojedes,Guarico,Yaracuy"
X048WVS,887001,YE: Ibb
X048WVS,887002,YE: Abyan
X048WVS,887003,YE: Sana'a City
X048WVS,887004,YE: Al-Baidha
X048WVS,887005,YE: Taiz
X048WVS,887006,YE: Al-Jawf
X048WVS,887007,YE: Hajjah
X048WVS,887008,YE: Al-Hudaidah
X048WVS,887009,YE: Hadhramaut
X048WVS,887010,YE: Dhamar
X048WVS,887011,YE: Shabwah
X048WVS,887012,YE: Sana'a
X048WVS,887013,YE: Aden
X048WVS,887014,YE: Lahej
X048WVS,887015,YE: Mareb
X048WVS,887016,YE: Al-Mahwit
X048WVS,887017,YE: Amran
X048WVS,887018,YE: Ad-dale'
X048WVS,887019,YE: Raymah
X048WVS,887020,YE: Amanat al asimah
X048WVS,887021,YE: Saada
X048WVS,887022,YE: Al mahrah
X048WVS,891000,CS: Serbia
X048WVS,891001,CS: Belgrad area
X048WVS,891002,CS: Vojvodina
X048WVS,891003,CS: Central Serbia
X048WVS,891004,CS: Central West Serbia
X048WVS,891005,CS: South East Serbia
X048WVS,891100,CS: Montenegro
X048WVS,891101,CS: Montenegro-North
X048WVS,891102,CS: Montenegro-Center
X048WVS,891103,CS: Montenegro-South
X048WVS,894001,ZM: North Western Province
X048WVS,894002,ZM: Western Province
X048WVS,894003,ZM: Southern Province
X048WVS,894004,ZM: Central Province
X048WVS,894005,ZM: Eastern Province
X048WVS,894006,ZM: Northern Province
X048WVS,894007,ZM: Luapula Province
X048WVS,894008,ZM: Lusaka Province
X048WVS,894009,ZM: Copperbelt Province
X048WVS,909001,NIR: Belfast
X048WVS,909002,"NIR: Armagh City, Banbridge and Craigavon"
X048WVS,909003,"NIR: Newry, Mourne and Down"
X048WVS,909004,NIR: Ards and North Down
X048WVS,909005,NIR: Derry City and Strabane
X048WVS,909006,NIR: Mid Ulster
X048WVS,909007,NIR: Causeway Coast and Glens
X048WVS,909008,NIR: Antrim and Newtownabbey
X048WVS,909009,NIR: Mid and East Antrim
X048WVS,909010,NIR: Fermanagh and Omagh
X048WVS,909011,NIR: Lisburn and Castlereagh
X048WVS,.a,Don't know
X048WVS,.b,No answer
X048WVS,.c,Not applicable
X048WVS,.d,Not asked in survey
X048WVS,.e,Missing: other
X048_EVS,-5,Missing: Other
X048_EVS,-4,Not asked in survey
X048_EVS,-3,Not applicable
X048_EVS,-2,No answer
X048_EVS,-1,Don't know
X048_EVS,40001,AT: Vorarlberg
X048_EVS,40002,AT: Tirol
X048_EVS,40003,AT: Salzburg
X048_EVS,40004,AT: Oberoesterreich
X048_EVS,40005,AT: Kaernten
X048_EVS,40006,AT: Steiermark
X048_EVS,40007,AT: Burgenland
X048_EVS,40008,AT: Niederoesterreich
X048_EVS,40009,AT: Vienna
X048_EVS,56001,BE: Antwerpen
X048_EVS,56002,BE: Vlaams Brabant
X048_EVS,56003,BE: Brussel
X048_EVS,56004,BE: West-Vlaanderen
X048_EVS,56005,BE: Oost-Vlaanderen
X048_EVS,56006,BE: Limburg
X048_EVS,56007,BE: Waals-Brabant
X048_EVS,56008,BE: Henegouwen
X048_EVS,56009,BE: Namen
X048_EVS,56010,BE: Luxemburg
X048_EVS,56011,BE: Luik
X048_EVS,56012,BE: Duitse kantons
X048_EVS,56021,BE: unknown
X048_EVS,56022,BE: unknown
X048_EVS,56023,BE: unknown
X048_EVS,56024,BE: unknown
X048_EVS,56025,BE: unknown
X048_EVS,56026,BE: unknown
X048_EVS,56027,BE: unknown
X048_EVS,56028,BE: unknown
X048_EVS,56029,BE: unknown
X048_EVS,56030,BE: unknown
X048_EVS,56031,BE: unknown
X048_EVS,56032,BE: unknown
X048_EVS,100001,BG: Blagoevgrad
X048_EVS,100002,BG: Razlog
X048_EVS,100003,BG: Varna
X048_EVS,100004,BG: Veliko Tarnavo
X048_EVS,100005,BG: Vidin
X048_EVS,100006,BG: Vtatsa
X048_EVS,100007,BG: Gabrovo
X048_EVS,100008,BG: Dobrich
X048_EVS,100009,BG: Kardjali
X048_EVS,100010,BG: Kyustendil
X048_EVS,100011,BG: Lovech
X048_EVS,100012,BG: Montana
X048_EVS,100013,BG: Pazardijk
X048_EVS,100014,BG: Pernik
X048_EVS,100015,BG: Pleven
X048_EVS,100016,BG: Plovdiv
X048_EVS,100017,BG: Razgrad
X048_EVS,100018,BG: Ruse
X048_EVS,100019,BG: Silistra
X048_EVS,100020,BG: Smolian
X048_EVS,100021,BG: Sofia-City
X048_EVS,100022,BG: Stara Zagora
X048_EVS,100023,BG: Targovishte
X048_EVS,100024,BG: Haskovo
X048_EVS,100025,BG: Shumen
X048_EVS,100026,BG: Yambol
X048_EVS,100027,BG: Burgaska - province of Burgaska -
X048_EVS,100028,BG: Varienska - Province of Varienska -
X048_EVS,100029,BG: Loveschka
X048_EVS,100030,BG: Mikchailovgradska
X048_EVS,100031,BG: Razgradska - Province of Razgradska -
X048_EVS,100032,BG: Sofia-province
X048_EVS,100033,BG: Xaskovska
X048_EVS,112001,BY: Minsk and Minsk oblast
X048_EVS,112003,BY: Brest oblast
X048_EVS,112004,BY: Vitebsk oblast
X048_EVS,112005,BY: Gomel oblast
X048_EVS,112006,BY: Grodno oblast
X048_EVS,112007,BY: Mogilev oblast
X048_EVS,124001,CA: Prince Edward Island
X048_EVS,124002,CA: Nova Scotia
X048_EVS,124003,CA: New Brunswick
X048_EVS,124004,CA: Quebec
X048_EVS,124005,CA: Ontario
X048_EVS,124006,CA: Manitoba
X048_EVS,124007,CA: Saskatchewan
X048_EVS,124008,CA: Alberta
X048_EVS,124009,CA: British Columbia
X048_EVS,124010,CA: Newfoundland
X048_EVS,191001,HR: County of Zagreb
X048_EVS,191002,HR: County of Zagorje
X048_EVS,191003,HR: County of Sisak and Moslovina
X048_EVS,191004,HR: County of Karlovac
X048_EVS,191005,HR: County of Varazdin
X048_EVS,191006,HR: County of Koprivnica & Krizevci
X048_EVS,191007,HR: County of Bjelovar & Bilogora
X048_EVS,191008,HR: County of Primorje and Gorski Kotar
X048_EVS,191009,HR: County of Lika and Senj
X048_EVS,191010,HR: County of Virovitica and Podravina
X048_EVS,191011,HR: County of Pozega
X048_EVS,191012,HR: County of Brod and Posavina
X048_EVS,191013,HR: County of Zadar and Knin
X048_EVS,191014,HR: County of Osijek and Baranja
X048_EVS,191015,HR: County of Sibenik
X048_EVS,191016,HR: County of Vukovar and Srijem
X048_EVS,191017,HR: County of Split and Dalmatia
X048_EVS,191018,HR: County of Istria
X048_EVS,191019,HR: County of Dubrovnik and Neretva
X048_EVS,191020,HR: County of Medjimurje
X048_EVS,191021,HR: City of Zagreb
X048_EVS,203001,CZ: Prague
X048_EVS,203002,CZ: Bohemia
X048_EVS,203003,CZ: Moravia
X048_EVS,203004,CZ: Støedoèeský kraj - Central Bohemia -
X048_EVS,203005,CZ: Západoèeský kraj - West Bohemia -
X048_EVS,203006,CZ: Jihoèeský kraj - South Bohemia -
X048_EVS,203007,CZ: Severoèeský kraj - North Bohemia -
X048_EVS,203008,CZ: Východoèeský kraj - East Bohemia -
X048_EVS,203009,CZ: Jihomoravský kraj - South Moravia -
X048_EVS,203010,CZ: Severomoravský kraj - North Moravia -
X048_EVS,208001,DK: København
X048_EVS,208002,DK: Københavns Amt
X048_EVS,208003,DK: Frederiksborg Amt
X048_EVS,208004,DK: Roskilde Amt
X048_EVS,208005,DK: Vestsjællands Amt
X048_EVS,208006,DK: Storstøms Amt
X048_EVS,208007,DK: Bornholms Amt
X048_EVS,208008,DK: Fyns Amt
X048_EVS,208009,DK: Sønderjyllands og Ribe Amt
X048_EVS,208010,DK: Vejle Amt
X048_EVS,208011,DK: Ringkøbing Amt
X048_EVS,208012,DK: Århus Amt
X048_EVS,208013,DK: Viborg Amt
X048_EVS,208014,DK: Nordjyllands Amt
X048_EVS,233001,EE: North-Western Estonia
X048_EVS,233002,EE: North-Eastern Estonia
X048_EVS,233003,EE: South-Eastern Estonia
X048_EVS,233004,EE: South-Western Estonia
X048_EVS,233005,EE: Western Estonia
X048_EVS,246001,FI: Uusimaa
X048_EVS,246002,FI: Varsinais-Suomi
X048_EVS,246003,FI: Satakunta
X048_EVS,246004,FI: Kanta-Häme
X048_EVS,246005,FI: Pirkanmaa
X048_EVS,246006,FI: Päijät-Häme
X048_EVS,246007,FI: Kymenlaakso
X048_EVS,246008,FI: Etelä-Karjala
X048_EVS,246009,FI: Etelä-Savo
X048_EVS,246010,FI: Pohjois-Savo
X048_EVS,246011,FI: Pohjois-Karjala
X048_EVS,246012,FI: Keski-Suomi
X048_EVS,246013,FI: Etelä-Pohjanmaa
X048_EVS,246014,FI: Pohjanmaa
X048_EVS,246015,FI: Keski-Pohjanmaa
X048_EVS,246016,FI: Pohjois-Pohjanmaa
X048_EVS,246017,FI: Kainuu
X048_EVS,246018,FI: Lappi
X048_EVS,250001,FR: Bassin Parisien
X048_EVS,250002,FR: Centre Est
X048_EVS,250003,FR: Est
X048_EVS,250004,FR: Ile De France
X048_EVS,250005,FR: Méditerranée
X048_EVS,250006,FR: Nord
X048_EVS,250007,FR: Ouest
X048_EVS,250008,FR: Sud Ouest
X048_EVS,250009,FR: Sud Est
X048_EVS,250011,FR: unknown
X048_EVS,250012,FR: unknown
X048_EVS,250013,FR: unknown
X048_EVS,250014,FR: unknown
X048_EVS,250015,FR: unknown
X048_EVS,250016,FR: unknown
X048_EVS,250017,FR: unknown
X048_EVS,250018,FR: unknown
X048_EVS,250019,FR: unknown
X048_EVS,276001,DE: Schleswig-Holstein
X048_EVS,276002,DE: Hamburg
X048_EVS,276003,DE: Niedersachsen
X048_EVS,276004,DE: Bremen
X048_EVS,276005,DE: Nordrhein-Westfalen
X048_EVS,276006,DE: Hessen
X048_EVS,276007,DE: Rheinland-Pfalz
X048_EVS,276008,DE: Baden-Wurttemberg
X048_EVS,276009,DE: Bayern
X048_EVS,276010,DE: Saarland
X048_EVS,276011,DE: Berlin
X048_EVS,276012,DE: Brandenburg
X048_EVS,276013,DE: Mecklenburg-Vorpommern
X048_EVS,276014,DE: Sachsen
X048_EVS,276015,DE: Sachsen-Anhalt
X048_EVS,276016,DE: Thueringen
X048_EVS,276017,DE: Nord Baden-Wurttemberg
X048_EVS,276018,DE: Sud Baden-Wurttemberg
X048_EVS,276019,DE: West-Berlin
X048_EVS,276020,DE: Ost-Berlin
X048_EVS,276021,DE: Frankfurt/Oder
X048_EVS,276022,DE: Leipzig
X048_EVS,276023,DE: Rostock
X048_EVS,276024,DE: Cottbus
X048_EVS,276025,DE: Gera
X048_EVS,276026,DE: Magdeburg
X048_EVS,276027,DE: Schwerin
X048_EVS,276028,DE: Dresden
X048_EVS,276029,DE: Halle
X048_EVS,276030,DE: Neubrandenburg
X048_EVS,276031,DE: Suhl
X048_EVS,276032,DE: Erfurt
X048_EVS,276033,DE: Karl Marxstadt (Chemnitz)
X048_EVS,276034,DE: Potsdam
X048_EVS,300001,GR: Karditsa
X048_EVS,300002,GR: Larisa
X048_EVS,300003,GR: Magnisia
X048_EVS,300004,GR: Trikala
X048_EVS,300005,GR: Thessalia (rest)
X048_EVS,300006,GR: Kerkyra
X048_EVS,300007,GR: Aitoloakarnania
X048_EVS,300008,GR: Voiotia
X048_EVS,300009,GR: Evvoia
X048_EVS,300010,GR: Fthiotida
X048_EVS,300011,GR: Argolida
X048_EVS,300012,GR: Arkadia
X048_EVS,300013,GR: Korinthia
X048_EVS,300014,GR: Lakonia
X048_EVS,300015,GR: Messinia
X048_EVS,300016,GR: Attiki
X048_EVS,300017,GR: Chios
X048_EVS,300018,GR: Dodekanisos
X048_EVS,300019,GR: Kyklades
X048_EVS,300020,GR: Chania
X048_EVS,300021,GR: Kriti (rest)
X048_EVS,348001,HU: Budapest
X048_EVS,348002,HU: Baranya
X048_EVS,348003,HU: Bács
X048_EVS,348004,HU: Békés
X048_EVS,348005,HU: Borsod
X048_EVS,348006,HU: Csongrád
X048_EVS,348007,HU: Fejér
X048_EVS,348008,HU: Györ
X048_EVS,348009,HU: Hajdu
X048_EVS,348010,HU: Heves
X048_EVS,348011,HU: Komárom
X048_EVS,348012,HU: Nográd
X048_EVS,348013,HU: Pest
X048_EVS,348014,HU: Somogy
X048_EVS,348015,HU: Szabolcs
X048_EVS,348016,HU: Szolnok
X048_EVS,348017,HU: Tolna
X048_EVS,348018,HU: Vas
X048_EVS,348019,HU: Veszprém
X048_EVS,348020,HU: Zala
X048_EVS,348021,HU: unknown_1
X048_EVS,348022,HU: unknown_2
X048_EVS,348023,HU: unknown_3
X048_EVS,348024,HU: unknown_4
X048_EVS,348025,HU: unknown_5
X048_EVS,348026,HU: unknown_6
X048_EVS,348027,HU: unknown_7
X048_EVS,348028,HU: unknown_8
X048_EVS,348029,HU: unknown_9
X048_EVS,348030,HU: unknown_10
X048_EVS,348031,HU: unknown_11
X048_EVS,348032,HU: unknown_12
X048_EVS,348033,HU: unknown_13
X048_EVS,352001,IS: Reykjavik
X048_EVS,352002,IS: Towns adjacent to Reykjavik
X048_EVS,352003,IS: Area around Keflavik Airport
X048_EVS,352004,IS: West Iceland
X048_EVS,352005,IS: West fjords
X048_EVS,352006,IS: North West Iceland
X048_EVS,352007,IS: North East Iceland
X048_EVS,352008,IS: East Iceland
X048_EVS,352009,IS: South Iceland
X048_EVS,352010,IS: Vestmann Islands
X048_EVS,372001,IE: Dublin City
X048_EVS,372002,IE: Dublin County
X048_EVS,372003,IE: Kildkare
X048_EVS,372004,IE: Meath
X048_EVS,372005,IE: Wicklow
X048_EVS,372006,IE: Cavan
X048_EVS,372007,IE: Louth
X048_EVS,372008,IE: Monaghan
X048_EVS,372009,IE: Donegal
X048_EVS,372010,IE: Leitrim
X048_EVS,372011,IE: Sligo
X048_EVS,372012,IE: Laois
X048_EVS,372013,IE: Longford
X048_EVS,372014,IE: Offaly
X048_EVS,372015,IE: Roscommon
X048_EVS,372016,IE: Westmeath
X048_EVS,372017,IE: Galway
X048_EVS,372018,IE: Mayo
X048_EVS,372019,IE: Clare
X048_EVS,372020,IE: Limerick City
X048_EVS,372021,IE: Limerick County
X048_EVS,372022,IE: Tipp N
X048_EVS,372023,IE: Cork City
X048_EVS,372024,IE: Cork County
X048_EVS,372025,IE: Kerry
X048_EVS,372026,IE: Carlow
X048_EVS,372029,IE: Waterford City
X048_EVS,372030,IE: Waterford County
X048_EVS,372031,IE: Wexford
X048_EVS,372032,IE: unknown
X048_EVS,372033,IE: unknown
X048_EVS,372034,IE: unknown
X048_EVS,372041,IE: unknown
X048_EVS,372042,IE: unknown
X048_EVS,372043,IE: unknown
X048_EVS,372044,IE: unknown
X048_EVS,372045,IE: unknown
X048_EVS,372046,IE: unknown
X048_EVS,372047,IE: unknown
X048_EVS,372048,IE: unknown
X048_EVS,372049,IE: unknown
X048_EVS,372050,IE: unknown
X048_EVS,372051,IE: unknown
X048_EVS,380001,IT: Piemonte
X048_EVS,380002,IT: Valle dAoste
X048_EVS,380003,IT: Lombardia
X048_EVS,380004,IT: Trentino-Alto Adige
X048_EVS,380005,IT: Veneto
X048_EVS,380006,IT: Friuli-Venezia Giulia
X048_EVS,380007,IT: Liguria
X048_EVS,380008,IT: Emilia-Romagna
X048_EVS,380009,IT: Toscana
X048_EVS,380010,IT: Umbria
X048_EVS,380011,IT: Marche
X048_EVS,380012,IT: Lazio
X048_EVS,380013,IT: Abruzzo
X048_EVS,380014,IT: Molise
X048_EVS,380015,IT: Campania
X048_EVS,380016,IT: Puglia
X048_EVS,380017,IT: Basilicata
X048_EVS,380018,IT: Calabria
X048_EVS,380019,IT: Sicilia
X048_EVS,380020,IT: Sardegna
X048_EVS,380021,IT: unknown
X048_EVS,380022,IT: unknown
X048_EVS,380023,IT: unknown
X048_EVS,380024,IT: unknown
X048_EVS,380025,IT: unknown
X048_EVS,380026,IT: unknown
X048_EVS,380027,IT: unknown
X048_EVS,380028,IT: unknown
X048_EVS,380029,IT: unknown
X048_EVS,380030,IT: unknown
X048_EVS,380031,IT: unknown
X048_EVS,380032,IT: unknown
X048_EVS,428001,LV: Riga
X048_EVS,428002,LV: Vidzeme
X048_EVS,428003,LV: Kurzeme
X048_EVS,428004,LV: Zemgale
X048_EVS,428005,LV: Latgale
X048_EVS,440001,LT: Zemaitija
X048_EVS,440002,LT: Aukstaitija
X048_EVS,440003,LT: Suvalkija
X048_EVS,440004,LT: Dzukija
X048_EVS,440005,LT: South East Lithuania
X048_EVS,440006,LT: Vilnius
X048_EVS,442001,LU: No regions
X048_EVS,470001,MT: No Regions
X048_EVS,528001,NL: Noord-Holland
X048_EVS,528002,NL: Zuid-Holland
X048_EVS,528003,NL: Utrecht
X048_EVS,528004,NL: Zeeland
X048_EVS,528005,NL: Noord-Brabant
X048_EVS,528006,NL: Limburg
X048_EVS,528007,NL: Gelderland
X048_EVS,528008,NL: Overijssel
X048_EVS,528009,NL: Flevoland
X048_EVS,528010,NL: Friesland
X048_EVS,528011,NL: Drenthe
X048_EVS,528012,NL: Groningen
X048_EVS,578001,NO: Xstfold
X048_EVS,578002,NO: Akershus
X048_EVS,578003,NO: Oslo
X048_EVS,578004,NO: Hedmark
X048_EVS,578005,NO: Oppland
X048_EVS,578006,NO: Buskerud
X048_EVS,578007,NO: Vestfold
X048_EVS,578008,NO: Telemark
X048_EVS,578009,NO: Aust-Agder
X048_EVS,578010,NO: Vest-Agder
X048_EVS,578011,NO: Rogaland
X048_EVS,578012,NO: Hordaland
X048_EVS,578013,NO: Sogn og Fjordane
X048_EVS,578014,NO: Mxre og Romsdal
X048_EVS,578015,NO: Sxr-Trxndelag
X048_EVS,578016,NO: Nord-Trxndelag
X048_EVS,578017,NO: Nordland
X048_EVS,578018,NO: Troms
X048_EVS,578019,NO: Finnmark
X048_EVS,616001,PL: Lubelskie
X048_EVS,616002,PL: Lodzkie
X048_EVS,616003,PL: Opolskie
X048_EVS,616004,PL: Warsaw
X048_EVS,616005,PL: Bialskopodlaskie
X048_EVS,616006,PL: Bialostockie
X048_EVS,616007,PL: Bielskie
X048_EVS,616008,PL: Bydgoskie
X048_EVS,616009,PL: Chelmskie
X048_EVS,616010,PL: Ciechanowskie
X048_EVS,616011,PL: Czestocjowski
X048_EVS,616012,PL: Elblaskie
X048_EVS,616013,PL: Gdanskie
X048_EVS,616014,PL: Gorzowskie
X048_EVS,616015,PL: Jeleniogorskie
X048_EVS,616016,PL: Kaliskie
X048_EVS,616017,PL: Katowickie
X048_EVS,616018,PL: Kielecki
X048_EVS,616019,PL: Koninskie
X048_EVS,616020,PL: Koszalinskie
X048_EVS,616021,PL: Krakowskie
X048_EVS,616022,PL: Krosnienskie
X048_EVS,616023,PL: Legnickie
X048_EVS,616025,PL: Lomzynskie
X048_EVS,616026,PL: Nowosadeckie
X048_EVS,616027,PL: Olsztynskie
X048_EVS,616028,PL: Ostroleckie
X048_EVS,616029,PL: Pilskie
X048_EVS,616030,PL: Piotrkowskie
X048_EVS,616031,PL: Plockie
X048_EVS,616032,PL: Poznanskie
X048_EVS,616033,PL: Przemyskie
X048_EVS,616034,PL: Radomskie
X048_EVS,616035,PL: Rzeszowskie
X048_EVS,616036,PL: Ciedlockie
X048_EVS,616037,PL: Sieradzkie
X048_EVS,616038,PL: Skierniewickie
X048_EVS,616039,PL: Slupskie
X048_EVS,616040,PL: Suwalskie
X048_EVS,616041,PL: Szczecinskie
X048_EVS,616042,PL: Tamobrzeskie
X048_EVS,616043,PL: Tamowskie
X048_EVS,616044,PL: Torunskie
X048_EVS,616045,PL: Walbrzyskie
X048_EVS,616046,PL: Wioclawskie
X048_EVS,616047,PL: Wroclawskie
X048_EVS,616048,PL: Zamosjkie
X048_EVS,616049,PL: Zielenogorskie
X048_EVS,616050,PL: Dolnolslaskie
X048_EVS,616051,PL: Kujawsko-Pomorskie
X048_EVS,616053,PL: Malopotskie
X048_EVS,616054,PL: Mazowieckie
X048_EVS,616055,PL: Podkarpackie
X048_EVS,616056,PL: Podlaskie
X048_EVS,616057,PL: Pomorsie
X048_EVS,616058,PL: Slaskie
X048_EVS,616059,PL: Swietokryskie
X048_EVS,616060,PL: Warminsko-Mazurskie
X048_EVS,616061,PL: Wielkopolskie
X048_EVS,616062,PL: Zachodniopomorskie
X048_EVS,616063,PL: Lubuskie
X048_EVS,620001,PT: North
X048_EVS,620002,PT: Center
X048_EVS,620003,PT: Lisbon & Tagus Valley (Grande Lisboa)
X048_EVS,620004,PT: Alentejo
X048_EVS,620005,PT: Algarve
X048_EVS,620006,PT: Litoral Norte
X048_EVS,620007,PT: Interior Norte
X048_EVS,620008,PT: Grande Porto
X048_EVS,620009,PT: Literoral Centro
X048_EVS,620010,PT: Vale de tejo
X048_EVS,620011,PT: Interior Sul
X048_EVS,620012,PT: Madeira
X048_EVS,620013,PT: Acores
X048_EVS,642001,RO: Bucuresti
X048_EVS,642002,RO: Mutenia
X048_EVS,642003,RO: Moldova
X048_EVS,642004,RO: Transylvania
X048_EVS,642005,RO: Oltenia
X048_EVS,642006,RO: Banat
X048_EVS,642007,RO: Crisana-Maramures (region)
X048_EVS,642008,RO: Dobrogia
X048_EVS,642009,RO: Arad
X048_EVS,642010,RO: Arges
X048_EVS,642011,RO: Bacau
X048_EVS,642012,RO: Bihor
X048_EVS,642013,RO: Bistrita-Nasaud
X048_EVS,642014,RO: Botosani
X048_EVS,642015,RO: Brasov
X048_EVS,642016,RO: Braila
X048_EVS,642017,RO: Buzau
X048_EVS,642018,RO: Caras-Severin
X048_EVS,642019,RO: Calarasi
X048_EVS,642020,RO: Cluj
X048_EVS,642021,RO: Constanta
X048_EVS,642022,RO: Covasna
X048_EVS,642023,RO: Dambovita
X048_EVS,642024,RO: Dolj
X048_EVS,642025,RO: Galati
X048_EVS,642026,RO: Giurgiu
X048_EVS,642027,RO: Gorj
X048_EVS,642028,RO: Harghita
X048_EVS,642029,RO: Hunedoara
X048_EVS,642030,RO: Ialomita
X048_EVS,642031,RO: Iasi
X048_EVS,642032,RO: Maramures County
X048_EVS,642033,RO: Mures
X048_EVS,642034,RO: Neamt
X048_EVS,642035,RO: Olt
X048_EVS,642036,RO: Prahova
X048_EVS,642037,RO: Satu Mare
X048_EVS,642038,RO: Salaj
X048_EVS,642039,RO: Sibiu
X048_EVS,642040,RO: Suceava
X048_EVS,642041,RO: Teleorman
X048_EVS,642042,RO: Timis
X048_EVS,642043,RO: Tulcea
X048_EVS,642044,RO: Vaslui
X048_EVS,642045,RO: Valcea
X048_EVS,642046,RO: Vrancea
X048_EVS,642047,RO: Ilfov
X048_EVS,643001,RU: Northern
X048_EVS,643002,RU: North-Western
X048_EVS,643003,RU: Central
X048_EVS,643004,RU: Volgo-Vyatki
X048_EVS,643005,RU: Central Black Earth
X048_EVS,643006,RU: North Caucasus
X048_EVS,643007,RU: Volga
X048_EVS,643008,RU: Urals
X048_EVS,643009,RU: Western Siberia
X048_EVS,643010,RU: Eastern Siberia
X048_EVS,643011,RU: Far East
X048_EVS,703000,SK: Slovakia
X048_EVS,703001,SK: Bratislava County
X048_EVS,703002,SK: Trnava County
X048_EVS,703003,SK: Trencin County
X048_EVS,703004,SK: Nitra County
X048_EVS,703005,SK: Zilina County
X048_EVS,703006,SK: B. Bystrica County
X048_EVS,703007,SK: Presov County
X048_EVS,703008,SK: Kosice County
X048_EVS,705001,SI: Pomurska
X048_EVS,705002,SI: Podravska
X048_EVS,705003,SI: Koroska
X048_EVS,705004,SI: Savinjska
X048_EVS,705005,SI: Gorensjka
X048_EVS,705006,SI: Zasavska
X048_EVS,705007,SI: Osrednja Slovenska
X048_EVS,705008,SI: Spodnje Posavska
X048_EVS,705009,SI: Dolensjka
X048_EVS,705010,SI: Goriska
X048_EVS,705011,SI: Primorska
X048_EVS,705012,SI: Kraska
X048_EVS,705013,SI: Obalno-Kraska
X048_EVS,724001,ES: Andalucia
X048_EVS,724002,ES: Aragon
X048_EVS,724003,ES: Asturias
X048_EVS,724004,ES: Baleares
X048_EVS,724005,ES: Canarias
X048_EVS,724006,ES: Cantabria
X048_EVS,724007,ES: Castilla-Mancha
X048_EVS,724008,ES: Castilla Leon
X048_EVS,724009,ES: Cataluna
X048_EVS,724010,ES: C Valenciana
X048_EVS,724011,ES: Extremadura
X048_EVS,724012,ES: Galicia
X048_EVS,724013,ES: Madrid
X048_EVS,724014,ES: Murcia
X048_EVS,724015,ES: Navarra
X048_EVS,724016,ES: Pais Vasco
X048_EVS,724017,ES: Rioja
X048_EVS,724021,ES: unknown
X048_EVS,724022,ES: unknown
X048_EVS,724023,ES: unknown
X048_EVS,724024,ES: unknown
X048_EVS,724025,ES: unknown
X048_EVS,724026,ES: unknown
X048_EVS,724027,ES: unknown
X048_EVS,724028,ES: unknown
X048_EVS,724029,ES: unknown
X048_EVS,724030,ES: unknown
X048_EVS,724031,ES: unknown
X048_EVS,752001,SE: Norr
X048_EVS,752002,SE: Öst
X048_EVS,752003,SE: Syd
X048_EVS,752004,SE: Väst
X048_EVS,752005,SE: Öresund
X048_EVS,752006,SE: Stor Göteborg och Bohus
X048_EVS,752007,SE: Stor Stockholm
X048_EVS,752008,SE: Uppsala
X048_EVS,752009,SE: Sodermanland
X048_EVS,752010,SE: Ostergotland
X048_EVS,752011,SE: Jonkoping
X048_EVS,752012,SE: Kronoberg
X048_EVS,752013,SE: Kalmar
X048_EVS,752014,SE: Blekinge
X048_EVS,752015,SE: Kristianstad
X048_EVS,752016,SE: Malmohus
X048_EVS,752017,SE: Halland
X048_EVS,752018,SE: Alvsborg
X048_EVS,752019,SE: Skaraborg
X048_EVS,752020,SE: Varmland
X048_EVS,752021,SE: Vastmanland
X048_EVS,752022,SE: Kopparberg
X048_EVS,752023,SE: Gavleborg
X048_EVS,752024,SE: Vasternorrland
X048_EVS,752025,SE: Jamtland
X048_EVS,752026,SE: Vasterbotten
X048_EVS,752027,SE: Norbotten
X048_EVS,792001,TR: Adana (south)
X048_EVS,792002,TR: Ankara (center)
X048_EVS,792003,TR: Antalya (south)
X048_EVS,792004,TR: Bursa (northwest)
X048_EVS,792005,TR: Gaziantep (southeast)
X048_EVS,792006,TR: Isparta (west)
X048_EVS,792007,TR: Mersin (south)
X048_EVS,792008,TR: Istanbul (northwest)
X048_EVS,792009,TR: Izmir (west)
