"Entity","Year","coveragetype","datatype","IsSurveyYear","ISO3DataYearCovType","ISO3Year","Population","headcount_ratio_1_00","poverty_gap_index_1_00","headcount_1_00","income_gap_ratio_1_00","headcount_ratio_1_90","poverty_gap_index_1_90","headcount_1_90","income_gap_ratio_1_90","headcount_ratio_3_20","poverty_gap_index_3_20","headcount_3_20","income_gap_ratio_3_20","headcount_ratio_5_50","poverty_gap_index_5_50","headcount_5_50","income_gap_ratio_5_50","headcount_ratio_10_00","poverty_gap_index_10_00","headcount_10_00","income_gap_ratio_10_00","headcount_ratio_15_00","poverty_gap_index_15_00","headcount_15_00","income_gap_ratio_15_00","headcount_ratio_20_00","poverty_gap_index_20_00","headcount_20_00","income_gap_ratio_20_00","headcount_ratio_30_00","poverty_gap_index_30_00","headcount_30_00","income_gap_ratio_30_00","headcount_ratio_40_00","poverty_gap_index_40_00","headcount_40_00","income_gap_ratio_40_00","headcount_ratio_40_median","poverty_gap_index_40_median","headcount_40_median","income_gap_ratio_40_median","headcount_ratio_50_median","poverty_gap_index_50_median","headcount_50_median","income_gap_ratio_50_median","headcount_ratio_60_median","poverty_gap_index_60_median","headcount_60_median","income_gap_ratio_60_median","total_shortall_daily_1_00","total_shortall_daily_1_90","total_shortall_daily_3_20","total_shortall_daily_5_50","total_shortall_daily_10_00","total_shortall_daily_15_00","total_shortall_daily_20_00","total_shortall_daily_30_00","total_shortall_daily_40_00","total_shortall_daily_40_median","total_shortall_daily_50_median","total_shortall_daily_60_median","avg_shortfall_1_00","avg_shortfall_1_90","avg_shortfall_3_20","avg_shortfall_5_50","avg_shortfall_10_00","avg_shortfall_15_00","avg_shortfall_20_00","avg_shortfall_30_00","avg_shortfall_40_00","headcount_stacked_below_1_00","headcount_stacked_below_1_90","headcount_stacked_below_3_20","headcount_stacked_below_5_50","headcount_stacked_below_10_00","headcount_stacked_below_15_00","headcount_stacked_below_20_00","headcount_stacked_below_30_00","headcount_stacked_above_40_00","headcount_stacked_below_40_00","headcount_ratio_stacked_below_1_00","headcount_ratio_stacked_below_1_90","headcount_ratio_stacked_below_3_20","headcount_ratio_stacked_below_5_50","headcount_ratio_stacked_below_10_00","headcount_ratio_stacked_below_15_00","headcount_ratio_stacked_below_20_00","headcount_ratio_stacked_below_30_00","headcount_ratio_stacked_above_40_00","headcount_ratio_stacked_below_40_00"
"Armenia",2011,"N","consumption",TRUE,"ARM:2011:N:c","ARM2011",NA,0.04940225,0.003843516,1421,NA,1.208877,0.1958658,34774,15.5469318562516,13.14456,2.502841,378108,18.821787937896,51.25518,15.04305,1474375,29.3296387501321,87.9987,41.67592,2531316,47.3250128073053,97.07175,59.07706,2792306,60.8718341717445,98.80226,68.85024,2842085,69.6557226980694,99.59022,78.97054,2864751,79.3360017028524,99.79761,84.15413,2870716,84.294015594811,2.406558,0.3986147,69226,16.0249250288042,6.52725,1.16933,187759,17.7347204407966,13.65034,2.66134,392657,19.4306394574412,3.843516e-05,0.0037214502,0.080090912,0.82736775,4.167592,8.861559,13.770048,23.691162,33.661652,0.008630008255,0.0316420698,0.0864137098,NA,0.29539170526878,0.602297214012672,1.61313013125727,4.73250128073053,9.13077512576167,13.9311445396139,23.8008005108557,33.7176062379244,1421,33353,343334,1096267,1056941,260990,49779,22666,5822,5965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia",2012,"N","consumption",TRUE,"ARM:2012:N:c","ARM2012",NA,0.1032485,0.007443421,2978,13.1967117428218,0.9169955,0.1638798,26448,17.9074037578958,11.26253,2.220317,324837,19.6398441561578,48.28626,13.83821,1392686,28.7010872206781,87.84505,40.34096,2533652,45.8886524027579,96.51073,58.00362,2783590,60.1011994948811,98.48912,67.9478,2840652,69.0439572689191,99.31822,78.28713,2864565,78.8271817924117,99.6735,83.59477,2874812,83.8423169639849,1.98118,0.351128,57142,17.5088530100418,7.373311,1.181115,212663,15.95928426664,13.48056,2.668799,388810,19.9089574489793,7.443421e-05,0.0031137162,0.071050144,0.76110155,4.034096,8.700543,13.58956,23.486139,33.437908,0.00783717696,0.0329531085,0.08935139052,0.131967117428218,0.34024067140002,0.62847501299705,1.5785597971373,4.58886524027579,9.01517992423216,13.8087914537838,23.6481545377235,33.536926785594,2978,23470,298389,1067849,1140966,249938,57062,23913,9417,10247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia",2013,"N","consumption",TRUE,"ARM:2013:N:c","ARM2013",NA,0.1855807,0.02087708,5377,30.1902998242097,1.767077,0.3579276,51203,22.1327215338225,11.36917,2.411372,329431,21.1934440439612,46.0761,13.51041,1335094,29.3171866674982,84.71047,38.83518,2454557,45.8135793016424,96.19549,56.46676,2787345,58.6628530325565,98.59127,66.7372,2856765,67.6475727229959,99.60308,77.5654,2886083,77.9163492007353,99.79621,83.10233,2891679,83.2287655476512,3.023519,0.7028827,87609,23.0534668959372,8.006752,1.627986,232002,20.1604263917847,15.12748,3.238361,438331,21.3291402566948,0.0002087708,0.0068006244,0.077163904,0.74307255,3.883518,8.470014,13.34744,23.26962,33.240932,0.01623659037,0.04701623568,0.11224159226,0.301902998242097,0.420521709142627,0.678190209406758,1.6124452667124,4.58135793016424,8.79942795488347,13.5295145445992,23.3749047602206,33.2915062190605,5377,45826,278228,1005663,1119463,332788,69420,29318,5905,5596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia",2014,"N","consumption",TRUE,"ARM:2014:N:c","ARM2014",NA,0.0559412,0.01166842,1629,54.3876631948599,1.541668,0.2325748,44900,17.4931480280399,11.41231,2.32059,332372,20.5227108324649,44.89415,13.24267,1307499,29.5822137408247,85.14583,38.24609,2479790,44.8951325913243,95.42138,56.03127,2779055,58.7353030948409,97.83758,66.26432,2849425,67.6845662245033,98.96194,77.01284,2882171,77.8694634302676,99.58139,82.5915,2900211,82.9250907864339,3.838015,0.6878925,111778,18.7555338549458,8.420474,1.674648,245238,20.1747025938915,16.28045,3.400358,474152,20.9703453689947,0.0001166842,0.0044189212,0.07425888,0.72834685,3.824609,8.4046905,13.252864,23.103852,33.0366,0.01622050515,0.04935187656,0.12027066246,0.543876631948599,0.332369812532758,0.656726746638877,1.62702175574536,4.48951325913243,8.81029546422613,13.5369132449007,23.3608390290803,33.1700363145736,1629,43271,287472,975127,1172291,299265,70370,32746,12192,18040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia",2015,"N","consumption",TRUE,"ARM:2015:N:c","ARM2015",NA,0.1496771,0.02357338,4379,50.6261928421936,1.260682,0.2228004,36882,19.4664796423793,9.462474,2.066405,276830,21.87123453845,39.79562,11.58419,1164242,29.1303860620667,83.0368,35.48553,2429286,42.6686365474682,94.77205,53.83553,2772607,56.8145985333392,97.02628,64.40552,2838555,66.4303215251605,98.59429,75.5475,2884428,76.58051684317,99.32966,81.4175,2905942,81.9537296965266,4.229193,0.75108,123727,18.2640873510448,8.847366,1.866222,258834,21.0970065171051,16.30002,3.579813,476866,22.0118317792378,0.0002357338,0.0042332076,0.06612496,0.63713045,3.548553,8.0753295,12.881104,22.66425,32.567,0.0186943812,0.05807682864,0.13367021742,0.506261928421936,0.369863113205207,0.6998795052304,1.60217123341367,4.26686365474682,8.52218978000088,13.2860643050321,22.974155052951,32.7814918786106,4379,32503,239948,887412,1265044,343321,65948,45873,19611,21514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia",2016,"N","consumption",TRUE,"ARM:2016:N:c","ARM2016",NA,0.03414428,0.01327123,1003,51.1606312798215,1.162991,0.1616736,34147,14.7569394957642,9.576053,1.925512,281167,20.0187093264812,37.54998,11.32762,1102522,30.1576001490244,77.0505,32.70526,2262315,42.4388552691401,94.04331,50.84595,2761249,54.0597041790017,98.02139,62.19671,2878051,63.5003510379063,99.49424,74.45089,2921296,74.8657503566838,99.70901,80.74361,2927602,80.9521536444287,5.175096,0.9438461,151948,18.5208569311097,11.76695,2.383598,345495,20.3288092624984,20.30396,4.659036,596154,23.007850411861,0.0001327123,0.0030717984,0.061616384,0.6230191,3.270526,7.6268925,12.439342,22.335267,32.297444,0.025493283161,0.08047026848,0.18873754836,0.511606312798215,0.28038185041952,0.640598698447398,1.65866800819634,4.24388552691401,8.10895562685026,12.7000702075813,22.4597251070051,32.3808614577715,1003,33144,247020,821355,1159793,498934,116802,43245,8544,6306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia",2017,"N","consumption",TRUE,"ARM:2017:N:c","ARM2017",NA,0.02404856,0.002139819,708,35.9154975025112,0.8807932,0.1405099,25938,20.0422280352503,8.096853,1.633887,238437,20.1886336243275,41.48416,10.96724,1221629,26.3439448305921,82.04486,35.68922,2416064,43.503432979411,93.66989,53.58656,2758399,57.1696288383903,97.09042,64.0797,2859127,66.0404305248603,98.79664,75.45266,2909372,76.3495191969909,99.32495,81.36023,2924930,81.9155269494854,2.979491,0.5078441,87740,17.8275238608626,6.899355,1.346014,203173,19.5471602898213,13.61631,2.79743,400974,20.5611825242029,2.139819e-05,0.0026696881,0.052284384,0.6031982,3.568922,8.037984,12.81594,22.635798,32.544092,0.012396474481,0.04106688714,0.1024139123,0.359154975025112,0.380802332669756,0.64603627597848,1.44891696568257,4.3503432979411,8.57544432575854,13.2080861049721,22.9048557590973,32.7662107797942,708,25230,212499,983192,1194435,342335,100728,50245,19879,15558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia",2018,"N","consumption",TRUE,"ARM:2018:N:c","ARM2018",NA,0.01720239,0.003174877,508,29.6187761682946,1.409537,0.2347293,41606,18.5590098485102,9.429495,2.071607,278338,21.9476101888864,42.49042,11.5464,1254222,27.1853605668737,82.90638,36.19378,2447211,43.6797500882753,93.38203,54.02476,2756428,57.812076053115,96.55535,64.37359,2850098,66.6760585827865,98.26598,75.4338,2900592,76.7824065441008,99.05061,81.24191,2923752,82.0311313353645,3.663035,0.7120331,108125,19.7595033414865,7.835563,1.71223,231288,21.8642148608513,13.94358,3.238418,411583,23.0442824150803,3.174877e-05,0.0044598567,0.066291424,0.635052,3.619378,8.103714,12.874718,22.63014,32.496764,0.017295283999,0.0519833028,0.11797556774,0.296187761682946,0.352621187121694,0.702323526044365,1.49519483117805,4.36797500882753,8.67181140796725,13.3352117165573,23.0347219632302,32.8124525341458,508,41098,236732,975884,1192989,309217,93670,50494,28024,23160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia",2019,"N","consumption",TRUE,"ARM:2019:N:c","ARM2019",NA,0,0,0,71.4642085787359,1.078999,0.133071,31914,17.5964110503944,9.845613,1.902155,291207,19.3305257440806,44.02043,12.27206,1302006,27.8784324326679,86.84385,38.4809,2568607,44.3113679624714,95.79857,56.51813,2833464,58.9704616264367,97.96625,66.663,2897578,68.0647219676397,99.53208,77.42083,2943891,77.7783474569539,99.71518,82.98073,2949307,83.1962452777188,2.865039,0.4487455,84740,17.0204019876024,7.235273,1.306904,214000,18.3629811509155,13.65242,2.804587,403802,20.6804982653763,0,0.002528349,0.06086896,0.6749633,3.84809,8.4777195,13.3326,23.226249,33.192292,0.01053654434,0.0383576324,0.09877755414,0.714642085787359,0.334331809957494,0.618576823810579,1.53331378379673,4.43113679624714,8.8455692439655,13.6129443935279,23.3335042370862,33.2784981110875,0,31914,259293,1010799,1266601,264857,64114,46313,8424,5416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan",1995,"N","consumption",TRUE,"AZE:1995:N:c","AZE1995",NA,1.542151,0.4843046,118514,33.6071039087256,7.080844,2.078705,544163,29.4974226298875,25.37372,7.634378,1949970,30.1361505011819,61.25691,22.94528,4707594,37.5269987179433,89.97027,47.91868,6914215,53.3124519108222,96.27398,63.12974,7398655,65.5601763119058,98.64158,71.74817,7580605,72.7692795518949,99.66862,80.94609,7659533,81.2644384807439,99.9206,85.66047,7678898,85.8120605628994,6.645353,2.012148,510695,30.7115423613077,12.50977,3.489959,961376,28.0437195573891,19.65492,5.540349,1510481,28.3523296334226,0.004843046,0.039495395,0.244300096,1.2619904,4.791868,9.469461,14.349634,24.283827,34.264188,0.03770765352,0.08173483978,0.1556838069,0.336071039087256,0.560451029967862,0.964356816037821,2.06398492948688,5.33124519108222,9.83402644678587,14.553855910379,24.3793315442232,34.3248242251598,118514,425649,1405807,2757624,2206621,484440,181950,78928,6102,19365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan",2001,"N","consumption",TRUE,"AZE:2001:N:c","AZE2001",NA,0.1623121,0.02690156,13165,70.8709923883795,2.582735,0.4301795,209491,17.777804593609,16.68452,3.830148,1353315,23.0261406291233,51.95487,16.81206,4214163,32.2886243898818,83.76389,41.25925,6794257,49.2584540101566,93.40017,57.35244,7575875,61.3669530661458,96.43675,66.79472,7822178,69.250843794858,98.78965,77.15923,8013026,78.0557494820969,99.47265,82.66445,8068426,83.1203320813471,4.391626,0.7390508,356214,17.0008201178424,9.576643,1.95036,776781,20.3121834083652,16.64859,3.814071,1350400,22.9298028827267,0.0002690156,0.0081734105,0.122564736,0.9246633,4.125925,8.602866,13.358944,23.147769,33.06578,0.01574178204,0.0519380868,0.12189770916,0.708709923883795,0.337778287278571,0.736836500131946,1.7758743414435,4.92584540101566,9.20504295992187,13.8501687589716,23.4167248446291,33.2481328325388,13165,196326,1143824,2860848,2580094,781618,246303,190848,42774,55400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan",2002,"N","consumption",TRUE,"AZE:2002:N:c","AZE2002",NA,0,0,0,36.2597710304966,0.0428381,0.001411515,3501,66.4525110686824,0.5675245,0.07590976,46378,23.7399127024345,16.16427,2.487468,1320936,15.4336714526858,75.93861,24.06208,6205665,31.6934614269083,92.5622,44.7754,7564137,48.39126446985,96.79761,57.33834,7910252,59.2140147543377,99.0254,70.95763,8092306,71.6528078103434,99.55999,78.05266,8135993,78.4226891854711,0.3995158,0.05159299,32648,33.4654755785441,1.865121,0.2266467,152417,14.4273102164236,5.872973,0.7628842,479936,13.2844644748798,0,2.6818785e-05,0.00242911232,0.13681074,2.406208,6.71631,11.467668,21.287289,31.221064,0.0015575923681,0.008553646458,0.034551025418,0.362597710304966,1.26259771030497,0.759677206477904,0.848851929897719,3.16934614269083,7.2586896704775,11.8428029508675,21.495842343103,31.3690756741884,0,3501,42877,1274558,4884729,1358472,346115,182054,35957,43687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan",2003,"N","consumption",TRUE,"AZE:2003:N:c","AZE2003",NA,0,0,0,70.4042455163573,0,0,0,84.4232871138723,0.9109997,0.09552893,75013,18.1919086194827,17.45617,2.926193,1437358,16.8941433741225,71.33058,22.77312,5873431,31.9411787916003,91.08601,43.02913,7500113,47.3132963907772,96.14816,55.77407,7916936,58.0013711784863,98.85893,69.80156,8140143,70.6718662323505,99.44921,77.15599,8188747,77.6467536433379,0.838661,0.08268382,69056,16.8405678469963,3.083055,0.4083451,253862,14.5769098237792,8.873631,1.281181,730664,15.1413025279621,0,0,0.00305692576,0.160940615,2.277312,6.4543695,11.154814,20.940468,30.862396,0.0026028866536,0.016068379685,0.06049736682,0.704042455163573,1.60404245516357,0.582141075823446,0.929177885576738,3.19411787916003,7.09699445861658,11.6002742356973,21.2015598697052,31.0587014573352,0,0,75013,1362345,4436073,1626682,416823,223207,45353,48604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan",2004,"N","consumption",TRUE,"AZE:2004:N:c","AZE2004",NA,0,0,0,40.3886124580678,0,0,0,68.6255855042462,0.155567,0.01773274,12922,81.3714413931462,13.92889,1.842506,1157003,13.4845148162167,71.76882,21.48659,5961477,29.9760772682814,90.67958,42.13338,7532299,46.4501593904421,95.86901,55.01709,7963359,57.3580952730091,98.53247,69.20911,8184600,70.249501417854,99.27196,76.64857,8246025,77.175457253164,0.1411498,0.01643938,11725,81.1832741344911,1.032269,0.09709095,85745,14.7014315681145,5.834421,0.5836439,484636,10.7364788659778,0,0,0.00056744768,0.10133783,2.148659,6.320007,11.003418,20.762733,30.659428,0.0005207995584,0.00384480162,0.027734758128,0.403886124580678,1.30388612458068,2.60388612458068,0.741648314891919,2.99760772682814,6.96752390856631,11.4716190546018,21.0748504253562,30.8701829012656,0,0,12922,1144081,4804474,1570822,431060,221241,60475,61425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan",2005,"N","consumption",TRUE,"AZE:2005:N:c","AZE2005",NA,0,0,0,50.3099614730353,0,0,0,73.8473481437028,0.04009374,0.001492403,3365,84.4718629603236,7.046068,0.7789912,591295,11.8359789882689,62.43506,16.40405,5239457,26.3231317702977,87.27733,36.78395,7324183,42.1930732041953,94.19606,50.37372,7904792,53.4778337108699,98.26106,65.81759,8245921,67.0191766454076,99.17965,74.06799,8323007,74.6564681305348,0.1017728,0.006977494,8541,85.8069013062083,0.8775636,0.07801427,73644,17.9186313355418,5.126348,0.529346,430195,11.4037915198822,0,0,4.7756896e-05,0.042844516,1.640405,5.5175925,10.074744,19.745277,29.627196,0.00024428206494,0.0034146845979,0.027790665,0.503099614730353,1.40309961473035,2.70309961473036,0.650978844354789,2.63231317702977,6.3289609806293,10.695566742174,20.1057529936223,29.8625872522139,0,0,3365,587930,4648162,2084726,580609,341129,68843,77086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burundi",1992,"N","consumption",TRUE,"BDI:1992:N:c","BDI1992",NA,41.83879,12.35267,2378772,29.560561969559,81.89335,37.59155,4656100,45.9288099300637,95.0718,59.00627,5405369,62.076893144658,98.94609,75.14138,5625644,75.9365516667028,99.999,99.998,5685508,86.220072280251,99.999,99.998,5685508,90.8133815201673,99.999,99.998,5685508,93.1100361401255,99.999,99.998,5685508,95.4066907600837,99.999,99.998,5685508,96.5550180700627,3.69727,0.5903303,210211,15.3130073711979,9.915666,1.786507,563762,17.6291655740311,17.9093,3.791112,1018245,20.9409406407184,0.1235267,0.71423945,1.88820064,4.1327759,9.9998,14.9997,19.9996,29.9994,39.9992,0.002650583047,0.01002230427,0.02551418376,0.29560561969559,0.87264738867121,1.98646058062906,4.17651034166865,8.6220072280251,13.6220072280251,18.6220072280251,28.6220072280251,38.6220072280251,2378772,2277328,749269,220275,59864,0,0,0,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burundi",1998,"N","consumption",TRUE,"BDI:1998:N:c","BDI1998",NA,51.79048,21.15367,3203532,40.8800425851336,84.68686,45.13062,5238358,53.3130835675722,95.46514,64.14256,5905055,67.2014456247156,98.1238,77.97633,6069508,79.450584036416,99.61351,88.4458,6161655,87.7805535638005,99.89891,92.22788,6179309,91.6252351573746,99.95342,94.15357,6182681,93.7189263680309,99.98783,96.09427,6184809,95.8126175786873,99.99594,97.0689,6185311,96.8594631840155,11.83025,4.184258,731767,34.9111588436996,16.81879,6.19041,1040337,36.4716859146076,23.50009,8.506685,1453613,36.0907668234082,0.2115367,0.85748178,2.05256192,4.28869815,8.84458,13.834182,18.830714,28.828281,38.82756,0.01623492104,0.0299615844,0.04942383985,0.408800425851336,1.01294858778387,2.1504462599909,4.36978212200288,8.77805535638005,13.7437852736062,18.7437852736062,28.7437852736062,38.7437852736062,3203532,2034826,666697,164453,92147,17654,3372,2128,251,502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burundi",2006,"N","consumption",TRUE,"BDI:2006:N:c","BDI2006",NA,37.46248,7.940624,2850089,21.1545124382593,78.60281,33.73635,5979983,42.9279277373848,93.13512,55.5795,7085579,59.6552805292001,98.40013,72.7113,7486133,73.8511140532365,99.7032,84.65482,7585269,84.9491644309772,99.9842,89.73853,7606647,89.7807558628471,99.99647,92.30186,7607580,92.3355668971353,100,94.86744,7607849,94.8903779314235,100,96.15058,7607849,96.1677834485677,0.1670192,0.01536379,12707,5.10268467262819,2.905952,0.2454711,221080,8.32169071680602,10.42277,1.243696,792949,11.8878356195696,0.07940624,0.64099065,1.778544,3.9991215,8.465482,13.4607795,18.460372,28.460232,38.460232,7.2209813e-05,0.001440915357,0.0087680568,0.211545124382593,0.815630627010311,1.9089689769344,4.06181127292801,8.49491644309772,13.4671133794271,18.4671133794271,28.467113379427,38.4671133794271,2850089,3129894,1105596,400554,99136,21378,933,269,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burundi",2013,"N","consumption",TRUE,"BDI:2013:N:c","BDI2013",NA,32.32566,9.038586,3083961,27.8940264720193,73.14552,31.22483,6978294,42.6701833894945,89.87559,52.37882,8574391,58.2231014936904,96.99648,69.94984,9253745,72.0743323870595,99.43444,82.85203,9486333,83.31222013694,99.85711,88.47582,9526657,88.612568208976,99.92111,91.33042,9532763,91.3830937453864,99.98235,94.20667,9538605,94.2553958302576,99.99702,95.65213,9540005,95.6915468726932,5.157425,1.080537,492033,20.7703462263925,10.66275,2.430159,1017257,22.6925059425791,18.04064,4.416203,1721129,24.2575774328758,0.09038586,0.59327177,1.67612224,3.8472412,8.285203,13.271373,18.266084,28.262001,38.260852,0.00559718166,0.01572312873,0.03431389731,0.278940264720193,0.810733484400395,1.86313924779809,3.96408828128827,8.331222013694,13.2918852313464,18.2766187490773,28.2766187490773,38.2766187490773,3083961,3894333,1596097,679354,232588,40324,6106,5842,284,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin",2003,"N","consumption",TRUE,"BEN:2003:N:c","BEN2003",NA,14.24979,3.079956,1071663,21.5207758388566,51.42711,17.50254,3867604,33.9885794863103,79.81871,38.14982,6002810,47.7622373569287,93.77867,59.1652,7052676,63.1021381377421,98.49703,76.11184,7407523,77.2290775646723,99.43233,83.75733,7477863,84.2200314376159,99.64496,87.70306,7493854,88.0130468795597,99.86904,91.7371,7510706,91.7916861347526,99.97596,93.78656,7518747,93.8437646010644,5.022662,1.001286,377732,19.663939948128,10.95928,2.375848,824199,21.5909728055274,18.62207,4.480649,1400483,23.9519803625524,0.03079956,0.33254826,1.22079424,3.254086,7.611184,12.5635995,17.540612,27.52113,37.514624,0.0074595807,0.02211914488,0.05004884933,0.215207758388566,0.645783010239896,1.52839159542172,3.47061759757582,7.72290775646723,12.6330047156424,17.6026093759119,27.5375058404258,37.5375058404258,1071663,2795941,2135206,1049866,354847,70340,15991,16852,1808,8041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin",2011,"N","consumption",TRUE,"BEN:2011:N:c","BEN2011",NA,16.25883,3.858076,1538220,23.6759840854765,53.36967,19.20745,5049214,35.9856449136199,77.07787,38.74799,7292206,50.2829829779858,90.3724,58.03169,8549979,64.2304334757503,97.35453,74.56124,9210547,76.5972110166139,99.06027,82.50185,9371924,83.3015192289439,99.65782,86.7239,9428457,87.0370636522,99.91531,91.0867,9452818,91.1386937223357,99.99276,93.30681,9460145,93.3540202917518,5.835838,1.143384,552119,19.3792596218136,11.88426,2.625673,1124350,22.06693555573,19.29297,4.792492,1825275,24.7116744048766,0.03858076,0.36494155,1.23993568,3.19174295,7.456124,12.3752775,17.34478,27.32601,37.322724,0.0081751956,0.02344725989,0.05137551424,0.236759840854765,0.683727253358778,1.60905545529555,3.53267384116627,7.65972110166139,12.4952278843416,17.40741273044,27.3416081167007,37.3416081167007,1538220,3510994,2242992,1257773,660568,161377,56533,24361,685,7327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin",2015,"N","consumption",TRUE,"BEN:2015:N:c","BEN2015",NA,20.82005,11.22864,2201918,53.8458155499594,49.60589,22.40468,5246295,45.1118637549633,76.24753,39.55939,8063902,51.8758285798762,90.61193,59.27046,9583074,65.3864654586434,96.84635,74.86054,10242423,77.3033498205318,98.75884,82.57658,10444688,83.6321980765639,99.36551,86.7025,10508849,87.2812024838297,99.87611,91.02454,10562849,91.173171432556,99.92145,93.24242,10567645,93.3008104758607,17.53854,8.842017,1854868,50.3611817203518,20.12042,10.83597,2127926,53.7679233957117,24.37852,12.70072,2578261,52.1467268891629,0.1122864,0.42568892,1.26590048,3.2598753,7.486054,12.386487,17.3405,27.307362,37.296968,0.06781827039,0.1039169523,0.14605828,0.538458155499594,0.857125411344303,1.66002651455604,3.59625560022539,7.73033498205318,12.5448297114846,17.4562404967659,27.3519514297668,37.3203241903443,2201918,3044377,2817607,1519172,659349,202265,64161,54000,8307,4796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
